x,current_suppression_factor
1.435000000000000000e+02,1.934874955424170206e+00
1.440000000000000000e+02,1.935952285681228791e+00
1.445000000000000000e+02,1.937030199539955921e+00
1.450000000000000000e+02,1.938108729827894949e+00
1.455000000000000000e+02,1.939187844367572744e+00
1.460000000000000000e+02,1.940267576023099183e+00
1.465000000000000000e+02,1.941347892581157586e+00
1.470000000000000000e+02,1.942428826942466102e+00
1.475000000000000000e+02,1.943510346857826532e+00
1.480000000000000000e+02,1.944592485264603932e+00
1.485000000000000000e+02,1.945675209877676171e+00
1.490000000000000000e+02,1.946758553671100733e+00
1.495000000000000000e+02,1.947842484323790035e+00
1.500000000000000000e+02,1.948927034846532624e+00
1.505000000000000000e+02,1.950012172882240158e+00
1.510000000000000000e+02,1.951097931478468661e+00
1.515000000000000000e+02,1.952184278242089510e+00
1.520000000000000000e+02,1.953271246257468174e+00
1.525000000000000000e+02,1.954358803095394892e+00
1.530000000000000000e+02,1.955446981877088541e+00
1.535000000000000000e+02,1.956535750137215368e+00
1.540000000000000000e+02,1.957625141033888516e+00
1.545000000000000000e+02,1.958715122065610714e+00
1.550000000000000000e+02,1.959805726427429118e+00
1.555000000000000000e+02,1.960896921581644525e+00
1.560000000000000000e+02,1.961988740760278960e+00
1.565000000000000000e+02,1.963081151389390433e+00
1.570000000000000000e+02,1.964174186738018468e+00
1.575000000000000000e+02,1.965267814195934992e+00
1.580000000000000000e+02,1.966362067069237218e+00
1.585000000000000000e+02,1.967456912711376127e+00
1.590000000000000000e+02,1.968552384465549032e+00
1.595000000000000000e+02,1.969648449648837563e+00
1.600000000000000000e+02,1.970745141641581988e+00
1.605000000000000000e+02,1.971842427724459723e+00
1.610000000000000000e+02,1.972940341314991075e+00
1.615000000000000000e+02,1.974038849657409500e+00
1.620000000000000000e+02,1.975137986206457308e+00
1.625000000000000000e+02,1.976237718169882029e+00
1.630000000000000000e+02,1.977338079039692165e+00
1.635000000000000000e+02,1.978439035987107131e+00
1.640000000000000000e+02,1.979540622541442030e+00
1.645000000000000000e+02,1.980642805837347975e+00
1.650000000000000000e+02,1.981745619441489081e+00
1.655000000000000000e+02,1.982849030451908190e+00
1.660000000000000000e+02,1.983953072472658175e+00
1.665000000000000000e+02,1.985057712565132304e+00
1.670000000000000000e+02,1.986162984370815732e+00
1.675000000000000000e+02,1.987268854914412408e+00
1.680000000000000000e+02,1.988375357874878402e+00
1.685000000000000000e+02,1.989482460240187711e+00
1.690000000000000000e+02,1.990590195726811729e+00
1.695000000000000000e+02,1.991698531285952312e+00
1.700000000000000000e+02,1.992807500671636811e+00
1.705000000000000000e+02,1.993917070798254088e+00
1.710000000000000000e+02,1.995027275457430749e+00
1.715000000000000000e+02,1.996138081526700914e+00
1.720000000000000000e+02,1.997249522835332414e+00
1.725000000000000000e+02,1.998361566223964214e+00
1.730000000000000000e+02,1.999474245559546670e+00
1.735000000000000000e+02,2.000587527645781627e+00
1.740000000000000000e+02,2.001701446387343708e+00
1.745000000000000000e+02,2.002815968550959891e+00
1.750000000000000000e+02,2.003931128079067925e+00
1.755000000000000000e+02,2.005046891701377287e+00
1.760000000000000000e+02,2.006163293398135927e+00
1.765000000000000000e+02,2.007280299861990969e+00
1.770000000000000000e+02,2.008397945111042748e+00
1.775000000000000000e+02,2.009516195800837401e+00
1.780000000000000000e+02,2.010635085987366732e+00
1.785000000000000000e+02,2.011754582289035476e+00
1.790000000000000000e+02,2.012874718799769980e+00
1.795000000000000000e+02,2.013995462100791389e+00
1.800000000000000000e+02,2.015116846324002342e+00
1.805000000000000000e+02,2.016238838013401313e+00
1.810000000000000000e+02,2.017361471338907641e+00
1.815000000000000000e+02,2.018484712807254500e+00
1.820000000000000000e+02,2.019608596626423225e+00
1.825000000000000000e+02,2.020733089265838167e+00
1.830000000000000000e+02,2.021858224971585738e+00
1.835000000000000000e+02,2.022983970175740609e+00
1.840000000000000000e+02,2.024110359162534678e+00
1.845000000000000000e+02,2.025237358326651638e+00
1.850000000000000000e+02,2.026365001990514170e+00
1.855000000000000000e+02,2.027493256511371911e+00
1.860000000000000000e+02,2.028622156249878294e+00
1.865000000000000000e+02,2.029751667525808934e+00
1.870000000000000000e+02,2.030881824738092867e+00
1.875000000000000000e+02,2.032012594168989050e+00
1.880000000000000000e+02,2.033144010255741652e+00
1.885000000000000000e+02,2.034276039243052558e+00
1.890000000000000000e+02,2.035408715606525476e+00
1.895000000000000000e+02,2.036542005553262147e+00
1.900000000000000000e+02,2.037675943597269779e+00
1.905000000000000000e+02,2.038810495908007336e+00
1.910000000000000000e+02,2.039945697037926386e+00
1.915000000000000000e+02,2.041081513118803148e+00
1.920000000000000000e+02,2.042217978741576623e+00
1.925000000000000000e+02,2.043355060000297208e+00
1.930000000000000000e+02,2.044492791524435749e+00
1.935000000000000000e+02,2.045631139370271523e+00
1.940000000000000000e+02,2.046770138205854295e+00
1.945000000000000000e+02,2.047909754049651809e+00
1.950000000000000000e+02,2.049050021608327388e+00
1.955000000000000000e+02,2.050190906862499052e+00
1.960000000000000000e+02,2.051332444557489865e+00
1.965000000000000000e+02,2.052474600636024160e+00
1.970000000000000000e+02,2.053617409882125600e+00
1.975000000000000000e+02,2.054760838200584860e+00
1.980000000000000000e+02,2.055904920414169723e+00
1.985000000000000000e+02,2.057049622389693688e+00
1.990000000000000000e+02,2.058194978988712176e+00
1.995000000000000000e+02,2.059340956040017545e+00
2.000000000000000000e+02,2.060487588443999041e+00
2.005000000000000000e+02,2.061634841991385247e+00
2.010000000000000000e+02,2.062782751621439203e+00
2.015000000000000000e+02,2.063931283086785751e+00
2.020000000000000000e+02,2.065080471365607462e+00
2.025000000000000000e+02,2.066230282172379695e+00
2.030000000000000000e+02,2.067380750524245414e+00
2.035000000000000000e+02,2.068531842097491413e+00
2.040000000000000000e+02,2.069683591948268120e+00
2.045000000000000000e+02,2.070835965714625804e+00
2.050000000000000000e+02,2.071988998491764988e+00
2.055000000000000000e+02,2.073142655879461227e+00
2.060000000000000000e+02,2.074296973012005108e+00
2.065000000000000000e+02,2.075451915450857054e+00
2.070000000000000000e+02,2.076607518369440797e+00
2.075000000000000000e+02,2.077763747290857221e+00
2.080000000000000000e+02,2.078920637427710272e+00
2.085000000000000000e+02,2.080078154264695112e+00
2.090000000000000000e+02,2.081236333053641641e+00
2.095000000000000000e+02,2.082395139240796667e+00
2.100000000000000000e+02,2.083554608117256457e+00
2.105000000000000000e+02,2.084714705090778608e+00
2.110000000000000000e+02,2.085875465491771052e+00
2.115000000000000000e+02,2.087036854689459986e+00
2.120000000000000000e+02,2.088198908053605862e+00
2.125000000000000000e+02,2.089361590914861733e+00
2.130000000000000000e+02,2.090524938682384093e+00
2.135000000000000000e+02,2.091688916648207552e+00
2.140000000000000000e+02,2.092853560260933499e+00
2.145000000000000000e+02,2.094018834773934579e+00
2.150000000000000000e+02,2.095184775675297484e+00
2.155000000000000000e+02,2.096351348179691154e+00
2.160000000000000000e+02,2.097518587814731994e+00
2.165000000000000000e+02,2.098686459756341272e+00
2.170000000000000000e+02,2.099854999571710845e+00
2.175000000000000000e+02,2.101024172397970791e+00
2.180000000000000000e+02,2.102194013841930609e+00
2.185000000000000000e+02,2.103364489001886106e+00
2.190000000000000000e+02,2.104535633524313720e+00
2.195000000000000000e+02,2.105707412468626138e+00
2.200000000000000000e+02,2.106879861521010255e+00
2.205000000000000000e+02,2.108052945701957448e+00
2.210000000000000000e+02,2.109226700737405036e+00
2.215000000000000000e+02,2.110401091608880453e+00
2.220000000000000000e+02,2.111576154082116297e+00
2.225000000000000000e+02,2.112751853099634314e+00
2.230000000000000000e+02,2.113928224467005457e+00
2.235000000000000000e+02,2.115105233087701375e+00
2.240000000000000000e+02,2.116282914807175786e+00
2.245000000000000000e+02,2.117461234489807165e+00
2.250000000000000000e+02,2.118640228020976846e+00
2.255000000000000000e+02,2.119819860225926611e+00
2.260000000000000000e+02,2.121000167030009820e+00
2.265000000000000000e+02,2.122181113219287596e+00
2.270000000000000000e+02,2.123362734759131065e+00
2.275000000000000000e+02,2.124544996396375840e+00
2.280000000000000000e+02,2.125727934136453445e+00
2.285000000000000000e+02,2.126911512686933570e+00
2.290000000000000000e+02,2.128095768093352547e+00
2.295000000000000000e+02,2.129280665023968400e+00
2.300000000000000000e+02,2.130466239564468900e+00
2.305000000000000000e+02,2.131652456343755109e+00
2.310000000000000000e+02,2.132839351487711088e+00
2.315000000000000000e+02,2.134026889585837861e+00
2.320000000000000000e+02,2.135215106804261076e+00
2.325000000000000000e+02,2.136403967693036865e+00
2.330000000000000000e+02,2.137593508458577318e+00
2.335000000000000000e+02,2.138783693611449266e+00
2.340000000000000000e+02,2.139974559398396092e+00
2.345000000000000000e+02,2.141166070290453582e+00
2.350000000000000000e+02,2.142358262574739491e+00
2.355000000000000000e+02,2.143551100682715482e+00
2.360000000000000000e+02,2.144744620941916313e+00
2.365000000000000000e+02,2.145938787744186005e+00
2.370000000000000000e+02,2.147133637457525168e+00
2.375000000000000000e+02,2.148329134434112220e+00
2.380000000000000000e+02,2.149525315082459365e+00
2.385000000000000000e+02,2.150722143715037227e+00
2.390000000000000000e+02,2.151919656780911350e+00
2.395000000000000000e+02,2.153117818552801488e+00
2.400000000000000000e+02,2.154316665520373597e+00
2.405000000000000000e+02,2.155516161916551265e+00
2.410000000000000000e+02,2.156716344271645269e+00
2.415000000000000000e+02,2.157917176778739510e+00
2.420000000000000000e+02,2.159118696008836213e+00
2.425000000000000000e+02,2.160320866115131189e+00
2.430000000000000000e+02,2.161523723709363853e+00
2.435000000000000000e+02,2.162727232904803287e+00
2.440000000000000000e+02,2.163931430353968732e+00
2.445000000000000000e+02,2.165136280130154578e+00
2.450000000000000000e+02,2.166341818926706075e+00
2.455000000000000000e+02,2.167548010776902512e+00
2.460000000000000000e+02,2.168754892414956892e+00
2.465000000000000000e+02,2.169962427834093877e+00
2.470000000000000000e+02,2.171170653809435525e+00
2.475000000000000000e+02,2.172379534294102577e+00
2.480000000000000000e+02,2.173589106104179436e+00
2.485000000000000000e+02,2.174799333152634517e+00
2.490000000000000000e+02,2.176010252296563419e+00
2.495000000000000000e+02,2.177221827408736488e+00
2.500000000000000000e+02,2.178434095387303149e+00
2.505000000000000000e+02,2.179647020064792162e+00
2.510000000000000000e+02,2.180860638380454741e+00
2.515000000000000000e+02,2.182074914126531429e+00
2.520000000000000000e+02,2.183289884283420523e+00
2.525000000000000000e+02,2.184505512603031718e+00
2.530000000000000000e+02,2.185721836106954807e+00
2.535000000000000000e+02,2.186938818506722448e+00
2.540000000000000000e+02,2.188156496865163447e+00
2.545000000000000000e+02,2.189374834853389462e+00
2.550000000000000000e+02,2.190593869575510499e+00
2.555000000000000000e+02,2.191813564662174141e+00
2.560000000000000000e+02,2.193033957258820887e+00
2.565000000000000000e+02,2.194255010955585838e+00
2.570000000000000000e+02,2.195476762939285731e+00
2.575000000000000000e+02,2.196699176759497885e+00
2.580000000000000000e+02,2.197922289644462346e+00
2.585000000000000000e+02,2.199146065103154246e+00
2.590000000000000000e+02,2.200370540405281794e+00
2.595000000000000000e+02,2.201595679019173968e+00
2.600000000000000000e+02,2.202821518256051991e+00
2.605000000000000000e+02,2.204048021543552949e+00
2.610000000000000000e+02,2.205275226234460373e+00
2.615000000000000000e+02,2.206503095715671936e+00
2.620000000000000000e+02,2.207731667381576113e+00
2.625000000000000000e+02,2.208960904578290751e+00
2.630000000000000000e+02,2.210190844741858118e+00
2.635000000000000000e+02,2.211421451177565167e+00
2.640000000000000000e+02,2.212652761363155918e+00
2.645000000000000000e+02,2.213884738563042021e+00
2.650000000000000000e+02,2.215117420296713657e+00
2.655000000000000000e+02,2.216350769787664099e+00
2.660000000000000000e+02,2.217584824597173654e+00
2.665000000000000000e+02,2.218819547907773693e+00
2.670000000000000000e+02,2.220054977322583056e+00
2.675000000000000000e+02,2.221291075983120145e+00
2.680000000000000000e+02,2.222527881534392957e+00
2.685000000000000000e+02,2.223765357076861182e+00
2.690000000000000000e+02,2.225003540297464610e+00
2.695000000000000000e+02,2.226242394255562917e+00
2.700000000000000000e+02,2.227481956680075204e+00
2.705000000000000000e+02,2.228722190589212282e+00
2.710000000000000000e+02,2.229963133753918747e+00
2.715000000000000000e+02,2.231204749151212141e+00
2.720000000000000000e+02,2.232447074594109626e+00
2.725000000000000000e+02,2.233690073018388844e+00
2.730000000000000000e+02,2.234933782279187930e+00
2.735000000000000000e+02,2.236178165270998885e+00
2.740000000000000000e+02,2.237423259891124783e+00
2.745000000000000000e+02,2.238669028992727128e+00
2.750000000000000000e+02,2.239915510515322783e+00
2.755000000000000000e+02,2.241162667270694353e+00
2.760000000000000000e+02,2.242410537240620449e+00
2.765000000000000000e+02,2.243659083195460369e+00
2.770000000000000000e+02,2.244908343159299324e+00
2.775000000000000000e+02,2.246158279861027118e+00
2.780000000000000000e+02,2.247408931367083529e+00
2.785000000000000000e+02,2.248660260364842678e+00
2.790000000000000000e+02,2.249912304963145981e+00
2.795000000000000000e+02,2.251165027807804364e+00
2.800000000000000000e+02,2.252418467050111506e+00
2.805000000000000000e+02,2.253672585294268060e+00
2.810000000000000000e+02,2.254927420734062160e+00
2.815000000000000000e+02,2.256182935932037559e+00
2.820000000000000000e+02,2.257439169124537681e+00
2.825000000000000000e+02,2.258696082832393426e+00
2.830000000000000000e+02,2.259953715334544366e+00
2.835000000000000000e+02,2.261212029110071242e+00
2.840000000000000000e+02,2.262471062480552852e+00
2.845000000000000000e+02,2.263730777883277145e+00
2.850000000000000000e+02,2.264991213682507887e+00
2.855000000000000000e+02,2.266252332273692272e+00
2.860000000000000000e+02,2.267514172063827882e+00
2.865000000000000000e+02,2.268776695406474531e+00
2.870000000000000000e+02,2.270039940751411134e+00
2.875000000000000000e+02,2.271303870410262604e+00
2.880000000000000000e+02,2.272568522875638930e+00
2.885000000000000000e+02,2.273833860417182606e+00
2.890000000000000000e+02,2.275099921570378214e+00
2.895000000000000000e+02,2.276366668562844531e+00
2.900000000000000000e+02,2.277634139972989580e+00
