x,suppression_factor
2.410000000000000000e+02,3.122524813997100409e+03
2.415000000000000000e+02,3.178642712465619752e+03
2.420000000000000000e+02,3.235769132546452965e+03
2.425000000000000000e+02,3.293922253646992885e+03
2.430000000000000000e+02,3.353120472319857072e+03
2.435000000000000000e+02,3.413382627283322563e+03
2.440000000000000000e+02,3.474727782276081143e+03
2.445000000000000000e+02,3.537175459238462736e+03
2.450000000000000000e+02,3.600745413292007925e+03
2.455000000000000000e+02,3.665457874377447297e+03
2.460000000000000000e+02,3.731333314073488054e+03
2.465000000000000000e+02,3.798392695998250929e+03
2.470000000000000000e+02,3.866657234171291293e+03
2.475000000000000000e+02,3.936148652496330214e+03
2.480000000000000000e+02,4.006888934359810264e+03
2.485000000000000000e+02,4.078900591524258743e+03
2.490000000000000000e+02,4.152206404645555267e+03
2.495000000000000000e+02,4.226829701918238243e+03
2.500000000000000000e+02,4.302794090182130276e+03
2.505000000000000000e+02,4.380123743673239005e+03
2.510000000000000000e+02,4.458843125378464720e+03
2.515000000000000000e+02,4.538977286258594177e+03
2.520000000000000000e+02,4.620551576497411588e+03
2.525000000000000000e+02,4.703591955576584951e+03
2.530000000000000000e+02,4.788124693052660405e+03
2.535000000000000000e+02,4.874176689877428544e+03
2.540000000000000000e+02,4.961775168323017169e+03
2.545000000000000000e+02,5.050948004955543183e+03
2.550000000000000000e+02,5.141723409314759010e+03
2.555000000000000000e+02,5.234130268963625895e+03
2.560000000000000000e+02,5.328197816514665647e+03
2.565000000000000000e+02,5.423955987193413421e+03
2.570000000000000000e+02,5.521435073788842601e+03
2.575000000000000000e+02,5.620666097184543105e+03
2.580000000000000000e+02,5.721680448795265875e+03
2.585000000000000000e+02,5.824510274536117322e+03
2.590000000000000000e+02,5.929188104291381023e+03
2.595000000000000000e+02,6.035747249809091045e+03
2.600000000000000000e+02,6.144221420731834769e+03
2.605000000000000000e+02,6.254645136921733865e+03
2.610000000000000000e+02,6.367053330565862780e+03
2.615000000000000000e+02,6.481481773454986978e+03
2.620000000000000000e+02,6.597966664658582886e+03
2.625000000000000000e+02,6.716545073299638716e+03
2.630000000000000000e+02,6.837254511275934419e+03
2.635000000000000000e+02,6.960133392092914619e+03
2.640000000000000000e+02,7.085220588088881414e+03
2.645000000000000000e+02,7.212555905908329805e+03
2.650000000000000000e+02,7.342179627669061119e+03
2.655000000000000000e+02,7.474133003679459762e+03
2.660000000000000000e+02,7.608457776965169614e+03
2.665000000000000000e+02,7.745196693855693411e+03
2.670000000000000000e+02,7.884393011267122347e+03
2.675000000000000000e+02,8.026091025806136713e+03
2.680000000000000000e+02,8.170335563183397426e+03
2.685000000000000000e+02,8.317172526506528811e+03
2.690000000000000000e+02,8.466648367176094325e+03
2.695000000000000000e+02,8.618810653063468635e+03
2.700000000000000000e+02,8.773707520217862111e+03
2.705000000000000000e+02,8.931388261650243294e+03
2.710000000000000000e+02,9.091902759155465901e+03
2.715000000000000000e+02,9.255302093449567110e+03
2.720000000000000000e+02,9.421637955385840542e+03
2.725000000000000000e+02,9.590963278219924177e+03
2.730000000000000000e+02,9.763331627472505716e+03
2.735000000000000000e+02,9.938797856124703685e+03
2.740000000000000000e+02,1.011741747235300136e+04
2.745000000000000000e+02,1.029924731848650117e+04
2.750000000000000000e+02,1.048434491581157999e+04
2.755000000000000000e+02,1.067276916815284858e+04
2.760000000000000000e+02,1.086457968291584075e+04
