x,current_density_clean
2.910000000000000000e+02,1.149027734360019863e+07
2.915000000000000000e+02,1.128113900234930962e+07
2.920000000000000000e+02,1.107580736236893386e+07
2.925000000000000000e+02,1.087421292643737793e+07
2.930000000000000000e+02,1.067628787886760756e+07
2.935000000000000000e+02,1.048196522929753922e+07
2.940000000000000000e+02,1.029117960824449360e+07
2.945000000000000000e+02,1.010386644178015552e+07
2.950000000000000000e+02,9.919962718388274312e+06
2.955000000000000000e+02,9.739406193410236388e+06
2.960000000000000000e+02,9.562136128241149709e+06
2.965000000000000000e+02,9.388092523472169414e+06
2.970000000000000000e+02,9.217216831422759220e+06
2.975000000000000000e+02,9.049451216944603249e+06
2.980000000000000000e+02,8.884739244251891971e+06
2.985000000000000000e+02,8.723025164389021695e+06
2.990000000000000000e+02,8.564254577285973355e+06
2.995000000000000000e+02,8.408373744928041473e+06
3.000000000000000000e+02,8.255330229529951699e+06
3.005000000000000000e+02,8.105072231480512768e+06
3.010000000000000000e+02,7.957549204496914521e+06
3.015000000000000000e+02,7.812711217450612225e+06
3.020000000000000000e+02,7.670509547332182527e+06
3.025000000000000000e+02,7.530896064097017050e+06
3.030000000000000000e+02,7.393823802241118625e+06
3.035000000000000000e+02,7.259246367836256512e+06
3.040000000000000000e+02,7.127118489488245919e+06
3.045000000000000000e+02,6.997395446761144325e+06
3.050000000000000000e+02,6.870033601261724718e+06
3.055000000000000000e+02,6.744989845681188628e+06
3.060000000000000000e+02,6.622222115722689778e+06
3.065000000000000000e+02,6.501688859016873874e+06
3.070000000000000000e+02,6.383349528583478183e+06
3.075000000000000000e+02,6.267164070903804153e+06
3.080000000000000000e+02,6.153093401582490653e+06
3.085000000000000000e+02,6.041098911885906011e+06
3.090000000000000000e+02,5.931142927246156149e+06
3.095000000000000000e+02,5.823188231599313207e+06
3.100000000000000000e+02,5.717198509350547567e+06
3.105000000000000000e+02,5.613137886870134622e+06
3.110000000000000000e+02,5.510971358516302891e+06
3.115000000000000000e+02,5.410664344670098275e+06
3.120000000000000000e+02,5.312183102391007356e+06
3.125000000000000000e+02,5.215494299394113943e+06
3.130000000000000000e+02,5.120565409892806783e+06
3.135000000000000000e+02,5.027364303943163715e+06
3.140000000000000000e+02,4.935859629008082673e+06
3.145000000000000000e+02,4.846020414114551619e+06
3.150000000000000000e+02,4.757816437654257752e+06
3.155000000000000000e+02,4.671217845819446258e+06
3.160000000000000000e+02,4.586195507136450149e+06
3.165000000000000000e+02,4.502720644665093161e+06
3.170000000000000000e+02,4.420765177743707784e+06
3.175000000000000000e+02,4.340301367455616593e+06
3.180000000000000000e+02,4.261302146046931855e+06
3.185000000000000000e+02,4.183740775181547273e+06
3.190000000000000000e+02,4.107591163476390764e+06
3.195000000000000000e+02,4.032827537083619740e+06
3.200000000000000000e+02,3.959424745771947782e+06
3.205000000000000000e+02,3.887357945391392335e+06
3.210000000000000000e+02,3.816602892913825344e+06
3.215000000000000000e+02,3.747135640351648442e+06
3.220000000000000000e+02,3.678932819155837409e+06
3.225000000000000000e+02,3.611971345175381750e+06
3.230000000000000000e+02,3.546228692796704359e+06
3.235000000000000000e+02,3.481682610545619391e+06
3.240000000000000000e+02,3.418311385338163469e+06
3.245000000000000000e+02,3.356093568341184873e+06
3.250000000000000000e+02,3.295008229691286571e+06
3.255000000000000000e+02,3.235034694243991747e+06
3.260000000000000000e+02,3.176152787104632705e+06
3.265000000000000000e+02,3.118342578909404576e+06
3.270000000000000000e+02,3.061584622499615885e+06
3.275000000000000000e+02,3.005859707390806638e+06
3.280000000000000000e+02,2.951149087909834925e+06
3.285000000000000000e+02,2.897434246520623565e+06
3.290000000000000000e+02,2.844697113732038066e+06
3.295000000000000000e+02,2.792919839960794896e+06
3.300000000000000000e+02,2.742085007506957743e+06
3.305000000000000000e+02,2.692175410646065604e+06
3.310000000000000000e+02,2.643174259958383627e+06
3.315000000000000000e+02,2.595064970353409182e+06
3.320000000000000000e+02,2.547831358028685208e+06
3.325000000000000000e+02,2.501457436140551232e+06
3.330000000000000000e+02,2.455927604658385739e+06
3.335000000000000000e+02,2.411226453405792825e+06
3.340000000000000000e+02,2.367338945066539105e+06
3.345000000000000000e+02,2.324250225330318790e+06
3.350000000000000000e+02,2.281945799297410995e+06
3.355000000000000000e+02,2.240411348472749349e+06
3.360000000000000000e+02,2.199632900807423983e+06
3.365000000000000000e+02,2.159596654294021428e+06
3.370000000000000000e+02,2.120289140874500852e+06
3.375000000000000000e+02,2.081697056398686254e+06
3.380000000000000000e+02,2.043807418619765900e+06
3.385000000000000000e+02,2.006607403286413755e+06
3.390000000000000000e+02,1.970084496439174283e+06
3.395000000000000000e+02,1.934226336414963938e+06
3.400000000000000000e+02,1.899020860649918439e+06
3.405000000000000000e+02,1.864456153383007972e+06
3.410000000000000000e+02,1.830520587163505377e+06
3.415000000000000000e+02,1.797202676048139576e+06
3.420000000000000000e+02,1.764491212004195200e+06
3.425000000000000000e+02,1.732375123402046738e+06
3.430000000000000000e+02,1.700843606498011388e+06
3.435000000000000000e+02,1.669885989031250356e+06
3.440000000000000000e+02,1.639491856963855680e+06
3.445000000000000000e+02,1.609650922997998539e+06
3.450000000000000000e+02,1.580353148744328413e+06
3.455000000000000000e+02,1.551588617981884163e+06
3.460000000000000000e+02,1.523347654419715516e+06
3.465000000000000000e+02,1.495620699528482044e+06
3.470000000000000000e+02,1.468398426054249285e+06
3.475000000000000000e+02,1.441671620256872848e+06
3.480000000000000000e+02,1.415431291329194326e+06
3.485000000000000000e+02,1.389668557883246103e+06
3.490000000000000000e+02,1.364374753422552254e+06
3.495000000000000000e+02,1.339541316922927042e+06
3.500000000000000000e+02,1.315159894500246039e+06
3.505000000000000000e+02,1.291222233938148012e+06
3.510000000000000000e+02,1.267720282688505948e+06
3.515000000000000000e+02,1.244646086203662213e+06
3.520000000000000000e+02,1.221991882401888957e+06
3.525000000000000000e+02,1.199750003666914534e+06
3.530000000000000000e+02,1.177912967905889964e+06
3.535000000000000000e+02,1.156473384083924815e+06
3.540000000000000000e+02,1.135424039997467073e+06
3.545000000000000000e+02,1.114757811216339469e+06
3.550000000000000000e+02,1.094467745691012591e+06
3.555000000000000000e+02,1.074546975979226409e+06
3.560000000000000000e+02,1.054988800801363541e+06
3.565000000000000000e+02,1.035786600433175685e+06
3.570000000000000000e+02,1.016933915319345193e+06
3.575000000000000000e+02,9.984243645181093598e+05
3.580000000000000000e+02,9.802517214791243896e+05
3.585000000000000000e+02,9.624098354299026541e+05
3.590000000000000000e+02,9.448927044202664401e+05
3.595000000000000000e+02,9.276943995444852626e+05
3.600000000000000000e+02,9.108091353509129258e+05
3.605000000000000000e+02,8.942311967975377338e+05
3.610000000000000000e+02,8.779550071218484081e+05
3.615000000000000000e+02,8.619750574311960954e+05
3.620000000000000000e+02,8.462859721245025285e+05
3.625000000000000000e+02,8.308824410223928280e+05
3.630000000000000000e+02,8.157592824290541466e+05
3.635000000000000000e+02,8.009113777105272748e+05
3.640000000000000000e+02,7.863337320818369044e+05
3.645000000000000000e+02,7.720214115451344987e+05
3.650000000000000000e+02,7.579696014841543511e+05
3.655000000000000000e+02,7.441735458770819241e+05
3.660000000000000000e+02,7.306286037774294382e+05
3.665000000000000000e+02,7.173301907195785316e+05
3.670000000000000000e+02,7.042738331623128615e+05
3.675000000000000000e+02,6.914551120079443790e+05
3.680000000000000000e+02,6.788697150819922099e+05
3.685000000000000000e+02,6.665133826896511018e+05
3.690000000000000000e+02,6.543819582024575211e+05
3.695000000000000000e+02,6.424713355786099564e+05
3.700000000000000000e+02,6.307775081249045907e+05
3.705000000000000000e+02,6.192965179100697860e+05
3.710000000000000000e+02,6.080245027677930193e+05
3.715000000000000000e+02,5.969576475347835803e+05
3.720000000000000000e+02,5.860922293583372375e+05
3.725000000000000000e+02,5.754245706933087204e+05
3.730000000000000000e+02,5.649510829753704602e+05
3.735000000000000000e+02,5.546682213134482736e+05
3.740000000000000000e+02,5.445725265876257326e+05
3.745000000000000000e+02,5.346605817758865887e+05
3.750000000000000000e+02,5.249290525334898848e+05
3.755000000000000000e+02,5.153746450950655271e+05
3.760000000000000000e+02,5.059941453902363428e+05
3.765000000000000000e+02,4.967843784642435494e+05
3.770000000000000000e+02,4.877422461826137733e+05
3.775000000000000000e+02,4.788646881155380979e+05
3.780000000000000000e+02,4.701487178824811126e+05
3.785000000000000000e+02,4.615913854475127300e+05
3.790000000000000000e+02,4.531898121529176715e+05
3.795000000000000000e+02,4.449411543745872914e+05
3.800000000000000000e+02,4.368426372919176938e+05
3.805000000000000000e+02,4.288915198542015860e+05
3.810000000000000000e+02,4.210851273324003560e+05
3.815000000000000000e+02,4.134208175492455484e+05
3.820000000000000000e+02,4.058960122568246443e+05
3.825000000000000000e+02,3.985081645848080516e+05
3.830000000000000000e+02,3.912547892862032168e+05
3.835000000000000000e+02,3.841334313597683795e+05
3.840000000000000000e+02,3.771416952047608793e+05
3.845000000000000000e+02,3.702772143751835101e+05
3.850000000000000000e+02,3.635376796828808729e+05
3.855000000000000000e+02,3.569208100427915342e+05
3.860000000000000000e+02,3.504243795623278129e+05
3.865000000000000000e+02,3.440461894382786704e+05
3.870000000000000000e+02,3.377840940690389252e+05
3.875000000000000000e+02,3.316359739652297576e+05
3.880000000000000000e+02,3.255997609200230800e+05
3.885000000000000000e+02,3.196734118969138945e+05
3.890000000000000000e+02,3.138549332921164460e+05
3.895000000000000000e+02,3.081423557642397354e+05
3.900000000000000000e+02,3.025337576215068693e+05
3.905000000000000000e+02,2.970272405593578587e+05
3.910000000000000000e+02,2.916209522040598094e+05
3.915000000000000000e+02,2.863130627254885621e+05
3.920000000000000000e+02,2.811017865675592911e+05
3.925000000000000000e+02,2.759853599046168383e+05
3.930000000000000000e+02,2.709620615880205878e+05
3.935000000000000000e+02,2.660301914157134015e+05
3.940000000000000000e+02,2.611880903232344717e+05
3.945000000000000000e+02,2.564341194371345919e+05
3.950000000000000000e+02,2.517666795376718801e+05
3.955000000000000000e+02,2.471841908677983447e+05
3.960000000000000000e+02,2.426851118938102154e+05
3.965000000000000000e+02,2.382679198426517833e+05
3.970000000000000000e+02,2.339311287858430296e+05
3.975000000000000000e+02,2.296732708788301679e+05
3.980000000000000000e+02,2.254929137926009716e+05
3.985000000000000000e+02,2.213886426297573780e+05
3.990000000000000000e+02,2.173590767273488455e+05
3.995000000000000000e+02,2.134028522252570256e+05
4.000000000000000000e+02,2.095186382629277941e+05
4.005000000000000000e+02,2.057051201765380974e+05
4.010000000000000000e+02,2.019610151114898908e+05
4.015000000000000000e+02,1.982850558256779332e+05
4.020000000000000000e+02,1.946760057388198038e+05
4.025000000000000000e+02,1.911326433199621097e+05
4.030000000000000000e+02,1.876537765939605015e+05
4.035000000000000000e+02,1.842382280921495985e+05
4.040000000000000000e+02,1.808848488355548761e+05
4.045000000000000000e+02,1.775925038284123584e+05
4.050000000000000000e+02,1.743600855369867058e+05
4.055000000000000000e+02,1.711864999063597061e+05
4.060000000000000000e+02,1.680706793530491705e+05
4.065000000000000000e+02,1.650115692861904390e+05
4.070000000000000000e+02,1.620081406314940541e+05
4.075000000000000000e+02,1.590593768386268057e+05
4.080000000000000000e+02,1.561642859534129384e+05
4.085000000000000000e+02,1.533218880938768270e+05
4.090000000000000000e+02,1.505312270869831555e+05
4.095000000000000000e+02,1.477913583964361460e+05
4.100000000000000000e+02,1.451013603396664548e+05
4.105000000000000000e+02,1.424603224510912842e+05
4.110000000000000000e+02,1.398673562944892037e+05
4.115000000000000000e+02,1.373215842460130225e+05
4.120000000000000000e+02,1.348221499165481655e+05
4.125000000000000000e+02,1.323682073393369792e+05
4.130000000000000000e+02,1.299589310163887130e+05
4.135000000000000000e+02,1.275935054961209826e+05
4.140000000000000000e+02,1.252711350573818199e+05
4.145000000000000000e+02,1.229910336630400125e+05
4.150000000000000000e+02,1.207524342946912511e+05
4.155000000000000000e+02,1.185545792686361820e+05
4.160000000000000000e+02,1.163967292338708066e+05
4.165000000000000000e+02,1.142781538373805961e+05
4.170000000000000000e+02,1.121981403975610447e+05
4.175000000000000000e+02,1.101559849062273715e+05
4.180000000000000000e+02,1.081510003891729430e+05
4.185000000000000000e+02,1.061825082327487471e+05
4.190000000000000000e+02,1.042498462428451021e+05
4.195000000000000000e+02,1.023523602843332046e+05
4.200000000000000000e+02,1.004894120493484515e+05
4.205000000000000000e+02,9.866037099830863008e+04
4.210000000000000000e+02,9.686462184798467206e+04
4.215000000000000000e+02,9.510155680321749242e+04
4.220000000000000000e+02,9.337058277488357271e+04
4.225000000000000000e+02,9.167111389182445419e+04
4.230000000000000000e+02,9.000257845845053089e+04
4.235000000000000000e+02,8.836441173677546612e+04
4.240000000000000000e+02,8.675606265304952103e+04
4.245000000000000000e+02,8.517698684015608160e+04
4.250000000000000000e+02,8.362665310232747288e+04
4.255000000000000000e+02,8.210453670851167408e+04
4.260000000000000000e+02,8.061012562389718369e+04
4.265000000000000000e+02,7.914291404519692878e+04
4.270000000000000000e+02,7.770240840739366831e+04
4.275000000000000000e+02,7.628812115221506974e+04
4.280000000000000000e+02,7.489957651820746833e+04
4.285000000000000000e+02,7.353630453399060934e+04
4.290000000000000000e+02,7.219784659947565524e+04
4.295000000000000000e+02,7.088374969579125172e+04
4.300000000000000000e+02,6.959357176517942571e+04
4.305000000000000000e+02,6.832687612977766548e+04
4.310000000000000000e+02,6.708323667745447892e+04
4.315000000000000000e+02,6.586223248191365565e+04
4.320000000000000000e+02,6.466345280146971345e+04
4.325000000000000000e+02,6.348649189321220183e+04
4.330000000000000000e+02,6.233095383146865788e+04
4.335000000000000000e+02,6.119644750902905798e+04
4.340000000000000000e+02,6.008259128180013067e+04
4.345000000000000000e+02,5.898900815034252446e+04
4.350000000000000000e+02,5.791533023698614852e+04
4.355000000000000000e+02,5.686119414117582346e+04
4.360000000000000000e+02,5.582624525509093655e+04
4.365000000000000000e+02,5.481013328653015924e+04
4.370000000000000000e+02,5.381251641886080324e+04
4.375000000000000000e+02,5.283305699539920170e+04
4.380000000000000000e+02,5.187142552930496458e+04
4.385000000000000000e+02,5.092729654363170266e+04
4.390000000000000000e+02,5.000035243657892715e+04
4.395000000000000000e+02,4.909027947159779433e+04
4.400000000000000000e+02,4.819677150321809313e+04
4.405000000000000000e+02,4.731952611179634550e+04
4.410000000000000000e+02,4.645824819494716212e+04
4.415000000000000000e+02,4.561264624171625474e+04
4.420000000000000000e+02,4.478243579446389776e+04
4.425000000000000000e+02,4.396733585743366712e+04
4.430000000000000000e+02,4.316707223376102047e+04
4.435000000000000000e+02,4.238137406358985027e+04
4.440000000000000000e+02,4.160997704071064072e+04
4.445000000000000000e+02,4.085262007555186574e+04
4.450000000000000000e+02,4.010904839578961401e+04
4.455000000000000000e+02,3.937901032970942470e+04
4.460000000000000000e+02,3.866226029497272248e+04
4.465000000000000000e+02,3.795855569800717058e+04
4.470000000000000000e+02,3.726765981496423046e+04
4.475000000000000000e+02,3.658933880295271229e+04
4.480000000000000000e+02,3.592336447707626940e+04
4.485000000000000000e+02,3.526951142947587505e+04
4.490000000000000000e+02,3.462755970619574509e+04
4.495000000000000000e+02,3.399729203014582890e+04
4.500000000000000000e+02,3.337849638140966999e+04
4.505000000000000000e+02,3.277096332037830143e+04
4.510000000000000000e+02,3.217448847498293253e+04
4.515000000000000000e+02,3.158886996038707730e+04
4.520000000000000000e+02,3.101391077650125590e+04
4.525000000000000000e+02,3.044941632075053349e+04
4.530000000000000000e+02,2.989519669910746234e+04
4.535000000000000000e+02,2.935106432857746404e+04
4.540000000000000000e+02,2.881683616486976825e+04
4.545000000000000000e+02,2.829233139136435057e+04
4.550000000000000000e+02,2.777737356642776285e+04
4.555000000000000000e+02,2.727178839574216545e+04
4.560000000000000000e+02,2.677540580216456874e+04
4.565000000000000000e+02,2.628805777841099552e+04
4.570000000000000000e+02,2.580958038225303972e+04
4.575000000000000000e+02,2.533981166665869750e+04
4.580000000000000000e+02,2.487859360301943525e+04
4.585000000000000000e+02,2.442577008595364532e+04
4.590000000000000000e+02,2.398118878716032486e+04
4.595000000000000000e+02,2.354469923219196426e+04
4.600000000000000000e+02,2.311615458743722047e+04
4.605000000000000000e+02,2.269540980626721648e+04
4.610000000000000000e+02,2.228232335155930923e+04
4.615000000000000000e+02,2.187675540871443809e+04
4.620000000000000000e+02,2.147856954604707425e+04
4.625000000000000000e+02,2.108763099226150734e+04
4.630000000000000000e+02,2.070380823694927312e+04
4.635000000000000000e+02,2.032697137019916772e+04
4.640000000000000000e+02,1.995699362536258923e+04
4.645000000000000000e+02,1.959374977855609905e+04
4.650000000000000000e+02,1.923711763577705278e+04
4.655000000000000000e+02,1.888697649013835689e+04
4.660000000000000000e+02,1.854320855534176007e+04
4.665000000000000000e+02,1.820569747856227332e+04
4.670000000000000000e+02,1.787432972221415184e+04
4.675000000000000000e+02,1.754899313047753822e+04
4.680000000000000000e+02,1.722957826122232655e+04
4.685000000000000000e+02,1.691597700424210416e+04
4.690000000000000000e+02,1.660808386513371806e+04
4.695000000000000000e+02,1.630579463337342168e+04
4.700000000000000000e+02,1.600900761988510385e+04
4.705000000000000000e+02,1.571762237316080791e+04
4.710000000000000000e+02,1.543154087218814311e+04
4.715000000000000000e+02,1.515066628888209016e+04
4.720000000000000000e+02,1.487490413798192640e+04
4.725000000000000000e+02,1.460416108412377071e+04
4.730000000000000000e+02,1.433834605025917335e+04
4.735000000000000000e+02,1.407736906775817079e+04
4.740000000000000000e+02,1.382114234484572080e+04
4.745000000000000000e+02,1.356957915818309630e+04
4.750000000000000000e+02,1.332259488276436059e+04
4.755000000000000000e+02,1.308010592347994680e+04
4.760000000000000000e+02,1.284203070786334501e+04
4.765000000000000000e+02,1.260828865619464523e+04
4.770000000000000000e+02,1.237880113843750405e+04
4.775000000000000000e+02,1.215349048149245209e+04
4.780000000000000000e+02,1.193228089161584103e+04
4.785000000000000000e+02,1.171509749748287686e+04
4.790000000000000000e+02,1.150186723933365829e+04
4.795000000000000000e+02,1.129251794655423328e+04
4.800000000000000000e+02,1.108697919474992159e+04
4.805000000000000000e+02,1.088518141659928733e+04
4.810000000000000000e+02,1.068705672801165565e+04
4.815000000000000000e+02,1.049253807105379019e+04
4.820000000000000000e+02,1.030156001030679181e+04
4.825000000000000000e+02,1.011405790670856913e+04
4.830000000000000000e+02,9.929968685185061986e+03
4.835000000000000000e+02,9.749230038293348116e+03
4.840000000000000000e+02,9.571781166163338639e+03
4.845000000000000000e+02,9.397562008866596443e+03
4.850000000000000000e+02,9.226513959667308882e+03
4.855000000000000000e+02,9.058579125080594167e+03
4.860000000000000000e+02,8.893701012395566067e+03
4.865000000000000000e+02,8.731823816424337565e+03
4.870000000000000000e+02,8.572893082225180478e+03
4.875000000000000000e+02,8.416855017579475316e+03
4.880000000000000000e+02,8.263657131809541170e+03
4.885000000000000000e+02,8.113247573055480643e+03
4.890000000000000000e+02,7.965575744049971945e+03
4.895000000000000000e+02,7.820591663300451728e+03
4.900000000000000000e+02,7.678246558652070235e+03
4.905000000000000000e+02,7.538492251512894654e+03
4.910000000000000000e+02,7.401281729006244859e+03
4.915000000000000000e+02,7.266568550407730982e+03
4.920000000000000000e+02,7.134307398659284445e+03
4.925000000000000000e+02,7.004453508216807677e+03
4.930000000000000000e+02,6.876963196670346406e+03
4.935000000000000000e+02,6.751793313230056810e+03
4.940000000000000000e+02,6.628901751170113130e+03
4.945000000000000000e+02,6.508246916208537186e+03
4.950000000000000000e+02,6.389788220466552957e+03
4.955000000000000000e+02,6.273485570024688059e+03
4.960000000000000000e+02,6.159299841064327666e+03
4.965000000000000000e+02,6.047192385908382676e+03
4.970000000000000000e+02,5.937125491987756504e+03
4.975000000000000000e+02,5.829061905699802082e+03
4.980000000000000000e+02,5.722965274819247497e+03
4.985000000000000000e+02,5.618799689531721015e+03
4.990000000000000000e+02,5.516530108886316157e+03
4.995000000000000000e+02,5.416121918384660603e+03
5.000000000000000000e+02,5.317541341050759911e+03
5.005000000000000000e+02,5.220755010978424252e+03
5.010000000000000000e+02,5.125730369573268035e+03
5.015000000000000000e+02,5.032435254482863456e+03
5.020000000000000000e+02,4.940838281545748032e+03
5.025000000000000000e+02,4.850908448549428613e+03
5.030000000000000000e+02,4.762615503401966635e+03
5.035000000000000000e+02,4.675929562182975133e+03
5.040000000000000000e+02,4.590821464034746896e+03
5.045000000000000000e+02,4.507262402990675582e+03
5.050000000000000000e+02,4.425224270064981283e+03
5.055000000000000000e+02,4.344679298361575093e+03
5.060000000000000000e+02,4.265600392824148003e+03
5.065000000000000000e+02,4.187960788146438063e+03
5.070000000000000000e+02,4.111734366627782947e+03
5.075000000000000000e+02,4.036895328423038791e+03
5.080000000000000000e+02,3.963418497932641912e+03
5.085000000000000000e+02,3.891279005947064434e+03
5.090000000000000000e+02,3.820452584984967871e+03
5.095000000000000000e+02,3.750915262903143230e+03
5.100000000000000000e+02,3.682643647581416189e+03
5.105000000000000000e+02,3.615614631584490326e+03
5.110000000000000000e+02,3.549805666577881766e+03
5.115000000000000000e+02,3.485194478643014918e+03
5.120000000000000000e+02,3.421759332794595139e+03
5.125000000000000000e+02,3.359478758564680447e+03
5.130000000000000000e+02,3.298331804978551190e+03
5.135000000000000000e+02,3.238297776037338281e+03
5.140000000000000000e+02,3.179356476496566756e+03
5.145000000000000000e+02,3.121487956890283840e+03
5.150000000000000000e+02,3.064672750444037320e+03
5.155000000000000000e+02,3.008891627296331990e+03
5.160000000000000000e+02,2.954125822865828468e+03
5.165000000000000000e+02,2.900356800938374363e+03
5.170000000000000000e+02,2.847566473796683113e+03
5.175000000000000000e+02,2.795736973853135169e+03
5.180000000000000000e+02,2.744850865839087419e+03
5.185000000000000000e+02,2.694890926675183437e+03
5.190000000000000000e+02,2.645840350006708832e+03
5.195000000000000000e+02,2.597682534014280463e+03
5.200000000000000000e+02,2.550401278571328021e+03
5.205000000000000000e+02,2.503980580708745492e+03
5.210000000000000000e+02,2.458404824660630311e+03
5.215000000000000000e+02,2.413658584706808597e+03
5.220000000000000000e+02,2.369726808363359851e+03
5.225000000000000000e+02,2.326594626336882357e+03
5.230000000000000000e+02,2.284247529107090031e+03
5.235000000000000000e+02,2.242671183736282273e+03
5.240000000000000000e+02,2.201851604082366066e+03
5.245000000000000000e+02,2.161774974216257760e+03
5.250000000000000000e+02,2.122427812495094713e+03
5.255000000000000000e+02,2.083796801349205907e+03
5.260000000000000000e+02,2.045868945436980539e+03
5.265000000000000000e+02,2.008631407571656382e+03
5.270000000000000000e+02,1.972071661171324195e+03
5.275000000000000000e+02,1.936177332104065727e+03
5.280000000000000000e+02,1.900936345638872126e+03
5.285000000000000000e+02,1.866336773995645672e+03
5.290000000000000000e+02,1.832366977995400703e+03
5.295000000000000000e+02,1.799015460109342030e+03
5.300000000000000000e+02,1.766271000999550097e+03
5.305000000000000000e+02,1.734122517868781642e+03
5.310000000000000000e+02,1.702559196075942282e+03
5.315000000000000000e+02,1.671570352595407257e+03
5.320000000000000000e+02,1.641145562884943047e+03
5.325000000000000000e+02,1.611274529270234098e+03
5.330000000000000000e+02,1.581947203236509267e+03
5.335000000000000000e+02,1.553153658560615668e+03
5.340000000000000000e+02,1.524884209191419586e+03
5.345000000000000000e+02,1.497129286958181410e+03
5.350000000000000000e+02,1.469879555198847811e+03
5.355000000000000000e+02,1.443125790879651731e+03
5.360000000000000000e+02,1.416858994124679384e+03
5.365000000000000000e+02,1.391070274587576250e+03
5.370000000000000000e+02,1.365750957030232485e+03
5.375000000000000000e+02,1.340892471793215691e+03
5.380000000000000000e+02,1.316486456566091420e+03
5.385000000000000000e+02,1.292524650808735942e+03
5.390000000000000000e+02,1.268998993850661691e+03
5.395000000000000000e+02,1.245901523120697902e+03
5.400000000000000000e+02,1.223224468707739334e+03
5.405000000000000000e+02,1.200960155261421960e+03
5.410000000000000000e+02,1.179101093141935507e+03
5.415000000000000000e+02,1.157639883859275187e+03
5.420000000000000000e+02,1.136569307935158122e+03
5.425000000000000000e+02,1.115882233753208993e+03
5.430000000000000000e+02,1.095571702251576426e+03
5.435000000000000000e+02,1.075630839061017696e+03
5.440000000000000000e+02,1.056052936142538101e+03
5.445000000000000000e+02,1.036831367094773213e+03
5.450000000000000000e+02,1.017959665846846633e+03
5.455000000000000000e+02,9.994314450207328946e+02
5.460000000000000000e+02,9.812404717855541776e+02
5.465000000000000000e+02,9.633805891647253929e+02
5.470000000000000000e+02,9.458457891540828086e+02
5.475000000000000000e+02,9.286301368675868844e+02
5.480000000000000000e+02,9.117278410179819730e+02
5.485000000000000000e+02,8.951331807986657623e+02
5.490000000000000000e+02,8.788405738220150170e+02
5.495000000000000000e+02,8.628445056387273553e+02
5.500000000000000000e+02,8.471395952255179509e+02
5.505000000000000000e+02,8.317205270467944729e+02
5.510000000000000000e+02,8.165821141801238809e+02
5.515000000000000000e+02,8.017192328285354961e+02
5.520000000000000000e+02,7.871268831689654917e+02
5.525000000000000000e+02,7.728001262267905531e+02
5.530000000000000000e+02,7.587341425293868724e+02
5.535000000000000000e+02,7.449241712576845202e+02
5.540000000000000000e+02,7.313655667840127990e+02
5.545000000000000000e+02,7.180537400185417027e+02
5.550000000000000000e+02,7.049842129077287609e+02
5.555000000000000000e+02,6.921525618964758451e+02
5.560000000000000000e+02,6.795544704607415269e+02
5.565000000000000000e+02,6.671856746090954857e+02
5.570000000000000000e+02,6.550420135204080907e+02
5.575000000000000000e+02,6.431193770112378161e+02
5.580000000000000000e+02,6.314137543469503271e+02
5.585000000000000000e+02,6.199211836040283288e+02
5.590000000000000000e+02,6.086377987205086129e+02
5.595000000000000000e+02,5.975597806848606979e+02
5.600000000000000000e+02,5.866834028892510560e+02
5.605000000000000000e+02,5.760049840791058386e+02
5.610000000000000000e+02,5.655209320704205993e+02
5.615000000000000000e+02,5.552276983964972032e+02
5.620000000000000000e+02,5.451218204483093359e+02
5.625000000000000000e+02,5.351998777571935761e+02
5.630000000000000000e+02,5.254585326151562867e+02
5.635000000000000000e+02,5.158944879345054915e+02
5.640000000000000000e+02,5.065045264029287182e+02
5.645000000000000000e+02,4.972854698631857104e+02
5.650000000000000000e+02,4.882342170558089265e+02
5.655000000000000000e+02,4.793477044640261511e+02
5.660000000000000000e+02,4.706229426950299057e+02
5.665000000000000000e+02,4.620569787372780297e+02
5.670000000000000000e+02,4.536469310294403385e+02
5.675000000000000000e+02,4.453899530791301800e+02
5.680000000000000000e+02,4.372832672668661758e+02
5.685000000000000000e+02,4.293241297771257337e+02
5.690000000000000000e+02,4.215098631829520173e+02
5.695000000000000000e+02,4.138378226419921475e+02
5.700000000000000000e+02,4.063054273057325645e+02
5.705000000000000000e+02,3.989101277348927397e+02
5.710000000000000000e+02,3.916494361756865032e+02
5.715000000000000000e+02,3.845208951505864547e+02
5.720000000000000000e+02,3.775221066424798551e+02
5.725000000000000000e+02,3.706507018184067874e+02
5.730000000000000000e+02,3.639043691610035580e+02
5.735000000000000000e+02,3.572808252843472587e+02
5.740000000000000000e+02,3.507778420506592738e+02
5.745000000000000000e+02,3.443932184388623909e+02
5.750000000000000000e+02,3.381248066831478809e+02
5.755000000000000000e+02,3.319704851562718773e+02
5.760000000000000000e+02,3.259281835652688528e+02
5.765000000000000000e+02,3.199958568128841989e+02
5.770000000000000000e+02,3.141715092844443689e+02
5.775000000000000000e+02,3.084531696521432877e+02
5.780000000000000000e+02,3.028389142858513878e+02
5.785000000000000000e+02,2.973268429662463745e+02
5.790000000000000000e+02,2.919151014511618882e+02
5.795000000000000000e+02,2.866018580647793215e+02
5.800000000000000000e+02,2.813853254499774721e+02
5.805000000000000000e+02,2.762637380019834268e+02
5.810000000000000000e+02,2.712353728360859009e+02
5.815000000000000000e+02,2.662985280352853010e+02
