x,current_density_clean
1.410000000000000000e+02,2.841830644987843037e+09
1.415000000000000000e+02,2.790105544763023376e+09
1.420000000000000000e+02,2.739321936201403141e+09
1.425000000000000000e+02,2.689462630915929317e+09
1.430000000000000000e+02,2.640510856404782295e+09
1.435000000000000000e+02,2.592450044289482594e+09
1.440000000000000000e+02,2.545264027075236797e+09
1.445000000000000000e+02,2.498936834027581215e+09
1.450000000000000000e+02,2.453452880835319519e+09
1.455000000000000000e+02,2.408796772850172043e+09
1.460000000000000000e+02,2.364953487908308983e+09
1.465000000000000000e+02,2.321908186667419434e+09
1.470000000000000000e+02,2.279646388833619118e+09
1.475000000000000000e+02,2.238153790339921951e+09
1.480000000000000000e+02,2.197416433216400146e+09
1.485000000000000000e+02,2.157420529363279819e+09
1.490000000000000000e+02,2.118152624293655157e+09
1.495000000000000000e+02,2.079599427263322353e+09
1.500000000000000000e+02,2.041747969107075214e+09
1.505000000000000000e+02,2.004585438495988369e+09
1.510000000000000000e+02,1.968099334080339670e+09
1.515000000000000000e+02,1.932277306653317690e+09
1.520000000000000000e+02,1.897107305805941820e+09
1.525000000000000000e+02,1.862577427784139872e+09
1.530000000000000000e+02,1.828676056853624344e+09
1.535000000000000000e+02,1.795391718644973993e+09
1.540000000000000000e+02,1.762713216419286728e+09
1.545000000000000000e+02,1.730629489703301668e+09
1.550000000000000000e+02,1.699129745639765263e+09
1.555000000000000000e+02,1.668203322721778631e+09
1.560000000000000000e+02,1.637839817405174971e+09
1.565000000000000000e+02,1.608028952758156300e+09
1.570000000000000000e+02,1.578760700506588459e+09
1.575000000000000000e+02,1.550025154421625137e+09
1.580000000000000000e+02,1.521812647962662935e+09
1.585000000000000000e+02,1.494113632232046366e+09
1.590000000000000000e+02,1.466918789374480724e+09
1.595000000000000000e+02,1.440218914934077263e+09
1.600000000000000000e+02,1.414005027163295746e+09
1.605000000000000000e+02,1.388268253623529434e+09
1.610000000000000000e+02,1.362999936551126480e+09
1.615000000000000000e+02,1.338191523548446894e+09
1.620000000000000000e+02,1.313834669149186373e+09
1.625000000000000000e+02,1.289921129452356577e+09
1.630000000000000000e+02,1.266442860024009466e+09
1.635000000000000000e+02,1.243391914331913471e+09
1.640000000000000000e+02,1.220760538115828991e+09
1.645000000000000000e+02,1.198541071485784292e+09
1.650000000000000000e+02,1.176726039888286591e+09
1.655000000000000000e+02,1.155308059736046791e+09
1.660000000000000000e+02,1.134279926092914581e+09
1.665000000000000000e+02,1.113634521707669258e+09
1.670000000000000000e+02,1.093364901536037683e+09
1.675000000000000000e+02,1.073464205055761218e+09
1.680000000000000000e+02,1.053925737739790082e+09
1.685000000000000000e+02,1.034742886534263492e+09
1.690000000000000000e+02,1.015909198392856479e+09
1.695000000000000000e+02,9.974182988035842180e+08
1.700000000000000000e+02,9.792639674903075695e+08
1.705000000000000000e+02,9.614400598783861399e+08
1.710000000000000000e+02,9.439405800655277967e+08
1.715000000000000000e+02,9.267596051202834845e+08
1.720000000000000000e+02,9.098913554207376242e+08
1.725000000000000000e+02,8.933301216836596727e+08
1.730000000000000000e+02,8.770703327659825087e+08
1.735000000000000000e+02,8.611064853261115551e+08
1.740000000000000000e+02,8.454332091797111034e+08
1.745000000000000000e+02,8.300451994982268810e+08
1.750000000000000000e+02,8.149372798071994781e+08
1.755000000000000000e+02,8.001043366304785013e+08
1.760000000000000000e+02,7.855413802161009312e+08
1.765000000000000000e+02,7.712434815379780531e+08
1.770000000000000000e+02,7.572058308313082457e+08
1.775000000000000000e+02,7.434236768666989803e+08
1.780000000000000000e+02,7.298923833741277456e+08
1.785000000000000000e+02,7.166073705075286627e+08
1.790000000000000000e+02,7.035641692334647179e+08
1.795000000000000000e+02,6.907583649071663618e+08
1.800000000000000000e+02,6.781856496993299723e+08
1.805000000000000000e+02,6.658417682074466944e+08
1.810000000000000000e+02,6.537225679914934635e+08
1.815000000000000000e+02,6.418239471471359730e+08
1.820000000000000000e+02,6.301419030185284615e+08
1.825000000000000000e+02,6.186724816626224518e+08
1.830000000000000000e+02,6.074118248048298359e+08
1.835000000000000000e+02,5.963561211262228489e+08
1.840000000000000000e+02,5.855016515254418850e+08
1.845000000000000000e+02,5.748447421630332470e+08
1.850000000000000000e+02,5.643818080906978846e+08
1.855000000000000000e+02,5.541093079893834591e+08
1.860000000000000000e+02,5.440237862247674465e+08
1.865000000000000000e+02,5.341218292180077434e+08
1.870000000000000000e+02,5.244001059842267632e+08
1.875000000000000000e+02,5.148553260770283937e+08
1.880000000000000000e+02,5.054842786647049785e+08
1.885000000000000000e+02,4.962837919917511344e+08
1.890000000000000000e+02,4.872507710455394387e+08
1.895000000000000000e+02,4.783821584801137447e+08
1.900000000000000000e+02,4.696749709241747260e+08
1.905000000000000000e+02,4.611262613144062161e+08
1.910000000000000000e+02,4.527331538937824368e+08
1.915000000000000000e+02,4.444928079035819173e+08
1.920000000000000000e+02,4.364024513192584515e+08
1.925000000000000000e+02,4.284593458521336913e+08
1.930000000000000000e+02,4.206608194683690071e+08
1.935000000000000000e+02,4.130042326530948281e+08
1.940000000000000000e+02,4.054870097563787103e+08
1.945000000000000000e+02,3.981066064742538929e+08
1.950000000000000000e+02,3.908605400639953613e+08
1.955000000000000000e+02,3.837463579981517792e+08
1.960000000000000000e+02,3.767616670899156928e+08
1.965000000000000000e+02,3.699041032778471708e+08
1.970000000000000000e+02,3.631713597006521225e+08
1.975000000000000000e+02,3.565611575718125701e+08
1.980000000000000000e+02,3.500712732416687608e+08
1.985000000000000000e+02,3.436995101226412654e+08
1.990000000000000000e+02,3.374437247751477361e+08
1.995000000000000000e+02,3.313017998455200791e+08
2.000000000000000000e+02,3.252716692109657526e+08
2.005000000000000000e+02,3.193512918936526179e+08
2.010000000000000000e+02,3.135386762986564040e+08
2.015000000000000000e+02,3.078318550689998269e+08
2.020000000000000000e+02,3.022289084493051171e+08
2.025000000000000000e+02,2.967279400478453636e+08
2.030000000000000000e+02,2.913270993574386239e+08
2.035000000000000000e+02,2.860245583917949200e+08
2.040000000000000000e+02,2.808185333940513730e+08
2.045000000000000000e+02,2.757072623158776760e+08
2.050000000000000000e+02,2.706890257429545522e+08
2.055000000000000000e+02,2.657621251864391267e+08
2.060000000000000000e+02,2.609249032536327541e+08
2.065000000000000000e+02,2.561757227225025296e+08
2.070000000000000000e+02,2.515129859847657084e+08
2.075000000000000000e+02,2.469351148752220869e+08
2.080000000000000000e+02,2.424405694134993851e+08
2.085000000000000000e+02,2.380278283609694242e+08
2.090000000000000000e+02,2.336954072864531577e+08
2.095000000000000000e+02,2.294418398244752884e+08
2.100000000000000000e+02,2.252656950893148482e+08
2.105000000000000000e+02,2.211655596092998981e+08
2.110000000000000000e+02,2.171400541127097011e+08
2.115000000000000000e+02,2.131878161137241125e+08
2.120000000000000000e+02,2.093075160928352475e+08
2.125000000000000000e+02,2.054978407109455764e+08
2.130000000000000000e+02,2.017575084061297476e+08
2.135000000000000000e+02,1.980852532132234275e+08
2.140000000000000000e+02,1.944798397979885638e+08
2.145000000000000000e+02,1.909400478603515625e+08
2.150000000000000000e+02,1.874646866262657940e+08
2.155000000000000000e+02,1.840525798135463297e+08
2.160000000000000000e+02,1.807025796009911597e+08
2.165000000000000000e+02,1.774135521365185976e+08
2.170000000000000000e+02,1.741843910024035871e+08
2.175000000000000000e+02,1.710140032461560965e+08
2.180000000000000000e+02,1.679013223600478470e+08
2.185000000000000000e+02,1.648452948158764541e+08
2.190000000000000000e+02,1.618448925763026178e+08
2.195000000000000000e+02,1.588991001153235734e+08
2.200000000000000000e+02,1.560069264783095717e+08
2.205000000000000000e+02,1.531673927706663013e+08
2.210000000000000000e+02,1.503795437828495204e+08
2.215000000000000000e+02,1.476424359303286970e+08
2.220000000000000000e+02,1.449551484592711627e+08
2.225000000000000000e+02,1.423167718215276897e+08
2.230000000000000000e+02,1.397264184761126935e+08
2.235000000000000000e+02,1.371832116835196912e+08
2.240000000000000000e+02,1.346862959175774157e+08
2.245000000000000000e+02,1.322348260639696568e+08
2.250000000000000000e+02,1.298279774565213770e+08
2.255000000000000000e+02,1.274649354653428644e+08
2.260000000000000000e+02,1.251449051710932106e+08
2.265000000000000000e+02,1.228671013286942840e+08
2.270000000000000000e+02,1.206307576926304251e+08
2.275000000000000000e+02,1.184351173426848203e+08
2.280000000000000000e+02,1.162794416728630513e+08
2.285000000000000000e+02,1.141630010660933256e+08
2.290000000000000000e+02,1.120850835589071363e+08
2.295000000000000000e+02,1.100449858525159955e+08
2.300000000000000000e+02,1.080420216649451554e+08
2.305000000000000000e+02,1.060755130663529336e+08
2.310000000000000000e+02,1.041447985298918486e+08
2.315000000000000000e+02,1.022492245795745552e+08
2.320000000000000000e+02,1.003881535507295430e+08
2.325000000000000000e+02,9.856095553914000094e+07
2.330000000000000000e+02,9.676701588156905770e+07
2.335000000000000000e+02,9.500572739530450106e+07
2.340000000000000000e+02,9.327649758885109425e+07
2.345000000000000000e+02,9.157874118140545487e+07
2.350000000000000000e+02,8.991188705344901979e+07
2.355000000000000000e+02,8.827537103605552018e+07
2.360000000000000000e+02,8.666864261076664925e+07
2.365000000000000000e+02,8.509115795899911225e+07
2.370000000000000000e+02,8.354238642024651170e+07
2.375000000000000000e+02,8.202180379220382869e+07
2.380000000000000000e+02,8.052889855601316690e+07
2.385000000000000000e+02,7.906316541806189716e+07
2.390000000000000000e+02,7.762411131067524850e+07
2.395000000000000000e+02,7.621124916687062383e+07
2.400000000000000000e+02,7.482410370459701121e+07
2.405000000000000000e+02,7.346220542604243755e+07
2.410000000000000000e+02,7.212509619322799146e+07
2.415000000000000000e+02,7.081232344376829267e+07
2.420000000000000000e+02,6.952344556534646451e+07
2.425000000000000000e+02,6.825802632011987269e+07
2.430000000000000000e+02,6.701564002533037215e+07
2.435000000000000000e+02,6.579586617882959545e+07
2.440000000000000000e+02,6.459829445281726867e+07
2.445000000000000000e+02,6.342251951323121041e+07
2.450000000000000000e+02,6.226814583335480094e+07
2.455000000000000000e+02,6.113478270007853955e+07
2.460000000000000000e+02,6.002204885387408733e+07
2.465000000000000000e+02,5.892956767518690974e+07
2.470000000000000000e+02,5.785697165704008192e+07
2.475000000000000000e+02,5.680389776506023109e+07
2.480000000000000000e+02,5.576999174874854833e+07
2.485000000000000000e+02,5.475490366887680441e+07
2.490000000000000000e+02,5.375829205324503034e+07
2.495000000000000000e+02,5.277981958541043848e+07
2.500000000000000000e+02,5.181915711054120213e+07
2.505000000000000000e+02,5.087597947965887934e+07
2.510000000000000000e+02,4.994996941099552065e+07
2.515000000000000000e+02,4.904081348413997889e+07
2.520000000000000000e+02,4.814820586211057752e+07
2.525000000000000000e+02,4.727184442999801040e+07
2.530000000000000000e+02,4.641143438277783245e+07
2.535000000000000000e+02,4.556668450323774666e+07
2.540000000000000000e+02,4.473731062037274241e+07
2.545000000000000000e+02,4.392303202157272398e+07
2.550000000000000000e+02,4.312357478626856208e+07
2.555000000000000000e+02,4.233866832753700018e+07
2.560000000000000000e+02,4.156804860549758375e+07
2.565000000000000000e+02,4.081145479366657883e+07
2.570000000000000000e+02,4.006863237644226849e+07
2.575000000000000000e+02,3.933932993570805341e+07
2.580000000000000000e+02,3.862330213658724725e+07
2.585000000000000000e+02,3.792030662995775044e+07
2.590000000000000000e+02,3.723010693050660938e+07
2.595000000000000000e+02,3.655246943097523600e+07
2.600000000000000000e+02,3.588716617639857531e+07
2.605000000000000000e+02,3.523397198605057597e+07
2.610000000000000000e+02,3.459266712761279941e+07
2.615000000000000000e+02,3.396303454293523729e+07
2.620000000000000000e+02,3.334486242574398965e+07
2.625000000000000000e+02,3.273794154747265577e+07
2.630000000000000000e+02,3.214206774198861793e+07
2.635000000000000000e+02,3.155703932788535208e+07
2.640000000000000000e+02,3.098265950358121097e+07
2.645000000000000000e+02,3.041873386259317771e+07
2.650000000000000000e+02,2.986507270224118605e+07
2.655000000000000000e+02,2.932148862854929268e+07
2.660000000000000000e+02,2.878779878167193756e+07
2.665000000000000000e+02,2.826382252718957886e+07
2.670000000000000000e+02,2.774938360126076639e+07
2.675000000000000000e+02,2.724430788519595191e+07
2.680000000000000000e+02,2.674842547323093936e+07
2.685000000000000000e+02,2.626156852737485990e+07
2.690000000000000000e+02,2.578357327059626952e+07
2.695000000000000000e+02,2.531427791904963553e+07
2.700000000000000000e+02,2.485352460336448625e+07
2.705000000000000000e+02,2.440115737545933947e+07
2.710000000000000000e+02,2.395702406052731350e+07
2.715000000000000000e+02,2.352097433574701101e+07
2.720000000000000000e+02,2.309286151546445861e+07
2.725000000000000000e+02,2.267254069920752198e+07
2.730000000000000000e+02,2.225987049247390032e+07
2.735000000000000000e+02,2.185471122154920921e+07
2.740000000000000000e+02,2.145692659222377837e+07
2.745000000000000000e+02,2.106638196900464222e+07
2.750000000000000000e+02,2.068294597400023788e+07
2.755000000000000000e+02,2.030648882820354775e+07
2.760000000000000000e+02,1.993688389270280674e+07
2.765000000000000000e+02,1.957400606979684159e+07
2.770000000000000000e+02,1.921773328861222789e+07
2.775000000000000000e+02,1.886794496389256045e+07
2.780000000000000000e+02,1.852452342802736163e+07
2.785000000000000000e+02,1.818735244543496892e+07
2.790000000000000000e+02,1.785631859293615818e+07
2.795000000000000000e+02,1.753130982772527635e+07
2.800000000000000000e+02,1.721221681795194745e+07
2.805000000000000000e+02,1.689893156234738976e+07
2.810000000000000000e+02,1.659134867281022854e+07
2.815000000000000000e+02,1.628936404382481799e+07
2.820000000000000000e+02,1.599287608878238685e+07
2.825000000000000000e+02,1.570178445739527978e+07
2.830000000000000000e+02,1.541599122742231935e+07
2.835000000000000000e+02,1.513539966834763251e+07
2.840000000000000000e+02,1.485991539011889510e+07
2.845000000000000000e+02,1.458944515142192133e+07
2.850000000000000000e+02,1.432389796698235720e+07
2.855000000000000000e+02,1.406318395882743783e+07
2.860000000000000000e+02,1.380721542364580370e+07
2.865000000000000000e+02,1.355590572548579983e+07
2.870000000000000000e+02,1.330917032461415604e+07
2.875000000000000000e+02,1.306692571015620790e+07
2.880000000000000000e+02,1.282909039184221812e+07
2.885000000000000000e+02,1.259558387114870735e+07
2.890000000000000000e+02,1.236632759727115184e+07
2.895000000000000000e+02,1.214124397537765466e+07
2.900000000000000000e+02,1.192025728809838183e+07
2.905000000000000000e+02,1.170329273955289274e+07
