x,current_density_dirty
2.910000000000000000e+02,3.988363216209174599e+06
2.915000000000000000e+02,3.985518285553823691e+06
2.920000000000000000e+02,3.982673423335863277e+06
2.925000000000000000e+02,3.979828629506443627e+06
2.930000000000000000e+02,3.976983904016714543e+06
2.935000000000000000e+02,3.974139246817829553e+06
2.940000000000000000e+02,3.971294657860937528e+06
2.945000000000000000e+02,3.968450137097197119e+06
2.950000000000000000e+02,3.965605684477760457e+06
2.955000000000000000e+02,3.962761299953785725e+06
2.960000000000000000e+02,3.959916983476430178e+06
2.965000000000000000e+02,3.957072734996851068e+06
2.970000000000000000e+02,3.954228554466211237e+06
2.975000000000000000e+02,3.951384441835669801e+06
2.980000000000000000e+02,3.948540397056387737e+06
2.985000000000000000e+02,3.945696420079533011e+06
2.990000000000000000e+02,3.942852510856264271e+06
2.995000000000000000e+02,3.940008669337752741e+06
3.000000000000000000e+02,3.937164895475161728e+06
3.005000000000000000e+02,3.934321189219660591e+06
3.010000000000000000e+02,3.931477550522420090e+06
3.015000000000000000e+02,3.928633979334607255e+06
3.020000000000000000e+02,3.925790475607396103e+06
3.025000000000000000e+02,3.922947039291959722e+06
3.030000000000000000e+02,3.920103670339469798e+06
3.035000000000000000e+02,3.917260368701103143e+06
3.040000000000000000e+02,3.914417134328035172e+06
3.045000000000000000e+02,3.911573967171443161e+06
3.050000000000000000e+02,3.908730867182507645e+06
3.055000000000000000e+02,3.905887834312405437e+06
3.060000000000000000e+02,3.903044868512319401e+06
3.065000000000000000e+02,3.900201969733430538e+06
3.070000000000000000e+02,3.897359137926920783e+06
3.075000000000000000e+02,3.894516373043976724e+06
3.080000000000000000e+02,3.891673675035781693e+06
3.085000000000000000e+02,3.888831043853524141e+06
3.090000000000000000e+02,3.885988479448391125e+06
3.095000000000000000e+02,3.883145981771571562e+06
3.100000000000000000e+02,3.880303550774254836e+06
3.105000000000000000e+02,3.877461186407632660e+06
3.110000000000000000e+02,3.874618888622896280e+06
3.115000000000000000e+02,3.871776657371241134e+06
3.120000000000000000e+02,3.868934492603859864e+06
3.125000000000000000e+02,3.866092394271949306e+06
3.130000000000000000e+02,3.863250362326706294e+06
3.135000000000000000e+02,3.860408396719328128e+06
3.140000000000000000e+02,3.857566497401014436e+06
3.145000000000000000e+02,3.854724664322966244e+06
3.150000000000000000e+02,3.851882897436383180e+06
3.155000000000000000e+02,3.849041196692468598e+06
3.160000000000000000e+02,3.846199562042427249e+06
3.165000000000000000e+02,3.843357993437462952e+06
3.170000000000000000e+02,3.840516490828781854e+06
3.175000000000000000e+02,3.837675054167590570e+06
3.180000000000000000e+02,3.834833683405098505e+06
3.185000000000000000e+02,3.831992378492513206e+06
3.190000000000000000e+02,3.829151139381047338e+06
3.195000000000000000e+02,3.826309966021910775e+06
3.200000000000000000e+02,3.823468858366316650e+06
3.205000000000000000e+02,3.820627816365479492e+06
3.210000000000000000e+02,3.817786839970613830e+06
3.215000000000000000e+02,3.814945929132936057e+06
3.220000000000000000e+02,3.812105083803663030e+06
3.225000000000000000e+02,3.809264303934012540e+06
3.230000000000000000e+02,3.806423589475206099e+06
3.235000000000000000e+02,3.803582940378462430e+06
3.240000000000000000e+02,3.800742356595004443e+06
3.245000000000000000e+02,3.797901838076053653e+06
3.250000000000000000e+02,3.795061384772835299e+06
3.255000000000000000e+02,3.792220996636574622e+06
3.260000000000000000e+02,3.789380673618497327e+06
3.265000000000000000e+02,3.786540415669830516e+06
3.270000000000000000e+02,3.783700222741802689e+06
3.275000000000000000e+02,3.780860094785644207e+06
3.280000000000000000e+02,3.778020031752584502e+06
3.285000000000000000e+02,3.775180033593856264e+06
3.290000000000000000e+02,3.772340100260692183e+06
3.295000000000000000e+02,3.769500231704327278e+06
3.300000000000000000e+02,3.766660427875995170e+06
3.305000000000000000e+02,3.763820688726932276e+06
3.310000000000000000e+02,3.760981014208376873e+06
3.315000000000000000e+02,3.758141404271566775e+06
3.320000000000000000e+02,3.755301858867742121e+06
3.325000000000000000e+02,3.752462377948143054e+06
3.330000000000000000e+02,3.749622961464011576e+06
3.335000000000000000e+02,3.746783609366591088e+06
3.340000000000000000e+02,3.743944321607124526e+06
3.345000000000000000e+02,3.741105098136858549e+06
3.350000000000000000e+02,3.738265938907037955e+06
3.355000000000000000e+02,3.735426843868910335e+06
3.360000000000000000e+02,3.732587812973725144e+06
3.365000000000000000e+02,3.729748846172730904e+06
3.370000000000000000e+02,3.726909943417178467e+06
3.375000000000000000e+02,3.724071104658319149e+06
3.380000000000000000e+02,3.721232329847407062e+06
3.385000000000000000e+02,3.718393618935694918e+06
3.390000000000000000e+02,3.715554971874438226e+06
3.395000000000000000e+02,3.712716388614892960e+06
3.400000000000000000e+02,3.709877869108316489e+06
3.405000000000000000e+02,3.707039413305967115e+06
3.410000000000000000e+02,3.704201021159105003e+06
3.415000000000000000e+02,3.701362692618988920e+06
3.420000000000000000e+02,3.698524427636881825e+06
3.425000000000000000e+02,3.695686226164045278e+06
3.430000000000000000e+02,3.692848088151744567e+06
3.435000000000000000e+02,3.690010013551243581e+06
3.440000000000000000e+02,3.687172002313808538e+06
3.445000000000000000e+02,3.684334054390706122e+06
3.450000000000000000e+02,3.681496169733204879e+06
3.455000000000000000e+02,3.678658348292574286e+06
3.460000000000000000e+02,3.675820590020083357e+06
3.465000000000000000e+02,3.672982894867005292e+06
3.470000000000000000e+02,3.670145262784611434e+06
3.475000000000000000e+02,3.667307693724174984e+06
3.480000000000000000e+02,3.664470187636971474e+06
3.485000000000000000e+02,3.661632744474275969e+06
3.490000000000000000e+02,3.658795364187366329e+06
3.495000000000000000e+02,3.655958046727519482e+06
3.500000000000000000e+02,3.653120792046014685e+06
3.505000000000000000e+02,3.650283600094131660e+06
3.510000000000000000e+02,3.647446470823152456e+06
3.515000000000000000e+02,3.644609404184357729e+06
3.520000000000000000e+02,3.641772400129031856e+06
3.525000000000000000e+02,3.638935458608458750e+06
3.530000000000000000e+02,3.636098579573924188e+06
3.535000000000000000e+02,3.633261762976713944e+06
3.540000000000000000e+02,3.630425008768116590e+06
3.545000000000000000e+02,3.627588316899420228e+06
3.550000000000000000e+02,3.624751687321914360e+06
3.555000000000000000e+02,3.621915119986889884e+06
3.560000000000000000e+02,3.619078614845639560e+06
3.565000000000000000e+02,3.616242171849454753e+06
3.570000000000000000e+02,3.613405790949630085e+06
3.575000000000000000e+02,3.610569472097460646e+06
3.580000000000000000e+02,3.607733215244242921e+06
3.585000000000000000e+02,3.604897020341273397e+06
3.590000000000000000e+02,3.602060887339850422e+06
3.595000000000000000e+02,3.599224816191274207e+06
3.600000000000000000e+02,3.596388806846843567e+06
3.605000000000000000e+02,3.593552859257861506e+06
3.610000000000000000e+02,3.590716973375629168e+06
3.615000000000000000e+02,3.587881149151450954e+06
3.620000000000000000e+02,3.585045386536631268e+06
3.625000000000000000e+02,3.582209685482474975e+06
3.630000000000000000e+02,3.579374045940290671e+06
3.635000000000000000e+02,3.576538467861384153e+06
3.640000000000000000e+02,3.573702951197064947e+06
3.645000000000000000e+02,3.570867495898643974e+06
3.650000000000000000e+02,3.568032101917430293e+06
3.655000000000000000e+02,3.565196769204736687e+06
3.660000000000000000e+02,3.562361497711877339e+06
3.665000000000000000e+02,3.559526287390164100e+06
3.670000000000000000e+02,3.556691138190913945e+06
3.675000000000000000e+02,3.553856050065442454e+06
3.680000000000000000e+02,3.551021022965066601e+06
3.685000000000000000e+02,3.548186056841105688e+06
3.690000000000000000e+02,3.545351151644877624e+06
3.695000000000000000e+02,3.542516307327704038e+06
3.700000000000000000e+02,3.539681523840905633e+06
3.705000000000000000e+02,3.536846801135804970e+06
3.710000000000000000e+02,3.534012139163725544e+06
3.715000000000000000e+02,3.531177537875991780e+06
3.720000000000000000e+02,3.528342997223929502e+06
3.725000000000000000e+02,3.525508517158865463e+06
3.730000000000000000e+02,3.522674097632127348e+06
3.735000000000000000e+02,3.519839738595043309e+06
3.740000000000000000e+02,3.517005439998944290e+06
3.745000000000000000e+02,3.514171201795159839e+06
3.750000000000000000e+02,3.511337023935022298e+06
3.755000000000000000e+02,3.508502906369864941e+06
3.760000000000000000e+02,3.505668849051021039e+06
3.765000000000000000e+02,3.502834851929825265e+06
3.770000000000000000e+02,3.500000914957614616e+06
3.775000000000000000e+02,3.497167038085726090e+06
3.780000000000000000e+02,3.494333221265496220e+06
3.785000000000000000e+02,3.491499464448265266e+06
3.790000000000000000e+02,3.488665767585373484e+06
3.795000000000000000e+02,3.485832130628161132e+06
3.800000000000000000e+02,3.482998553527971264e+06
3.805000000000000000e+02,3.480165036236146465e+06
3.810000000000000000e+02,3.477331578704031184e+06
3.815000000000000000e+02,3.474498180882971268e+06
3.820000000000000000e+02,3.471664842724311166e+06
3.825000000000000000e+02,3.468831564179400448e+06
3.830000000000000000e+02,3.465998345199585892e+06
3.835000000000000000e+02,3.463165185736217070e+06
3.840000000000000000e+02,3.460332085740644485e+06
3.845000000000000000e+02,3.457499045164219569e+06
3.850000000000000000e+02,3.454666063958295155e+06
3.855000000000000000e+02,3.451833142074223608e+06
3.860000000000000000e+02,3.449000279463360552e+06
3.865000000000000000e+02,3.446167476077060215e+06
3.870000000000000000e+02,3.443334731866680551e+06
3.875000000000000000e+02,3.440502046783578116e+06
3.880000000000000000e+02,3.437669420779110864e+06
3.885000000000000000e+02,3.434836853804639541e+06
3.890000000000000000e+02,3.432004345811523497e+06
3.895000000000000000e+02,3.429171896751125343e+06
3.900000000000000000e+02,3.426339506574807223e+06
3.905000000000000000e+02,3.423507175233932212e+06
3.910000000000000000e+02,3.420674902679865714e+06
3.915000000000000000e+02,3.417842688863973133e+06
3.920000000000000000e+02,3.415010533737620339e+06
3.925000000000000000e+02,3.412178437252175529e+06
3.930000000000000000e+02,3.409346399359007366e+06
3.935000000000000000e+02,3.406514420009484980e+06
3.940000000000000000e+02,3.403682499154980294e+06
3.945000000000000000e+02,3.400850636746863835e+06
3.950000000000000000e+02,3.398018832736507524e+06
3.955000000000000000e+02,3.395187087075286079e+06
3.960000000000000000e+02,3.392355399714574218e+06
3.965000000000000000e+02,3.389523770605747588e+06
3.970000000000000000e+02,3.386692199700181838e+06
3.975000000000000000e+02,3.383860686949255876e+06
3.980000000000000000e+02,3.381029232304347213e+06
3.985000000000000000e+02,3.378197835716836154e+06
3.990000000000000000e+02,3.375366497138103005e+06
3.995000000000000000e+02,3.372535216519529931e+06
4.000000000000000000e+02,3.369703993812498637e+06
4.005000000000000000e+02,3.366872828968393616e+06
4.010000000000000000e+02,3.364041721938599367e+06
4.015000000000000000e+02,3.361210672674500849e+06
4.020000000000000000e+02,3.358379681127485353e+06
4.025000000000000000e+02,3.355548747248940170e+06
4.030000000000000000e+02,3.352717870990253985e+06
4.035000000000000000e+02,3.349887052302815486e+06
4.040000000000000000e+02,3.347056291138017084e+06
4.045000000000000000e+02,3.344225587447248865e+06
4.050000000000000000e+02,3.341394941181903705e+06
4.055000000000000000e+02,3.338564352293374948e+06
4.060000000000000000e+02,3.335733820733057335e+06
4.065000000000000000e+02,3.332903346452346072e+06
4.070000000000000000e+02,3.330072929402638227e+06
4.075000000000000000e+02,3.327242569535330869e+06
4.080000000000000000e+02,3.324412266801821999e+06
4.085000000000000000e+02,3.321582021153511945e+06
4.090000000000000000e+02,3.318751832541800570e+06
4.095000000000000000e+02,3.315921700918088667e+06
4.100000000000000000e+02,3.313091626233779360e+06
4.105000000000000000e+02,3.310261608440276235e+06
4.110000000000000000e+02,3.307431647488983348e+06
4.115000000000000000e+02,3.304601743331305683e+06
4.120000000000000000e+02,3.301771895918648690e+06
4.125000000000000000e+02,3.298942105202421080e+06
4.130000000000000000e+02,3.296112371134031098e+06
4.135000000000000000e+02,3.293282693664886989e+06
4.140000000000000000e+02,3.290453072746398859e+06
4.145000000000000000e+02,3.287623508329979144e+06
4.150000000000000000e+02,3.284794000367037952e+06
4.155000000000000000e+02,3.281964548808989581e+06
4.160000000000000000e+02,3.279135153607248329e+06
4.165000000000000000e+02,3.276305814713228494e+06
4.170000000000000000e+02,3.273476532078346238e+06
4.175000000000000000e+02,3.270647305654017720e+06
4.180000000000000000e+02,3.267818135391662829e+06
4.185000000000000000e+02,3.264989021242699120e+06
4.190000000000000000e+02,3.262159963158546481e+06
4.195000000000000000e+02,3.259330961090625729e+06
4.200000000000000000e+02,3.256502014990357682e+06
4.205000000000000000e+02,3.253673124809166417e+06
4.210000000000000000e+02,3.250844290498476010e+06
4.215000000000000000e+02,3.248015512009709608e+06
4.220000000000000000e+02,3.245186789294293616e+06
4.225000000000000000e+02,3.242358122303654440e+06
4.230000000000000000e+02,3.239529510989218950e+06
4.235000000000000000e+02,3.236700955302417278e+06
4.240000000000000000e+02,3.233872455194676295e+06
4.245000000000000000e+02,3.231044010617428925e+06
4.250000000000000000e+02,3.228215621522104833e+06
4.255000000000000000e+02,3.225387287860136945e+06
4.260000000000000000e+02,3.222559009582958650e+06
4.265000000000000000e+02,3.219730786642003804e+06
4.270000000000000000e+02,3.216902618988707662e+06
4.275000000000000000e+02,3.214074506574505940e+06
4.280000000000000000e+02,3.211246449350835755e+06
4.285000000000000000e+02,3.208418447269135620e+06
4.290000000000000000e+02,3.205590500280843582e+06
4.295000000000000000e+02,3.202762608337400481e+06
4.300000000000000000e+02,3.199934771390246693e+06
4.305000000000000000e+02,3.197106989390823990e+06
4.310000000000000000e+02,3.194279262290575076e+06
4.315000000000000000e+02,3.191451590040943120e+06
4.320000000000000000e+02,3.188623972593372688e+06
4.325000000000000000e+02,3.185796409899310209e+06
4.330000000000000000e+02,3.182968901910201646e+06
4.335000000000000000e+02,3.180141448577494361e+06
4.340000000000000000e+02,3.177314049852637108e+06
4.345000000000000000e+02,3.174486705687078182e+06
4.350000000000000000e+02,3.171659416032268666e+06
4.355000000000000000e+02,3.168832180839659646e+06
4.360000000000000000e+02,3.166005000060703140e+06
4.365000000000000000e+02,3.163177873646851629e+06
4.370000000000000000e+02,3.160350801549559925e+06
4.375000000000000000e+02,3.157523783720281906e+06
4.380000000000000000e+02,3.154696820110474247e+06
4.385000000000000000e+02,3.151869910671593621e+06
4.390000000000000000e+02,3.149043055355097167e+06
4.395000000000000000e+02,3.146216254112444352e+06
4.400000000000000000e+02,3.143389506895093247e+06
4.405000000000000000e+02,3.140562813654505648e+06
4.410000000000000000e+02,3.137736174342142884e+06
4.415000000000000000e+02,3.134909588909466751e+06
4.420000000000000000e+02,3.132083057307940908e+06
4.425000000000000000e+02,3.129256579489029013e+06
4.430000000000000000e+02,3.126430155404196586e+06
4.435000000000000000e+02,3.123603785004909150e+06
4.440000000000000000e+02,3.120777468242634088e+06
4.445000000000000000e+02,3.117951205068839714e+06
4.450000000000000000e+02,3.115124995434993878e+06
4.455000000000000000e+02,3.112298839292566292e+06
4.460000000000000000e+02,3.109472736593028065e+06
4.465000000000000000e+02,3.106646687287851237e+06
4.470000000000000000e+02,3.103820691328506451e+06
4.475000000000000000e+02,3.100994748666469008e+06
4.480000000000000000e+02,3.098168859253212344e+06
4.485000000000000000e+02,3.095343023040211294e+06
4.490000000000000000e+02,3.092517239978943020e+06
4.495000000000000000e+02,3.089691510020883288e+06
4.500000000000000000e+02,3.086865833117511589e+06
4.505000000000000000e+02,3.084040209220305085e+06
4.510000000000000000e+02,3.081214638280744199e+06
4.515000000000000000e+02,3.078389120250309817e+06
4.520000000000000000e+02,3.075563655080483295e+06
4.525000000000000000e+02,3.072738242722747847e+06
4.530000000000000000e+02,3.069912883128585760e+06
4.535000000000000000e+02,3.067087576249482110e+06
4.540000000000000000e+02,3.064262322036920581e+06
4.545000000000000000e+02,3.061437120442389511e+06
4.550000000000000000e+02,3.058611971417374443e+06
4.555000000000000000e+02,3.055786874913364183e+06
4.560000000000000000e+02,3.052961830881846603e+06
4.565000000000000000e+02,3.050136839274311904e+06
4.570000000000000000e+02,3.047311900042250287e+06
4.575000000000000000e+02,3.044487013137154281e+06
4.580000000000000000e+02,3.041662178510515019e+06
4.585000000000000000e+02,3.038837396113826893e+06
4.590000000000000000e+02,3.036012665898583364e+06
4.595000000000000000e+02,3.033187987816280220e+06
4.600000000000000000e+02,3.030363361818412319e+06
4.605000000000000000e+02,3.027538787856477313e+06
4.610000000000000000e+02,3.024714265881973319e+06
4.615000000000000000e+02,3.021889795846398454e+06
4.620000000000000000e+02,3.019065377701253165e+06
4.625000000000000000e+02,3.016241011398036499e+06
4.630000000000000000e+02,3.013416696888250764e+06
4.635000000000000000e+02,3.010592434123397339e+06
4.640000000000000000e+02,3.007768223054980859e+06
4.645000000000000000e+02,3.004944063634504564e+06
4.650000000000000000e+02,3.002119955813473091e+06
4.655000000000000000e+02,2.999295899543391541e+06
4.660000000000000000e+02,2.996471894775767811e+06
4.665000000000000000e+02,2.993647941462109331e+06
4.670000000000000000e+02,2.990824039553923998e+06
4.675000000000000000e+02,2.988000189002722502e+06
4.680000000000000000e+02,2.985176389760012738e+06
4.685000000000000000e+02,2.982352641777307261e+06
4.690000000000000000e+02,2.979528945006117690e+06
4.695000000000000000e+02,2.976705299397957046e+06
4.700000000000000000e+02,2.973881704904339276e+06
4.705000000000000000e+02,2.971058161476778332e+06
4.710000000000000000e+02,2.968234669066790026e+06
4.715000000000000000e+02,2.965411227625890635e+06
4.720000000000000000e+02,2.962587837105598301e+06
4.725000000000000000e+02,2.959764497457429767e+06
4.730000000000000000e+02,2.956941208632905036e+06
4.735000000000000000e+02,2.954117970583542716e+06
4.740000000000000000e+02,2.951294783260864671e+06
4.745000000000000000e+02,2.948471646616391838e+06
4.750000000000000000e+02,2.945648560601647012e+06
4.755000000000000000e+02,2.942825525168153457e+06
4.760000000000000000e+02,2.940002540267436299e+06
4.765000000000000000e+02,2.937179605851018801e+06
4.770000000000000000e+02,2.934356721870428417e+06
4.775000000000000000e+02,2.931533888277190272e+06
4.780000000000000000e+02,2.928711105022833683e+06
4.785000000000000000e+02,2.925888372058887035e+06
4.790000000000000000e+02,2.923065689336878713e+06
4.795000000000000000e+02,2.920243056808339898e+06
4.800000000000000000e+02,2.917420474424801301e+06
4.805000000000000000e+02,2.914597942137794569e+06
4.810000000000000000e+02,2.911775459898853209e+06
4.815000000000000000e+02,2.908953027659510728e+06
4.820000000000000000e+02,2.906130645371302031e+06
4.825000000000000000e+02,2.903308312985761557e+06
4.830000000000000000e+02,2.900486030454426073e+06
4.835000000000000000e+02,2.897663797728832811e+06
4.840000000000000000e+02,2.894841614760519471e+06
4.845000000000000000e+02,2.892019481501026079e+06
4.850000000000000000e+02,2.889197397901890799e+06
4.855000000000000000e+02,2.886375363914655056e+06
4.860000000000000000e+02,2.883553379490859807e+06
4.865000000000000000e+02,2.880731444582046941e+06
4.870000000000000000e+02,2.877909559139760677e+06
4.875000000000000000e+02,2.875087723115543835e+06
4.880000000000000000e+02,2.872265936460942496e+06
4.885000000000000000e+02,2.869444199127501342e+06
4.890000000000000000e+02,2.866622511066766921e+06
4.895000000000000000e+02,2.863800872230286710e+06
4.900000000000000000e+02,2.860979282569608185e+06
4.905000000000000000e+02,2.858157742036282085e+06
4.910000000000000000e+02,2.855336250581857283e+06
4.915000000000000000e+02,2.852514808157884050e+06
4.920000000000000000e+02,2.849693414715914521e+06
4.925000000000000000e+02,2.846872070207501296e+06
4.930000000000000000e+02,2.844050774584196508e+06
4.935000000000000000e+02,2.841229527797555085e+06
4.940000000000000000e+02,2.838408329799132887e+06
4.945000000000000000e+02,2.835587180540483911e+06
4.950000000000000000e+02,2.832766079973165412e+06
4.955000000000000000e+02,2.829945028048735112e+06
4.960000000000000000e+02,2.827124024718751200e+06
4.965000000000000000e+02,2.824303069934771862e+06
4.970000000000000000e+02,2.821482163648358546e+06
4.975000000000000000e+02,2.818661305811071768e+06
4.980000000000000000e+02,2.815840496374471579e+06
4.985000000000000000e+02,2.813019735290121753e+06
4.990000000000000000e+02,2.810199022509585135e+06
4.995000000000000000e+02,2.807378357984425500e+06
5.000000000000000000e+02,2.804557741666209418e+06
5.005000000000000000e+02,2.801737173506500199e+06
5.010000000000000000e+02,2.798916653456866276e+06
5.015000000000000000e+02,2.796096181468874216e+06
5.020000000000000000e+02,2.793275757494091988e+06
5.025000000000000000e+02,2.790455381484089419e+06
5.030000000000000000e+02,2.787635053390436340e+06
5.035000000000000000e+02,2.784814773164702114e+06
5.040000000000000000e+02,2.781994540758459829e+06
5.045000000000000000e+02,2.779174356123281643e+06
5.050000000000000000e+02,2.776354219210739248e+06
5.055000000000000000e+02,2.773534129972408060e+06
5.060000000000000000e+02,2.770714088359862566e+06
5.065000000000000000e+02,2.767894094324679114e+06
5.070000000000000000e+02,2.765074147818432190e+06
5.075000000000000000e+02,2.762254248792700469e+06
5.080000000000000000e+02,2.759434397199061699e+06
5.085000000000000000e+02,2.756614592989094090e+06
5.090000000000000000e+02,2.753794836114379112e+06
5.095000000000000000e+02,2.750975126526495907e+06
5.100000000000000000e+02,2.748155464177025482e+06
5.105000000000000000e+02,2.745335849017550703e+06
5.110000000000000000e+02,2.742516280999654438e+06
5.115000000000000000e+02,2.739696760074919555e+06
5.120000000000000000e+02,2.736877286194932647e+06
5.125000000000000000e+02,2.734057859311277047e+06
5.130000000000000000e+02,2.731238479375539813e+06
5.135000000000000000e+02,2.728419146339307074e+06
5.140000000000000000e+02,2.725599860154168215e+06
5.145000000000000000e+02,2.722780620771710295e+06
5.150000000000000000e+02,2.719961428143523633e+06
5.155000000000000000e+02,2.717142282221197616e+06
5.160000000000000000e+02,2.714323182956324425e+06
5.165000000000000000e+02,2.711504130300494377e+06
5.170000000000000000e+02,2.708685124205301050e+06
5.175000000000000000e+02,2.705866164622337557e+06
5.180000000000000000e+02,2.703047251503198408e+06
5.185000000000000000e+02,2.700228384799478110e+06
5.190000000000000000e+02,2.697409564462772571e+06
5.195000000000000000e+02,2.694590790444678627e+06
5.200000000000000000e+02,2.691772062696793117e+06
5.205000000000000000e+02,2.688953381170714740e+06
5.210000000000000000e+02,2.686134745818041731e+06
5.215000000000000000e+02,2.683316156590375118e+06
5.220000000000000000e+02,2.680497613439314999e+06
5.225000000000000000e+02,2.677679116316461936e+06
5.230000000000000000e+02,2.674860665173418820e+06
5.235000000000000000e+02,2.672042259961788077e+06
5.240000000000000000e+02,2.669223900633173529e+06
5.245000000000000000e+02,2.666405587139179930e+06
5.250000000000000000e+02,2.663587319431412499e+06
5.255000000000000000e+02,2.660769097461477388e+06
5.260000000000000000e+02,2.657950921180981211e+06
5.265000000000000000e+02,2.655132790541531518e+06
5.270000000000000000e+02,2.652314705494737253e+06
5.275000000000000000e+02,2.649496665992207825e+06
5.280000000000000000e+02,2.646678671985551715e+06
5.285000000000000000e+02,2.643860723426381126e+06
5.290000000000000000e+02,2.641042820266306866e+06
5.295000000000000000e+02,2.638224962456941605e+06
5.300000000000000000e+02,2.635407149949898943e+06
5.305000000000000000e+02,2.632589382696792018e+06
5.310000000000000000e+02,2.629771660649235826e+06
5.315000000000000000e+02,2.626953983758844901e+06
5.320000000000000000e+02,2.624136351977236569e+06
5.325000000000000000e+02,2.621318765256028157e+06
5.330000000000000000e+02,2.618501223546836525e+06
5.335000000000000000e+02,2.615683726801280398e+06
5.340000000000000000e+02,2.612866274970978964e+06
5.345000000000000000e+02,2.610048868007552344e+06
5.350000000000000000e+02,2.607231505862621590e+06
5.355000000000000000e+02,2.604414188487809151e+06
5.360000000000000000e+02,2.601596915834735613e+06
5.365000000000000000e+02,2.598779687855025753e+06
5.370000000000000000e+02,2.595962504500302020e+06
5.375000000000000000e+02,2.593145365722190123e+06
5.380000000000000000e+02,2.590328271472315304e+06
5.385000000000000000e+02,2.587511221702303737e+06
5.390000000000000000e+02,2.584694216363782529e+06
5.395000000000000000e+02,2.581877255408379249e+06
5.400000000000000000e+02,2.579060338787722867e+06
5.405000000000000000e+02,2.576243466453441419e+06
5.410000000000000000e+02,2.573426638357166667e+06
5.415000000000000000e+02,2.570609854450528044e+06
5.420000000000000000e+02,2.567793114685157780e+06
5.425000000000000000e+02,2.564976419012687169e+06
5.430000000000000000e+02,2.562159767384751700e+06
5.435000000000000000e+02,2.559343159752982203e+06
5.440000000000000000e+02,2.556526596069015563e+06
5.445000000000000000e+02,2.553710076284485403e+06
5.450000000000000000e+02,2.550893600351029541e+06
5.455000000000000000e+02,2.548077168220282998e+06
5.460000000000000000e+02,2.545260779843884986e+06
5.465000000000000000e+02,2.542444435173472855e+06
5.470000000000000000e+02,2.539628134160685353e+06
5.475000000000000000e+02,2.536811876757162623e+06
5.480000000000000000e+02,2.533995662914546672e+06
5.485000000000000000e+02,2.531179492584477644e+06
5.490000000000000000e+02,2.528363365718597081e+06
5.495000000000000000e+02,2.525547282268548850e+06
5.500000000000000000e+02,2.522731242185975891e+06
5.505000000000000000e+02,2.519915245422523003e+06
5.510000000000000000e+02,2.517099291929834988e+06
5.515000000000000000e+02,2.514283381659557112e+06
5.520000000000000000e+02,2.511467514563336503e+06
5.525000000000000000e+02,2.508651690592820756e+06
5.530000000000000000e+02,2.505835909699657466e+06
5.535000000000000000e+02,2.503020171835495625e+06
5.540000000000000000e+02,2.500204476951984689e+06
5.545000000000000000e+02,2.497388825000774581e+06
5.550000000000000000e+02,2.494573215933517087e+06
5.555000000000000000e+02,2.491757649701862596e+06
5.560000000000000000e+02,2.488942126257464755e+06
5.565000000000000000e+02,2.486126645551977213e+06
5.570000000000000000e+02,2.483311207537051290e+06
5.575000000000000000e+02,2.480495812164344825e+06
5.580000000000000000e+02,2.477680459385511000e+06
5.585000000000000000e+02,2.474865149152207654e+06
5.590000000000000000e+02,2.472049881416089833e+06
5.595000000000000000e+02,2.469234656128816307e+06
5.600000000000000000e+02,2.466419473242045380e+06
5.605000000000000000e+02,2.463604332707435358e+06
5.610000000000000000e+02,2.460789234476647340e+06
5.615000000000000000e+02,2.457974178501340095e+06
5.620000000000000000e+02,2.455159164733176120e+06
5.625000000000000000e+02,2.452344193123816047e+06
5.630000000000000000e+02,2.449529263624924235e+06
5.635000000000000000e+02,2.446714376188163180e+06
5.640000000000000000e+02,2.443899530765198171e+06
5.645000000000000000e+02,2.441084727307691704e+06
5.650000000000000000e+02,2.438269965767310932e+06
5.655000000000000000e+02,2.435455246095721144e+06
5.660000000000000000e+02,2.432640568244590890e+06
5.665000000000000000e+02,2.429825932165586855e+06
5.670000000000000000e+02,2.427011337810377590e+06
5.675000000000000000e+02,2.424196785130631644e+06
5.680000000000000000e+02,2.421382274078020360e+06
5.685000000000000000e+02,2.418567804604213219e+06
5.690000000000000000e+02,2.415753376660881564e+06
5.695000000000000000e+02,2.412938990199698135e+06
5.700000000000000000e+02,2.410124645172334276e+06
5.705000000000000000e+02,2.407310341530464590e+06
5.710000000000000000e+02,2.404496079225763213e+06
5.715000000000000000e+02,2.401681858209903818e+06
5.720000000000000000e+02,2.398867678434563335e+06
5.725000000000000000e+02,2.396053539851417765e+06
5.730000000000000000e+02,2.393239442412143573e+06
5.735000000000000000e+02,2.390425386068418622e+06
5.740000000000000000e+02,2.387611370771921240e+06
5.745000000000000000e+02,2.384797396474330686e+06
5.750000000000000000e+02,2.381983463127327152e+06
5.755000000000000000e+02,2.379169570682589896e+06
5.760000000000000000e+02,2.376355719091801904e+06
5.765000000000000000e+02,2.373541908306643367e+06
5.770000000000000000e+02,2.370728138278797735e+06
5.775000000000000000e+02,2.367914408959947992e+06
5.780000000000000000e+02,2.365100720301778987e+06
5.785000000000000000e+02,2.362287072255973704e+06
5.790000000000000000e+02,2.359473464774219785e+06
5.795000000000000000e+02,2.356659897808201611e+06
5.800000000000000000e+02,2.353846371309606358e+06
5.805000000000000000e+02,2.351032885230121668e+06
5.810000000000000000e+02,2.348219439521436114e+06
5.815000000000000000e+02,2.345406034135237336e+06
