x,current_density_corrected
6.600000000000000000e+01,4.592515281353782654e+10
6.650000000000000000e+01,4.511435924663761902e+10
6.700000000000000000e+01,4.431788034705281067e+10
6.750000000000000000e+01,4.353546265037285614e+10
6.800000000000000000e+01,4.276685864127859497e+10
6.850000000000000000e+01,4.201182372601842499e+10
6.900000000000000000e+01,4.127011905172798157e+10
6.950000000000000000e+01,4.054150858486235046e+10
7.000000000000000000e+01,3.982576183184634399e+10
7.050000000000000000e+01,3.912265101975466156e+10
7.100000000000000000e+01,3.843195372174578094e+10
7.150000000000000000e+01,3.775345013641176605e+10
7.200000000000000000e+01,3.708692562132802582e+10
7.250000000000000000e+01,3.643216806761955261e+10
7.300000000000000000e+01,3.578897034484244537e+10
7.350000000000000000e+01,3.515712776743402863e+10
7.400000000000000000e+01,3.453644045402937317e+10
7.450000000000000000e+01,3.392671088257968903e+10
7.500000000000000000e+01,3.332774616709828186e+10
7.550000000000000000e+01,3.273935569834406281e+10
7.600000000000000000e+01,3.216135334088675308e+10
7.650000000000000000e+01,3.159355515636098480e+10
7.700000000000000000e+01,3.103578152363925552e+10
7.750000000000000000e+01,3.048785494176690674e+10
7.800000000000000000e+01,2.994960207593395996e+10
7.850000000000000000e+01,2.942085163730221176e+10
7.900000000000000000e+01,2.890143635737284088e+10
7.950000000000000000e+01,2.839119094201461029e+10
8.000000000000000000e+01,2.788995397673324966e+10
8.050000000000000000e+01,2.739756595230380249e+10
8.100000000000000000e+01,2.691387110336013031e+10
8.150000000000000000e+01,2.643871550312545776e+10
8.200000000000000000e+01,2.597194883765553665e+10
8.250000000000000000e+01,2.551342256724920654e+10
8.300000000000000000e+01,2.506299163859716415e+10
8.350000000000000000e+01,2.462051271053884888e+10
8.400000000000000000e+01,2.418584580629006195e+10
8.450000000000000000e+01,2.375885260129412842e+10
8.500000000000000000e+01,2.333939801762548447e+10
8.550000000000000000e+01,2.292734857176199722e+10
8.600000000000000000e+01,2.252257391318818283e+10
8.650000000000000000e+01,2.212494522999162292e+10
8.700000000000000000e+01,2.173433673361869049e+10
8.750000000000000000e+01,2.135062412027129364e+10
8.800000000000000000e+01,2.097368600369968796e+10
8.850000000000000000e+01,2.060340243044673538e+10
8.900000000000000000e+01,2.023965626249626923e+10
8.950000000000000000e+01,1.988233174448038101e+10
9.000000000000000000e+01,1.953131583793829727e+10
9.050000000000000000e+01,1.918649683866806412e+10
9.100000000000000000e+01,1.884776566428950882e+10
9.150000000000000000e+01,1.851501451998533630e+10
9.200000000000000000e+01,1.818813814100243378e+10
9.250000000000000000e+01,1.786703250508890533e+10
9.300000000000000000e+01,1.755159603151071548e+10
9.350000000000000000e+01,1.724172833855041504e+10
9.400000000000000000e+01,1.693733140056104851e+10
9.450000000000000000e+01,1.663830834894947815e+10
9.500000000000000000e+01,1.634456458873611450e+10
9.550000000000000000e+01,1.605600664150102425e+10
9.600000000000000000e+01,1.577254322286669731e+10
9.650000000000000000e+01,1.549408412593831253e+10
9.700000000000000000e+01,1.522054126107713318e+10
9.750000000000000000e+01,1.495182757841775322e+10
9.800000000000000000e+01,1.468785807125186157e+10
9.850000000000000000e+01,1.442854873625485611e+10
9.900000000000000000e+01,1.417381754175353050e+10
9.950000000000000000e+01,1.392358342434230995e+10
1.000000000000000000e+02,1.367776722326384926e+10
1.005000000000000000e+02,1.343629071214134598e+10
1.010000000000000000e+02,1.319907750065801048e+10
1.015000000000000000e+02,1.296605210017646217e+10
1.020000000000000000e+02,1.273714079386156082e+10
1.025000000000000000e+02,1.251227073500089836e+10
1.030000000000000000e+02,1.229137078667538834e+10
1.035000000000000000e+02,1.207437065163644981e+10
1.040000000000000000e+02,1.186120168259005356e+10
1.045000000000000000e+02,1.165179604252618408e+10
1.050000000000000000e+02,1.144608748664484406e+10
1.055000000000000000e+02,1.124401055207201004e+10
1.060000000000000000e+02,1.104550131242007828e+10
1.065000000000000000e+02,1.085049659586183167e+10
1.070000000000000000e+02,1.065893471328306580e+10
1.075000000000000000e+02,1.047075470372212410e+10
1.080000000000000000e+02,1.028589703703888130e+10
1.085000000000000000e+02,1.010430288576214027e+10
1.090000000000000000e+02,9.925914803166835785e+09
1.095000000000000000e+02,9.750676020605073929e+09
1.100000000000000000e+02,9.578531101852222443e+09
1.105000000000000000e+02,9.409425265029703140e+09
1.110000000000000000e+02,9.243305014050523758e+09
1.115000000000000000e+02,9.080117484273174286e+09
1.120000000000000000e+02,8.919811051848030090e+09
1.125000000000000000e+02,8.762334702271858215e+09
1.130000000000000000e+02,8.607638618408508301e+09
1.135000000000000000e+02,8.455673571142513275e+09
1.140000000000000000e+02,8.306391486820460320e+09
1.145000000000000000e+02,8.159744859230284691e+09
1.150000000000000000e+02,8.015687297183523178e+09
1.155000000000000000e+02,7.874172957073925972e+09
1.160000000000000000e+02,7.735157071295650482e+09
1.165000000000000000e+02,7.598595400660982132e+09
1.170000000000000000e+02,7.464444744325113297e+09
1.175000000000000000e+02,7.332662411367980957e+09
1.180000000000000000e+02,7.203206712872861862e+09
1.185000000000000000e+02,7.076036452001608849e+09
1.190000000000000000e+02,6.951111398851657867e+09
1.195000000000000000e+02,6.828391798377420425e+09
1.200000000000000000e+02,6.707838828628417969e+09
1.205000000000000000e+02,6.589414125892271042e+09
1.210000000000000000e+02,6.473080226895568848e+09
1.215000000000000000e+02,6.358800110565748215e+09
1.220000000000000000e+02,6.246537624755965233e+09
1.225000000000000000e+02,6.136257044044226646e+09
1.230000000000000000e+02,6.027923481523906708e+09
1.235000000000000000e+02,5.921502462078858376e+09
1.240000000000000000e+02,5.816960319762234688e+09
1.245000000000000000e+02,5.714263786005972862e+09
1.250000000000000000e+02,5.613380373092276573e+09
1.255000000000000000e+02,5.514277976774817467e+09
1.260000000000000000e+02,5.416925246329606056e+09
1.265000000000000000e+02,5.321291201083518982e+09
1.270000000000000000e+02,5.227345587514260292e+09
1.275000000000000000e+02,5.135058509199491501e+09
1.280000000000000000e+02,5.044400771419126511e+09
1.285000000000000000e+02,4.955343524055380821e+09
1.290000000000000000e+02,4.867858594134793282e+09
1.295000000000000000e+02,4.781918141225925446e+09
1.300000000000000000e+02,4.697494978343209267e+09
1.305000000000000000e+02,4.614562239404908180e+09
1.310000000000000000e+02,4.533093688906084061e+09
1.315000000000000000e+02,4.453063401014749527e+09
1.320000000000000000e+02,4.374446058407008171e+09
1.325000000000000000e+02,4.297216642594094276e+09
1.330000000000000000e+02,4.221350722298972607e+09
1.335000000000000000e+02,4.146824154621213913e+09
1.340000000000000000e+02,4.073613363321089268e+09
1.345000000000000000e+02,4.001695050442969322e+09
1.350000000000000000e+02,3.931046464860136986e+09
1.355000000000000000e+02,3.861645123990675926e+09
1.360000000000000000e+02,3.793469072943861485e+09
1.365000000000000000e+02,3.726496615975332260e+09
1.370000000000000000e+02,3.660706566563963890e+09
1.375000000000000000e+02,3.596077988265483379e+09
1.380000000000000000e+02,3.532590436037235260e+09
1.385000000000000000e+02,3.470223706161316395e+09
1.390000000000000000e+02,3.408958069123538017e+09
1.395000000000000000e+02,3.348774028288661003e+09
1.400000000000000000e+02,3.289652544629147530e+09
1.405000000000000000e+02,3.231574803846192837e+09
1.410000000000000000e+02,3.174522433233498573e+09
1.415000000000000000e+02,3.118477276948523045e+09
1.420000000000000000e+02,3.063421605286528111e+09
1.425000000000000000e+02,3.009337897816811085e+09
1.430000000000000000e+02,2.956209045332651615e+09
1.435000000000000000e+02,2.904018140577264309e+09
1.440000000000000000e+02,2.852748673125975132e+09
1.445000000000000000e+02,2.802384327436268330e+09
1.450000000000000000e+02,2.752909170909546375e+09
1.455000000000000000e+02,2.704307459008958817e+09
1.460000000000000000e+02,2.656563816739430904e+09
1.465000000000000000e+02,2.609663050585915089e+09
1.470000000000000000e+02,2.563590323642049313e+09
1.475000000000000000e+02,2.518330974130121708e+09
1.480000000000000000e+02,2.473870684400639057e+09
1.485000000000000000e+02,2.430195305803666592e+09
1.490000000000000000e+02,2.387291021773811817e+09
1.495000000000000000e+02,2.345144178830650330e+09
1.500000000000000000e+02,2.303741443956122875e+09
1.505000000000000000e+02,2.263069641509546280e+09
1.510000000000000000e+02,2.223115905097173214e+09
1.515000000000000000e+02,2.183867520194794178e+09
1.520000000000000000e+02,2.145312070702216148e+09
1.525000000000000000e+02,2.107437287073712349e+09
1.530000000000000000e+02,2.070231187743429661e+09
1.535000000000000000e+02,2.033681932570918560e+09
1.540000000000000000e+02,1.997777959316986084e+09
1.545000000000000000e+02,1.962507842218284607e+09
1.550000000000000000e+02,1.927860423686831951e+09
1.555000000000000000e+02,1.893824677834157705e+09
1.560000000000000000e+02,1.860389837561649084e+09
1.565000000000000000e+02,1.827545262861031771e+09
1.570000000000000000e+02,1.795280563456851244e+09
1.575000000000000000e+02,1.763585471716128349e+09
1.580000000000000000e+02,1.732449960998642206e+09
1.585000000000000000e+02,1.701864123014448166e+09
1.590000000000000000e+02,1.671818282032180071e+09
1.595000000000000000e+02,1.642302876528764963e+09
1.600000000000000000e+02,1.613308569400706530e+09
1.605000000000000000e+02,1.584826133755778313e+09
1.610000000000000000e+02,1.556846559267172098e+09
1.615000000000000000e+02,1.529360941962215662e+09
1.620000000000000000e+02,1.502360586854372025e+09
1.625000000000000000e+02,1.475836901589096785e+09
1.630000000000000000e+02,1.449781495483956575e+09
1.635000000000000000e+02,1.424186076896631718e+09
1.640000000000000000e+02,1.399042548798863888e+09
1.645000000000000000e+02,1.374342909736336470e+09
1.650000000000000000e+02,1.350079346057760000e+09
1.655000000000000000e+02,1.326244136340922594e+09
1.660000000000000000e+02,1.302829740393975019e+09
1.665000000000000000e+02,1.279828707026344538e+09
1.670000000000000000e+02,1.257233759935184002e+09
1.675000000000000000e+02,1.235037708704087973e+09
1.680000000000000000e+02,1.213233531683715343e+09
1.685000000000000000e+02,1.191814290105344057e+09
1.690000000000000000e+02,1.170773208060866356e+09
1.695000000000000000e+02,1.150103589622165203e+09
1.700000000000000000e+02,1.129798896021999121e+09
1.705000000000000000e+02,1.109852665674006462e+09
1.710000000000000000e+02,1.090258588652438641e+09
1.715000000000000000e+02,1.071010429511277795e+09
1.720000000000000000e+02,1.052102099157354832e+09
1.725000000000000000e+02,1.033527580370614052e+09
1.730000000000000000e+02,1.015280997161843896e+09
1.735000000000000000e+02,9.973565428995555639e+08
1.740000000000000000e+02,9.797485472403564453e+08
1.745000000000000000e+02,9.624514067712204456e+08
1.750000000000000000e+02,9.454596495974527597e+08
1.755000000000000000e+02,9.287678684123203754e+08
1.760000000000000000e+02,9.123707828245892525e+08
1.765000000000000000e+02,8.962631747705594301e+08
1.770000000000000000e+02,8.804399486602863073e+08
1.775000000000000000e+02,8.648960690500417948e+08
1.780000000000000000e+02,8.496266186835592985e+08
1.785000000000000000e+02,8.346267383458124399e+08
1.790000000000000000e+02,8.198916828729526997e+08
1.795000000000000000e+02,8.054167631110652685e+08
1.800000000000000000e+02,7.911973999658895731e+08
1.805000000000000000e+02,7.772290683928825855e+08
1.810000000000000000e+02,7.635073495553258657e+08
1.815000000000000000e+02,7.500278767746059895e+08
1.820000000000000000e+02,7.367863858629094362e+08
1.825000000000000000e+02,7.237786629651163816e+08
1.830000000000000000e+02,7.110005931299699545e+08
1.835000000000000000e+02,6.984481099773808718e+08
1.840000000000000000e+02,6.861172425697199106e+08
1.845000000000000000e+02,6.740040668406485319e+08
1.850000000000000000e+02,6.621047508260266781e+08
1.855000000000000000e+02,6.504155077926194668e+08
1.860000000000000000e+02,6.389326398860300779e+08
1.865000000000000000e+02,6.276524928997918367e+08
1.870000000000000000e+02,6.165714983957250118e+08
1.875000000000000000e+02,6.056861300560053587e+08
1.880000000000000000e+02,5.949929443294068575e+08
1.885000000000000000e+02,5.844885383109451532e+08
1.890000000000000000e+02,5.741695889655982256e+08
1.895000000000000000e+02,5.640328124820626974e+08
1.900000000000000000e+02,5.540750021237361431e+08
1.905000000000000000e+02,5.442929890049966574e+08
1.910000000000000000e+02,5.346836786174899936e+08
1.915000000000000000e+02,5.252440129791470170e+08
1.920000000000000000e+02,5.159710058821368217e+08
1.925000000000000000e+02,5.068617063665791750e+08
1.930000000000000000e+02,4.979132327349025607e+08
1.935000000000000000e+02,4.891227373038901687e+08
1.940000000000000000e+02,4.804874392286162972e+08
1.945000000000000000e+02,4.720045904880872965e+08
1.950000000000000000e+02,4.636715075604173541e+08
1.955000000000000000e+02,4.554855385988923907e+08
1.960000000000000000e+02,4.474440939985887408e+08
1.965000000000000000e+02,4.395446147211979032e+08
1.970000000000000000e+02,4.317846017918851972e+08
1.975000000000000000e+02,4.241615857326717377e+08
1.980000000000000000e+02,4.166731550269716978e+08
1.985000000000000000e+02,4.093169266227344871e+08
1.990000000000000000e+02,4.020905734007898569e+08
1.995000000000000000e+02,3.949917957103108764e+08
2.000000000000000000e+02,3.880183478758318424e+08
2.005000000000000000e+02,3.811680107289028168e+08
2.010000000000000000e+02,3.744386171874238253e+08
2.015000000000000000e+02,3.678280257486277223e+08
2.020000000000000000e+02,3.613341451731976271e+08
2.025000000000000000e+02,3.549549089059324861e+08
2.030000000000000000e+02,3.486882988959788680e+08
2.035000000000000000e+02,3.425323209127134681e+08
2.040000000000000000e+02,3.364850275323222280e+08
2.045000000000000000e+02,3.305444943175687790e+08
2.050000000000000000e+02,3.247088419998980165e+08
2.055000000000000000e+02,3.189762134928563237e+08
2.060000000000000000e+02,3.133447952978732586e+08
2.065000000000000000e+02,3.078127953221587539e+08
2.070000000000000000e+02,3.023784635353321433e+08
2.075000000000000000e+02,2.970400705636413693e+08
2.080000000000000000e+02,2.917959276236580610e+08
2.085000000000000000e+02,2.866443658656489849e+08
2.090000000000000000e+02,2.815837556096390486e+08
2.095000000000000000e+02,2.766124864117149711e+08
2.100000000000000000e+02,2.717289856268725395e+08
2.105000000000000000e+02,2.669316991729525328e+08
2.110000000000000000e+02,2.622191094438316822e+08
2.115000000000000000e+02,2.575897167465756536e+08
2.120000000000000000e+02,2.530420565877102017e+08
2.125000000000000000e+02,2.485746817600311935e+08
2.130000000000000000e+02,2.441861790238956213e+08
2.135000000000000000e+02,2.398751518209517300e+08
2.140000000000000000e+02,2.356402363716243505e+08
2.145000000000000000e+02,2.314800849938234091e+08
2.150000000000000000e+02,2.273933816370552778e+08
2.155000000000000000e+02,2.233788257849371433e+08
2.160000000000000000e+02,2.194351474456511438e+08
2.165000000000000000e+02,2.155610916178327799e+08
2.170000000000000000e+02,2.117554327563946545e+08
2.175000000000000000e+02,2.080169597820718884e+08
2.180000000000000000e+02,2.043444900409761071e+08
2.185000000000000000e+02,2.007368548387718797e+08
2.190000000000000000e+02,1.971929129116787612e+08
2.195000000000000000e+02,1.937115364669176936e+08
2.200000000000000000e+02,1.902916241822596788e+08
2.205000000000000000e+02,1.869320877350235581e+08
2.210000000000000000e+02,1.836318643466712832e+08
2.215000000000000000e+02,1.803899037832589447e+08
2.220000000000000000e+02,1.772051804610008299e+08
2.225000000000000000e+02,1.740766809016739726e+08
2.230000000000000000e+02,1.710034154145159721e+08
2.235000000000000000e+02,1.679844059906609058e+08
2.240000000000000000e+02,1.650186975761981905e+08
2.245000000000000000e+02,1.621053463902748227e+08
2.250000000000000000e+02,1.592434308036234677e+08
2.255000000000000000e+02,1.564320400655041039e+08
2.260000000000000000e+02,1.536702848015087545e+08
2.265000000000000000e+02,1.509572861350338161e+08
2.270000000000000000e+02,1.482921858176863790e+08
2.275000000000000000e+02,1.456741357314794362e+08
2.280000000000000000e+02,1.431023076646976769e+08
2.285000000000000000e+02,1.405758831814914346e+08
2.290000000000000000e+02,1.380940630556098521e+08
2.295000000000000000e+02,1.356560574945353866e+08
2.300000000000000000e+02,1.332610952430585921e+08
2.305000000000000000e+02,1.309084141495446712e+08
2.310000000000000000e+02,1.285972699509048313e+08
2.315000000000000000e+02,1.263269271690210700e+08
2.320000000000000000e+02,1.240966675882644057e+08
2.325000000000000000e+02,1.219057814705233276e+08
2.330000000000000000e+02,1.197535757360286117e+08
2.335000000000000000e+02,1.176393654858354479e+08
2.340000000000000000e+02,1.155624818963384628e+08
2.345000000000000000e+02,1.135222640384470224e+08
2.350000000000000000e+02,1.115180664958108217e+08
2.355000000000000000e+02,1.095492514703048170e+08
2.360000000000000000e+02,1.076151961336348057e+08
2.365000000000000000e+02,1.057152850091118813e+08
2.370000000000000000e+02,1.038489170659691095e+08
2.375000000000000000e+02,1.020154983677558452e+08
2.380000000000000000e+02,1.002144489183701426e+08
2.385000000000000000e+02,9.844519556774194539e+07
2.390000000000000000e+02,9.670717861827038229e+07
2.395000000000000000e+02,9.499984497879146039e+07
2.400000000000000000e+02,9.332265453980557621e+07
2.405000000000000000e+02,9.167507356704023480e+07
2.410000000000000000e+02,9.005658085355956852e+07
2.415000000000000000e+02,8.846666134453682601e+07
2.420000000000000000e+02,8.690481207405452430e+07
2.425000000000000000e+02,8.537053601299491525e+07
2.430000000000000000e+02,8.386334779806613922e+07
2.435000000000000000e+02,8.238276779500204325e+07
2.440000000000000000e+02,8.092832762708579004e+07
2.445000000000000000e+02,7.949956444612385333e+07
2.450000000000000000e+02,7.809602626748420298e+07
2.455000000000000000e+02,7.671726644157285988e+07
2.460000000000000000e+02,7.536284880215814710e+07
2.465000000000000000e+02,7.403234233133262396e+07
2.470000000000000000e+02,7.272532612765818834e+07
2.475000000000000000e+02,7.144138425784164667e+07
2.480000000000000000e+02,7.018011055100645125e+07
2.485000000000000000e+02,6.894110363054762781e+07
2.490000000000000000e+02,6.772397154061524570e+07
2.495000000000000000e+02,6.652832695184259862e+07
2.500000000000000000e+02,6.535379162591372430e+07
2.505000000000000000e+02,6.419999178907991946e+07
2.510000000000000000e+02,6.306656244047776610e+07
2.515000000000000000e+02,6.195314288756173849e+07
2.520000000000000000e+02,6.085938090364122391e+07
2.525000000000000000e+02,5.978492841956246644e+07
2.530000000000000000e+02,5.872944553574165702e+07
2.535000000000000000e+02,5.769259636462776363e+07
2.540000000000000000e+02,5.667405290232393891e+07
2.545000000000000000e+02,5.567349101655443013e+07
2.550000000000000000e+02,5.469059418278825283e+07
2.555000000000000000e+02,5.372504961261790991e+07
2.560000000000000000e+02,5.277655185912746191e+07
2.565000000000000000e+02,5.184479908076888323e+07
2.570000000000000000e+02,5.092949652055079490e+07
2.575000000000000000e+02,5.003035290067030489e+07
2.580000000000000000e+02,4.914708377993830293e+07
2.585000000000000000e+02,4.827940807459077239e+07
2.590000000000000000e+02,4.742705129821204394e+07
2.595000000000000000e+02,4.658974220430955291e+07
2.600000000000000000e+02,4.576721591284740716e+07
2.605000000000000000e+02,4.495921067032307386e+07
2.610000000000000000e+02,4.416547086687969416e+07
2.615000000000000000e+02,4.338574390977247059e+07
2.620000000000000000e+02,4.261978313488903642e+07
2.625000000000000000e+02,4.186734478963733464e+07
2.630000000000000000e+02,4.112819084256950766e+07
2.635000000000000000e+02,4.040208607186159492e+07
2.640000000000000000e+02,3.968880077660728991e+07
2.645000000000000000e+02,3.898810796719390154e+07
2.650000000000000000e+02,3.829978598170723766e+07
2.655000000000000000e+02,3.762361577463785559e+07
2.660000000000000000e+02,3.695938344171785563e+07
2.665000000000000000e+02,3.630687760351606458e+07
2.670000000000000000e+02,3.566589184191147983e+07
2.675000000000000000e+02,3.503622217525647581e+07
2.680000000000000000e+02,3.441766940957940370e+07
2.685000000000000000e+02,3.381003670211111009e+07
2.690000000000000000e+02,3.321313183020102978e+07
2.695000000000000000e+02,3.262676484011455625e+07
2.700000000000000000e+02,3.205075023654233664e+07
2.705000000000000000e+02,3.148490471368424967e+07
2.710000000000000000e+02,3.092904926813103631e+07
2.715000000000000000e+02,3.038300700935497135e+07
2.720000000000000000e+02,2.984660519864562154e+07
2.725000000000000000e+02,2.931967313622820750e+07
2.730000000000000000e+02,2.880204412884139270e+07
2.735000000000000000e+02,2.829355345080152526e+07
2.740000000000000000e+02,2.779404024271982163e+07
2.745000000000000000e+02,2.730334554392461479e+07
2.750000000000000000e+02,2.682131412472786754e+07
2.755000000000000000e+02,2.634779258770798892e+07
2.760000000000000000e+02,2.588263113585138693e+07
2.765000000000000000e+02,2.542568174028588831e+07
2.770000000000000000e+02,2.497679984654147550e+07
2.775000000000000000e+02,2.453584260640878230e+07
2.780000000000000000e+02,2.410267052448466793e+07
2.785000000000000000e+02,2.367714575191152841e+07
2.790000000000000000e+02,2.325913367529764771e+07
2.795000000000000000e+02,2.284850127017161623e+07
2.800000000000000000e+02,2.244511863429422677e+07
2.805000000000000000e+02,2.204885739873807132e+07
2.810000000000000000e+02,2.165959220753715932e+07
2.815000000000000000e+02,2.127719918437499553e+07
2.820000000000000000e+02,2.090155736044992507e+07
2.825000000000000000e+02,2.053254719482554495e+07
2.830000000000000000e+02,2.017005195232409239e+07
2.835000000000000000e+02,1.981395627566111460e+07
2.840000000000000000e+02,1.946414751511585340e+07
2.845000000000000000e+02,1.912051435063783452e+07
2.850000000000000000e+02,1.878294807498189434e+07
2.855000000000000000e+02,1.845134126403783262e+07
2.860000000000000000e+02,1.812558901505870372e+07
2.865000000000000000e+02,1.780558766352581233e+07
2.870000000000000000e+02,1.749123597804193199e+07
2.875000000000000000e+02,1.718243392210300267e+07
2.880000000000000000e+02,1.687908380717290938e+07
2.885000000000000000e+02,1.658108909779023379e+07
2.890000000000000000e+02,1.628835552428813279e+07
2.895000000000000000e+02,1.600078992971958593e+07
2.900000000000000000e+02,1.571830134363465197e+07
2.905000000000000000e+02,1.544079986936059594e+07
