x,suppression_factor
1.845000000000000000e+02,2.974008630718245740e+02
1.850000000000000000e+02,3.027457376529205249e+02
1.855000000000000000e+02,3.081866726588575034e+02
1.860000000000000000e+02,3.137253893119059285e+02
1.865000000000000000e+02,3.193636502043360110e+02
1.870000000000000000e+02,3.251032389818270758e+02
1.875000000000000000e+02,3.309459821604200442e+02
1.880000000000000000e+02,3.368937280731072406e+02
1.885000000000000000e+02,3.429483694780178098e+02
1.890000000000000000e+02,3.491118217414656897e+02
1.895000000000000000e+02,3.553860462660639996e+02
1.900000000000000000e+02,3.617730278825395658e+02
1.905000000000000000e+02,3.682747991275127220e+02
1.910000000000000000e+02,3.748934168153823521e+02
1.915000000000000000e+02,3.816309871965865455e+02
1.920000000000000000e+02,3.884896416798217729e+02
1.925000000000000000e+02,3.954715629027159025e+02
1.930000000000000000e+02,4.025789595735673743e+02
1.935000000000000000e+02,4.098140934875208927e+02
1.940000000000000000e+02,4.171792534558944681e+02
1.945000000000000000e+02,4.246767833021480101e+02
1.950000000000000000e+02,4.323090548457080899e+02
1.955000000000000000e+02,4.400784969132631090e+02
1.960000000000000000e+02,4.479875673427948186e+02
1.965000000000000000e+02,4.560387830470251629e+02
1.970000000000000000e+02,4.642346910021184954e+02
1.975000000000000000e+02,4.725778994014370369e+02
1.980000000000000000e+02,4.810710475920947715e+02
1.985000000000000000e+02,4.897168383585608922e+02
1.990000000000000000e+02,4.985180067689069006e+02
1.995000000000000000e+02,5.074773536292365748e+02
2.000000000000000000e+02,5.165977132000818983e+02
2.005000000000000000e+02,5.258819878641227206e+02
2.010000000000000000e+02,5.353331146717551974e+02
2.015000000000000000e+02,5.449541012661035211e+02
2.020000000000000000e+02,5.547479912152990664e+02
2.025000000000000000e+02,5.647179012403803426e+02
2.030000000000000000e+02,5.748669852902833100e+02
2.035000000000000000e+02,5.851984731198797363e+02
2.040000000000000000e+02,5.957156330620796325e+02
2.045000000000000000e+02,6.064218120049761183e+02
2.050000000000000000e+02,6.173203968138063829e+02
2.055000000000000000e+02,6.284148557579444514e+02
2.060000000000000000e+02,6.397086985337557508e+02
