x,screening_profile_corrected
6.600000000000000000e+01,2.232989660288911082e+01
6.650000000000000000e+01,2.196185148884934790e+01
6.700000000000000000e+01,2.159866091967915125e+01
6.750000000000000000e+01,2.124031945014681000e+01
6.800000000000000000e+01,2.088681800629321472e+01
6.850000000000000000e+01,2.053814574663992332e+01
6.900000000000000000e+01,2.019428839998986547e+01
6.950000000000000000e+01,1.985523003294512989e+01
7.000000000000000000e+01,1.952095150206798024e+01
7.050000000000000000e+01,1.919143211607824284e+01
7.100000000000000000e+01,1.886664820891036953e+01
7.150000000000000000e+01,1.854657468755084082e+01
7.200000000000000000e+01,1.823118373016496108e+01
7.250000000000000000e+01,1.792044621303859842e+01
7.300000000000000000e+01,1.761433053577132313e+01
7.350000000000000000e+01,1.731280392314878824e+01
7.400000000000000000e+01,1.701583137743800123e+01
7.450000000000000000e+01,1.672337685319369172e+01
7.500000000000000000e+01,1.643540233496659653e+01
7.550000000000000000e+01,1.615186888500804940e+01
7.600000000000000000e+01,1.587273584322296038e+01
7.650000000000000000e+01,1.559796174946163916e+01
7.700000000000000000e+01,1.532750366131607755e+01
7.750000000000000000e+01,1.506131795416726860e+01
7.800000000000000000e+01,1.479935975142966420e+01
7.850000000000000000e+01,1.454158360675535455e+01
7.900000000000000000e+01,1.428794304056433262e+01
7.950000000000000000e+01,1.403839110980063509e+01
8.000000000000000000e+01,1.379288004402831369e+01
8.050000000000000000e+01,1.355136170890184388e+01
8.100000000000000000e+01,1.331378733473915510e+01
8.150000000000000000e+01,1.308010788042639483e+01
8.200000000000000000e+01,1.285027384717835908e+01
8.250000000000000000e+01,1.262423554996613184e+01
8.300000000000000000e+01,1.240194300911900349e+01
8.350000000000000000e+01,1.218334610337837631e+01
8.400000000000000000e+01,1.196838329135964685e+01
8.450000000000000000e+01,1.175709952632224820e+01
8.500000000000000000e+01,1.154953182382960719e+01
8.550000000000000000e+01,1.134562861328416616e+01
8.600000000000000000e+01,1.114532534080269066e+01
8.650000000000000000e+01,1.094855826364080542e+01
8.700000000000000000e+01,1.075526513516720151e+01
8.750000000000000000e+01,1.056538444348381667e+01
8.800000000000000000e+01,1.037885612044521366e+01
8.850000000000000000e+01,1.019562080692527140e+01
8.900000000000000000e+01,1.001562053702253685e+01
8.950000000000000000e+01,9.838798029040859205e+00
9.000000000000000000e+01,9.665097345749172675e+00
9.050000000000000000e+01,9.494463210176133927e+00
9.100000000000000000e+01,9.326841642762358831e+00
9.150000000000000000e+01,9.162179301100655593e+00
9.200000000000000000e+01,9.000424094789414298e+00
9.250000000000000000e+01,8.841524548280386142e+00
9.300000000000000000e+01,8.685430394213659255e+00
9.350000000000000000e+01,8.532091958564249623e+00
9.400000000000000000e+01,8.381460733211756775e+00
9.450000000000000000e+01,8.233488782605387968e+00
9.500000000000000000e+01,8.088129296295003101e+00
9.550000000000000000e+01,7.945336016361484788e+00
9.600000000000000000e+01,7.805063770610487950e+00
9.650000000000000000e+01,7.667267920041398455e+00
9.700000000000000000e+01,7.531904873380559806e+00
9.750000000000000000e+01,7.398931553887519108e+00
9.800000000000000000e+01,7.268305895880798673e+00
9.850000000000000000e+01,7.139986330204670217e+00
9.900000000000000000e+01,7.013932263377690823e+00
9.950000000000000000e+01,6.890103581066934879e+00
1.000000000000000000e+02,6.768461110467455022e+00
1.005000000000000000e+02,6.648966141153743514e+00
1.010000000000000000e+02,6.531580871277004263e+00
1.015000000000000000e+02,6.416267945185688326e+00
1.020000000000000000e+02,6.302990884006909766e+00
1.025000000000000000e+02,6.191713639449171858e+00
1.030000000000000000e+02,6.082401009314450491e+00
1.035000000000000000e+02,5.975018206916767660e+00
1.040000000000000000e+02,5.869531262052336551e+00
1.045000000000000000e+02,5.765906605487472802e+00
1.050000000000000000e+02,5.664111455895723957e+00
1.055000000000000000e+02,5.564113418887727924e+00
1.060000000000000000e+02,5.465880860406448605e+00
1.065000000000000000e+02,5.369382519790058872e+00
1.070000000000000000e+02,5.274587870099207265e+00
1.075000000000000000e+02,5.181466744721793916e+00
1.080000000000000000e+02,5.089989685089635785e+00
1.085000000000000000e+02,5.000127580351193757e+00
1.090000000000000000e+02,4.911852002918968729e+00
1.095000000000000000e+02,4.825134860752843480e+00
1.100000000000000000e+02,4.739948721164101819e+00
1.105000000000000000e+02,4.656266475268039606e+00
1.110000000000000000e+02,4.574061650455604422e+00
1.115000000000000000e+02,4.493308086589375527e+00
1.120000000000000000e+02,4.413980237539432139e+00
1.125000000000000000e+02,4.336052858711708424e+00
1.130000000000000000e+02,4.259501298030823335e+00
1.135000000000000000e+02,4.184301194404200785e+00
1.140000000000000000e+02,4.110428758521188719e+00
1.145000000000000000e+02,4.037860481870225726e+00
1.150000000000000000e+02,3.966573407710646038e+00
1.155000000000000000e+02,3.896544850273571559e+00
1.160000000000000000e+02,3.827752656250334340e+00
1.165000000000000000e+02,3.760174933820675136e+00
1.170000000000000000e+02,3.693790304989688078e+00
1.175000000000000000e+02,3.628577644099397759e+00
1.180000000000000000e+02,3.564516321334501470e+00
1.185000000000000000e+02,3.501585950385428969e+00
1.190000000000000000e+02,3.439766623431949277e+00
1.195000000000000000e+02,3.379038667637438653e+00
1.200000000000000000e+02,3.319382871908611143e+00
1.205000000000000000e+02,3.260780251911908678e+00
1.210000000000000000e+02,3.203212268897183357e+00
1.215000000000000000e+02,3.146660602937955353e+00
1.220000000000000000e+02,3.091107364096784327e+00
1.225000000000000000e+02,3.036534873601580919e+00
1.230000000000000000e+02,2.982925867620690230e+00
1.235000000000000000e+02,2.930263286097517739e+00
1.240000000000000000e+02,2.878530469393961067e+00
1.245000000000000000e+02,2.827710954515333164e+00
1.250000000000000000e+02,2.777788664871728486e+00
1.255000000000000000e+02,2.728747713634601446e+00
1.260000000000000000e+02,2.680572586856929007e+00
1.265000000000000000e+02,2.633247953711843170e+00
1.270000000000000000e+02,2.586758843204025382e+00
1.275000000000000000e+02,2.541090461049534177e+00
1.280000000000000000e+02,2.496228360202717766e+00
1.285000000000000000e+02,2.452158264144820521e+00
1.290000000000000000e+02,2.408866231442850392e+00
1.295000000000000000e+02,2.366338485222672539e+00
1.300000000000000000e+02,2.324561571968700502e+00
1.305000000000000000e+02,2.283522196965029671e+00
1.310000000000000000e+02,2.243207377537515868e+00
1.315000000000000000e+02,2.203604284254081502e+00
1.320000000000000000e+02,2.164700388803680209e+00
1.325000000000000000e+02,2.126483310754219147e+00
1.330000000000000000e+02,2.088940960256108426e+00
1.335000000000000000e+02,2.052061390163295140e+00
1.340000000000000000e+02,2.015832933742526478e+00
1.345000000000000000e+02,1.980244061969796743e+00
1.350000000000000000e+02,1.945283516420109216e+00
1.355000000000000000e+02,1.910940171558216383e+00
1.360000000000000000e+02,1.877203162977550077e+00
1.365000000000000000e+02,1.844061754510461393e+00
1.370000000000000000e+02,1.811505461979090015e+00
1.375000000000000000e+02,1.779523924956435188e+00
1.380000000000000000e+02,1.748107026186233481e+00
1.385000000000000000e+02,1.717244767832091679e+00
1.390000000000000000e+02,1.686927386717948618e+00
1.395000000000000000e+02,1.657145234908199871e+00
1.400000000000000000e+02,1.627888890915012210e+00
1.405000000000000000e+02,1.599149044457862878e+00
1.410000000000000000e+02,1.570916603778860221e+00
1.415000000000000000e+02,1.543182584435430771e+00
1.420000000000000000e+02,1.515938212859851308e+00
1.425000000000000000e+02,1.489174819043932452e+00
1.430000000000000000e+02,1.462883936474212554e+00
1.435000000000000000e+02,1.437057198572421202e+00
1.440000000000000000e+02,1.411686435133180151e+00
1.445000000000000000e+02,1.386763572388804766e+00
1.450000000000000000e+02,1.362280726071911641e+00
1.455000000000000000e+02,1.338230104977719881e+00
1.460000000000000000e+02,1.314604100769684036e+00
1.465000000000000000e+02,1.291395194916887368e+00
1.470000000000000000e+02,1.268596045356691349e+00
1.475000000000000000e+02,1.246199396689099848e+00
1.480000000000000000e+02,1.224198163806419659e+00
1.485000000000000000e+02,1.202585345230610780e+00
1.490000000000000000e+02,1.181354103816105283e+00
1.495000000000000000e+02,1.160497683120148116e+00
1.500000000000000000e+02,1.140009485281205270e+00
1.505000000000000000e+02,1.119882990316146465e+00
1.510000000000000000e+02,1.100111831273092644e+00
1.515000000000000000e+02,1.080689716353006924e+00
1.520000000000000000e+02,1.061610501432369125e+00
1.525000000000000000e+02,1.042868114910329380e+00
1.530000000000000000e+02,1.024456627693257627e+00
1.535000000000000000e+02,1.006370180672070624e+00
1.540000000000000000e+02,9.886030522574871249e-01
1.545000000000000000e+02,9.711495883954788244e-01
1.550000000000000000e+02,9.540042677389495296e-01
1.555000000000000000e+02,9.371616341124791028e-01
1.560000000000000000e+02,9.206163594031495645e-01
1.565000000000000000e+02,9.043631783888638198e-01
1.570000000000000000e+02,8.883969494281397372e-01
1.575000000000000000e+02,8.727125915692853786e-01
1.580000000000000000e+02,8.573051431161918812e-01
1.585000000000000000e+02,8.421697009385409327e-01
1.590000000000000000e+02,8.273014769879331043e-01
1.595000000000000000e+02,8.126957397320926368e-01
1.600000000000000000e+02,7.983478686930660650e-01
1.605000000000000000e+02,7.842532979310929964e-01
1.610000000000000000e+02,7.704075686740945450e-01
1.615000000000000000e+02,7.568062747794761513e-01
1.620000000000000000e+02,7.434451135217075013e-01
1.625000000000000000e+02,7.303198329628345364e-01
1.630000000000000000e+02,7.174262809626130721e-01
1.635000000000000000e+02,7.047603543909292112e-01
1.640000000000000000e+02,6.923180464226936781e-01
1.645000000000000000e+02,6.800953975277077568e-01
1.650000000000000000e+02,6.680885411103482108e-01
1.655000000000000000e+02,6.562936562146719499e-01
1.660000000000000000e+02,6.447070115668195323e-01
1.665000000000000000e+02,6.333249199353302439e-01
1.670000000000000000e+02,6.221437806321643560e-01
1.675000000000000000e+02,6.111600354703009552e-01
1.680000000000000000e+02,6.003702097773232493e-01
1.685000000000000000e+02,5.897708698943977534e-01
1.690000000000000000e+02,5.793586627544797807e-01
1.695000000000000000e+02,5.691302748687291357e-01
1.700000000000000000e+02,5.590824705195711619e-01
1.705000000000000000e+02,5.492120521824911394e-01
1.710000000000000000e+02,5.395158973824287774e-01
1.715000000000000000e+02,5.299909205007160562e-01
1.720000000000000000e+02,5.206341083415850779e-01
1.725000000000000000e+02,5.114424832757725747e-01
1.730000000000000000e+02,5.024131375622840068e-01
1.735000000000000000e+02,4.935431977818861005e-01
1.740000000000000000e+02,4.848298579576886258e-01
1.745000000000000000e+02,4.762703452333811871e-01
1.750000000000000000e+02,4.678619518346735506e-01
1.755000000000000000e+02,4.596020019487123687e-01
1.760000000000000000e+02,4.514878825669466633e-01
1.765000000000000000e+02,4.435170115236876098e-01
1.770000000000000000e+02,4.356868672595450298e-01
1.775000000000000000e+02,4.279949579785636282e-01
1.780000000000000000e+02,4.204388503700083324e-01
1.785000000000000000e+02,4.130161398449289645e-01
1.790000000000000000e+02,4.057244782527505422e-01
1.795000000000000000e+02,3.985615451594869407e-01
1.800000000000000000e+02,3.915250745943175681e-01
1.805000000000000000e+02,3.846128273329950109e-01
1.810000000000000000e+02,3.778226167083540976e-01
1.815000000000000000e+02,3.711522818637362775e-01
1.820000000000000000e+02,3.645997126601905336e-01
1.825000000000000000e+02,3.581628238659652075e-01
1.830000000000000000e+02,3.518395791920156390e-01
1.835000000000000000e+02,3.456279663848030870e-01
1.840000000000000000e+02,3.395260204206161925e-01
1.845000000000000000e+02,3.335317994700630062e-01
1.850000000000000000e+02,3.276434072806459485e-01
1.855000000000000000e+02,3.218589699824405126e-01
1.860000000000000000e+02,3.161766576873319412e-01
1.865000000000000000e+02,3.105946621064412105e-01
1.870000000000000000e+02,3.051112173934391603e-01
1.875000000000000000e+02,2.997245785453094835e-01
1.880000000000000000e+02,2.944330415161965919e-01
1.885000000000000000e+02,2.892349223740905972e-01
1.890000000000000000e+02,2.841285767107377125e-01
1.895000000000000000e+02,2.791123795277928310e-01
1.900000000000000000e+02,2.741847439674283682e-01
1.905000000000000000e+02,2.693441019024238048e-01
1.910000000000000000e+02,2.645889220112478402e-01
1.915000000000000000e+02,2.599176910474492175e-01
1.920000000000000000e+02,2.553289312821528934e-01
1.925000000000000000e+02,2.508211824289786618e-01
1.930000000000000000e+02,2.463930184760908804e-01
1.935000000000000000e+02,2.420430302437022452e-01
1.940000000000000000e+02,2.377698416270415116e-01
1.945000000000000000e+02,2.335720927643037403e-01
1.950000000000000000e+02,2.294484557111519940e-01
1.955000000000000000e+02,2.253976181977501991e-01
1.960000000000000000e+02,2.214182987546937376e-01
1.965000000000000000e+02,2.175092310385080552e-01
1.970000000000000000e+02,2.136691784282075124e-01
1.975000000000000000e+02,2.098969188993644042e-01
1.980000000000000000e+02,2.061912591098226388e-01
1.985000000000000000e+02,2.025510198031388875e-01
1.990000000000000000e+02,1.989750494013292348e-01
1.995000000000000000e+02,1.954622099191556939e-01
2.000000000000000000e+02,1.920113900811586394e-01
2.005000000000000000e+02,1.886214917289101567e-01
2.010000000000000000e+02,1.852914424789812997e-01
2.015000000000000000e+02,1.820201826059094641e-01
2.020000000000000000e+02,1.788066772571665630e-01
2.025000000000000000e+02,1.756499037951917974e-01
2.030000000000000000e+02,1.725488635848645702e-01
2.035000000000000000e+02,1.695025697785365049e-01
2.040000000000000000e+02,1.665100586909703528e-01
2.045000000000000000e+02,1.635703780118672457e-01
2.050000000000000000e+02,1.606825977827094631e-01
2.055000000000000000e+02,1.578457990218214702e-01
2.060000000000000000e+02,1.550590843170491784e-01
2.065000000000000000e+02,1.523215668489169838e-01
2.070000000000000000e+02,1.496323806125880174e-01
2.075000000000000000e+02,1.469906698251851052e-01
2.080000000000000000e+02,1.443955987900063798e-01
2.085000000000000000e+02,1.418463416745650851e-01
2.090000000000000000e+02,1.393420920295807552e-01
2.095000000000000000e+02,1.368820529247637141e-01
2.100000000000000000e+02,1.344654461346639629e-01
2.105000000000000000e+02,1.320915026196798348e-01
2.110000000000000000e+02,1.297594713904239860e-01
2.115000000000000000e+02,1.274686103218743427e-01
2.120000000000000000e+02,1.252181947075078905e-01
2.125000000000000000e+02,1.230075083949350306e-01
2.130000000000000000e+02,1.208358520406586784e-01
2.135000000000000000e+02,1.187025345559405698e-01
2.140000000000000000e+02,1.166068810726632043e-01
2.145000000000000000e+02,1.145482246885706906e-01
2.150000000000000000e+02,1.125259141543443892e-01
2.155000000000000000e+02,1.105393059077407064e-01
2.160000000000000000e+02,1.085877714916373415e-01
2.165000000000000000e+02,1.066706898669574216e-01
2.170000000000000000e+02,1.047874545711016542e-01
2.175000000000000000e+02,1.029374662999019835e-01
2.180000000000000000e+02,1.011201398155254227e-01
2.185000000000000000e+02,9.933489678804201251e-02
2.190000000000000000e+02,9.758117246156815250e-02
2.195000000000000000e+02,9.585840874636289421e-02
2.200000000000000000e+02,9.416606065167187900e-02
2.205000000000000000e+02,9.250358961958411730e-02
2.210000000000000000e+02,9.087046973274140460e-02
2.215000000000000000e+02,8.926618128149450826e-02
2.220000000000000000e+02,8.769021675435738350e-02
2.225000000000000000e+02,8.614207463029764644e-02
2.230000000000000000e+02,8.462126515953906358e-02
2.235000000000000000e+02,8.312730437310732190e-02
2.240000000000000000e+02,8.165971966131785331e-02
2.245000000000000000e+02,8.021804399297355337e-02
2.250000000000000000e+02,7.880182129861863782e-02
2.255000000000000000e+02,7.741060089205080430e-02
2.260000000000000000e+02,7.604394266517386369e-02
2.265000000000000000e+02,7.470141170474389747e-02
2.270000000000000000e+02,7.338258330541425067e-02
2.275000000000000000e+02,7.208703777488290054e-02
2.280000000000000000e+02,7.081436527149261029e-02
2.285000000000000000e+02,6.956416079118606099e-02
2.290000000000000000e+02,6.833602883580128240e-02
2.295000000000000000e+02,6.712957857547156848e-02
2.300000000000000000e+02,6.594442835354155652e-02
2.305000000000000000e+02,6.478020101827175470e-02
2.310000000000000000e+02,6.363652827009322333e-02
2.315000000000000000e+02,6.251304615669139864e-02
2.320000000000000000e+02,6.140939926811708749e-02
2.325000000000000000e+02,6.032523638953177225e-02
2.330000000000000000e+02,5.926021454949958328e-02
2.335000000000000000e+02,5.821399482487633198e-02
2.340000000000000000e+02,5.718624624742071894e-02
2.345000000000000000e+02,5.617664175550246553e-02
2.350000000000000000e+02,5.518486196399124966e-02
2.355000000000000000e+02,5.421059125764553233e-02
2.360000000000000000e+02,5.325352142906431691e-02
2.365000000000000000e+02,5.231334790879809543e-02
2.370000000000000000e+02,5.138977327598090450e-02
2.375000000000000000e+02,5.048250362037850353e-02
2.380000000000000000e+02,4.959125193015658656e-02
2.385000000000000000e+02,4.871573458124869166e-02
2.390000000000000000e+02,4.785567460656047628e-02
2.395000000000000000e+02,4.701079830820157485e-02
2.400000000000000000e+02,4.618083841227530600e-02
2.405000000000000000e+02,4.536553079967454299e-02
2.410000000000000000e+02,4.456461755046113582e-02
2.415000000000000000e+02,4.377784378907626645e-02
2.420000000000000000e+02,4.300496062217375182e-02
2.425000000000000000e+02,4.224572209424060781e-02
2.430000000000000000e+02,4.149988802261309062e-02
2.435000000000000000e+02,4.076722105964339371e-02
2.440000000000000000e+02,4.004748942849681997e-02
2.445000000000000000e+02,3.934046408813566403e-02
2.450000000000000000e+02,3.864592137336999439e-02
2.455000000000000000e+02,3.796364025906038414e-02
2.460000000000000000e+02,3.729340490777312278e-02
2.465000000000000000e+02,3.663500202972948261e-02
2.470000000000000000e+02,3.598822334129891248e-02
2.475000000000000000e+02,3.535286301734388847e-02
2.480000000000000000e+02,3.472872006367166281e-02
2.485000000000000000e+02,3.411559585854102850e-02
2.490000000000000000e+02,3.351329644208382585e-02
2.495000000000000000e+02,3.292163014385320746e-02
2.500000000000000000e+02,3.234040979212077921e-02
2.505000000000000000e+02,3.176945042445507988e-02
2.510000000000000000e+02,3.120857141969852339e-02
2.515000000000000000e+02,3.065759428867025765e-02
2.520000000000000000e+02,3.011634473152893787e-02
2.525000000000000000e+02,2.958465050579573569e-02
2.530000000000000000e+02,2.906234341171430591e-02
2.535000000000000000e+02,2.854925723488798556e-02
2.540000000000000000e+02,2.804522966215676483e-02
2.545000000000000000e+02,2.755010029623743140e-02
2.550000000000000000e+02,2.706371250454927407e-02
2.555000000000000000e+02,2.658591150333721245e-02
2.560000000000000000e+02,2.611654614179291858e-02
2.565000000000000000e+02,2.565546705322914109e-02
2.570000000000000000e+02,2.520252837676078411e-02
2.575000000000000000e+02,2.475758597318376136e-02
2.580000000000000000e+02,2.432049908640131902e-02
2.585000000000000000e+02,2.389112862174292209e-02
2.590000000000000000e+02,2.346933874924455460e-02
2.595000000000000000e+02,2.305499524222240706e-02
2.600000000000000000e+02,2.264796702444213036e-02
2.605000000000000000e+02,2.224812456683853204e-02
2.610000000000000000e+02,2.185534138053755668e-02
2.615000000000000000e+02,2.146949246968702513e-02
2.620000000000000000e+02,2.109045577222633944e-02
2.625000000000000000e+02,2.071811066686451638e-02
2.630000000000000000e+02,2.035233936342634858e-02
2.635000000000000000e+02,1.999302546208268916e-02
2.640000000000000000e+02,1.964005529503776160e-02
2.645000000000000000e+02,1.929331653618300557e-02
2.650000000000000000e+02,1.895269949582848584e-02
2.655000000000000000e+02,1.861809577901557197e-02
2.660000000000000000e+02,1.828939953493581225e-02
2.665000000000000000e+02,1.796650616219950397e-02
2.670000000000000000e+02,1.764931351452782640e-02
2.675000000000000000e+02,1.733772065133400500e-02
2.680000000000000000e+02,1.703162900121902440e-02
2.685000000000000000e+02,1.673094115627953363e-02
2.690000000000000000e+02,1.643556199488393696e-02
2.695000000000000000e+02,1.614539751817667054e-02
2.700000000000000000e+02,1.586035593355979503e-02
2.705000000000000000e+02,1.558034653191688393e-02
2.710000000000000000e+02,1.530528073317530269e-02
2.715000000000000000e+02,1.503507100282461262e-02
2.720000000000000000e+02,1.476963186088663636e-02
2.725000000000000000e+02,1.450887883635317704e-02
2.730000000000000000e+02,1.425272944084449503e-02
2.735000000000000000e+02,1.400110215963924765e-02
2.740000000000000000e+02,1.375391739125721678e-02
2.745000000000000000e+02,1.351109647380082518e-02
2.750000000000000000e+02,1.327256259165466613e-02
2.755000000000000000e+02,1.303823983590279671e-02
2.760000000000000000e+02,1.280805407929589725e-02
2.765000000000000000e+02,1.258193206955177806e-02
2.770000000000000000e+02,1.235980227370070579e-02
2.775000000000000000e+02,1.214159400311829416e-02
2.780000000000000000e+02,1.192723822832072143e-02
2.785000000000000000e+02,1.171666673461938674e-02
2.790000000000000000e+02,1.150981290840025380e-02
2.795000000000000000e+02,1.130661092232858149e-02
2.800000000000000000e+02,1.110699649411034211e-02
2.805000000000000000e+02,1.091090610021287766e-02
2.810000000000000000e+02,1.071827770807144697e-02
2.815000000000000000e+02,1.052905001732781440e-02
2.820000000000000000e+02,1.034316316641128303e-02
2.825000000000000000e+02,1.016055800033215280e-02
2.830000000000000000e+02,9.981176752534086719e-03
2.835000000000000000e+02,9.804962338313061992e-03
2.840000000000000000e+02,9.631859012806514089e-03
2.845000000000000000e+02,9.461811689140967041e-03
2.850000000000000000e+02,9.294766573393096337e-03
2.855000000000000000e+02,9.130670506600593525e-03
2.860000000000000000e+02,8.969471577501081372e-03
2.865000000000000000e+02,8.811118487571059643e-03
2.870000000000000000e+02,8.655561142320390700e-03
2.875000000000000000e+02,8.502750038553393008e-03
2.880000000000000000e+02,8.352636834969404470e-03
2.885000000000000000e+02,8.205173760868307228e-03
2.890000000000000000e+02,8.060314166781407108e-03
2.895000000000000000e+02,7.918011953870870284e-03
2.900000000000000000e+02,7.778222105289825904e-03
