x,current_density
2.140000000000000000e+02,2.749702592368777990e+08
2.145000000000000000e+02,2.699654345324369669e+08
2.150000000000000000e+02,2.650517068140730560e+08
2.155000000000000000e+02,2.602274129653536081e+08
2.160000000000000000e+02,2.554909301101295054e+08
2.165000000000000000e+02,2.508406551228473485e+08
2.170000000000000000e+02,2.462750236667151153e+08
2.175000000000000000e+02,2.417924904431052506e+08
2.180000000000000000e+02,2.373915475429882705e+08
2.185000000000000000e+02,2.330707054087665081e+08
2.190000000000000000e+02,2.288285105237465501e+08
2.195000000000000000e+02,2.246635270607057214e+08
2.200000000000000000e+02,2.205743539332809448e+08
2.205000000000000000e+02,2.165596071064965129e+08
2.210000000000000000e+02,2.126179360330860317e+08
2.215000000000000000e+02,2.087480066021037996e+08
2.220000000000000000e+02,2.049485169823660851e+08
2.225000000000000000e+02,2.012181811861292720e+08
2.230000000000000000e+02,1.975557443410365283e+08
2.235000000000000000e+02,1.939599668466768563e+08
2.240000000000000000e+02,1.904296390956515372e+08
2.245000000000000000e+02,1.869635662016276419e+08
2.250000000000000000e+02,1.835605821893957853e+08
2.255000000000000000e+02,1.802195352738033533e+08
2.260000000000000000e+02,1.769393015379576385e+08
2.265000000000000000e+02,1.737187707431679070e+08
2.270000000000000000e+02,1.705568595137573779e+08
2.275000000000000000e+02,1.674524976588596702e+08
2.280000000000000000e+02,1.644046408816367388e+08
2.285000000000000000e+02,1.614122575944671333e+08
2.290000000000000000e+02,1.584743411697244942e+08
2.295000000000000000e+02,1.555898972305603027e+08
2.300000000000000000e+02,1.527579554597802460e+08
2.305000000000000000e+02,1.499775573490654230e+08
2.310000000000000000e+02,1.472477675818866193e+08
2.315000000000000000e+02,1.445676622246279120e+08
2.320000000000000000e+02,1.419363396989032924e+08
2.325000000000000000e+02,1.393529093986429572e+08
2.330000000000000000e+02,1.368165022666236758e+08
2.335000000000000000e+02,1.343262598221515715e+08
2.340000000000000000e+02,1.318813443560830206e+08
2.345000000000000000e+02,1.294809283542943001e+08
2.350000000000000000e+02,1.271242043249536306e+08
2.355000000000000000e+02,1.248103746035007089e+08
2.360000000000000000e+02,1.225386608254358172e+08
2.365000000000000000e+02,1.203082940990477502e+08
2.370000000000000000e+02,1.181185241365063488e+08
2.375000000000000000e+02,1.159686097810734212e+08
2.380000000000000000e+02,1.138578278088245988e+08
2.385000000000000000e+02,1.117854637975564599e+08
2.390000000000000000e+02,1.097508206110183597e+08
2.395000000000000000e+02,1.077532095971905440e+08
2.400000000000000000e+02,1.057919587664780766e+08
2.405000000000000000e+02,1.038664043074791729e+08
2.410000000000000000e+02,1.019758984701804668e+08
2.415000000000000000e+02,1.001198013877631426e+08
2.420000000000000000e+02,9.829748867544057965e+07
2.425000000000000000e+02,9.650834354726319015e+07
2.430000000000000000e+02,9.475176414085550606e+07
2.435000000000000000e+02,9.302715591857871413e+07
2.440000000000000000e+02,9.133393872805440426e+07
2.445000000000000000e+02,8.967153947742758691e+07
2.450000000000000000e+02,8.803939894120770693e+07
2.455000000000000000e+02,8.643696469974491000e+07
2.460000000000000000e+02,8.486369769957512617e+07
2.465000000000000000e+02,8.331906544757895172e+07
2.470000000000000000e+02,8.180254833468627930e+07
2.475000000000000000e+02,8.031363307553105056e+07
2.480000000000000000e+02,7.885181880405130982e+07
2.485000000000000000e+02,7.741661074978446960e+07
2.490000000000000000e+02,7.600752611359080672e+07
2.495000000000000000e+02,7.462408797205337882e+07
2.500000000000000000e+02,7.326583094125615060e+07
2.505000000000000000e+02,7.193229530106061697e+07
2.510000000000000000e+02,7.062303245458355546e+07
2.515000000000000000e+02,6.933759926441903412e+07
2.520000000000000000e+02,6.807556331518548727e+07
2.525000000000000000e+02,6.683649745404792577e+07
2.530000000000000000e+02,6.561998486343751848e+07
2.535000000000000000e+02,6.442561379850485176e+07
2.540000000000000000e+02,6.325298247685953230e+07
2.545000000000000000e+02,6.210169400585062057e+07
2.550000000000000000e+02,6.097136109592678398e+07
2.555000000000000000e+02,5.986160117089649290e+07
2.560000000000000000e+02,5.877204091127096117e+07
2.565000000000000000e+02,5.770231154090390354e+07
2.570000000000000000e+02,5.665205320644980669e+07
2.575000000000000000e+02,5.562091043402117491e+07
2.580000000000000000e+02,5.460853635067366809e+07
2.585000000000000000e+02,5.361458830494789034e+07
2.590000000000000000e+02,5.263873193607988954e+07
2.595000000000000000e+02,5.168063695251595229e+07
2.600000000000000000e+02,5.073998105434107035e+07
2.605000000000000000e+02,4.981644586406850815e+07
2.610000000000000000e+02,4.890972070758097619e+07
2.615000000000000000e+02,4.801949869170206040e+07
2.620000000000000000e+02,4.714548034875376523e+07
2.625000000000000000e+02,4.628736985561529547e+07
2.630000000000000000e+02,4.544487854681637883e+07
2.635000000000000000e+02,4.461772126997981966e+07
2.640000000000000000e+02,4.380561977219272405e+07
2.645000000000000000e+02,4.300829918691320717e+07
2.650000000000000000e+02,4.222549129819056392e+07
2.655000000000000000e+02,4.145693115429412574e+07
2.660000000000000000e+02,4.070236021418851614e+07
2.665000000000000000e+02,3.996152308331346512e+07
2.670000000000000000e+02,3.923417054656148702e+07
2.675000000000000000e+02,3.852005642180257291e+07
2.680000000000000000e+02,3.781894048345820606e+07
2.685000000000000000e+02,3.713058542952369153e+07
2.690000000000000000e+02,3.645475969968490303e+07
2.695000000000000000e+02,3.579123455174422264e+07
2.700000000000000000e+02,3.513978677808399498e+07
2.705000000000000000e+02,3.450019588754979521e+07
2.710000000000000000e+02,3.387224672392725199e+07
2.715000000000000000e+02,3.325572674947872013e+07
2.720000000000000000e+02,3.265042856896807253e+07
2.725000000000000000e+02,3.205614731118382514e+07
2.730000000000000000e+02,3.147268306191899627e+07
2.735000000000000000e+02,3.089983833994623646e+07
2.740000000000000000e+02,3.033742044223675877e+07
2.745000000000000000e+02,2.978523901098053157e+07
2.750000000000000000e+02,2.924310829420996085e+07
2.755000000000000000e+02,2.871084480058093369e+07
2.760000000000000000e+02,2.818826947845276445e+07
2.765000000000000000e+02,2.767520545526449010e+07
2.770000000000000000e+02,2.717148013801239803e+07
2.775000000000000000e+02,2.667692303417013213e+07
2.780000000000000000e+02,2.619136777639911324e+07
2.785000000000000000e+02,2.571465002207102254e+07
2.790000000000000000e+02,2.524660940494417772e+07
2.795000000000000000e+02,2.478708751045310497e+07
2.800000000000000000e+02,2.433592975698525831e+07
2.805000000000000000e+02,2.389298344420466945e+07
2.810000000000000000e+02,2.345809956646849215e+07
2.815000000000000000e+02,2.303113093155021593e+07
2.820000000000000000e+02,2.261193390864382684e+07
2.825000000000000000e+02,2.220036661494726315e+07
2.830000000000000000e+02,2.179629060061365739e+07
2.835000000000000000e+02,2.139956910074720904e+07
2.840000000000000000e+02,2.101006865957590193e+07
2.845000000000000000e+02,2.062765744550035521e+07
2.850000000000000000e+02,2.025220681668033823e+07
2.855000000000000000e+02,1.988358969686212018e+07
2.860000000000000000e+02,1.952168208449218422e+07
2.865000000000000000e+02,1.916636148713063821e+07
2.870000000000000000e+02,1.881750837612919882e+07
2.875000000000000000e+02,1.847500467751741409e+07
2.880000000000000000e+02,1.813873517420841381e+07
2.885000000000000000e+02,1.780858605132097006e+07
2.890000000000000000e+02,1.748444624780574813e+07
2.895000000000000000e+02,1.716620605423957482e+07
2.900000000000000000e+02,1.685375841569668800e+07
