x,oxygen_diffusion_profile
1.790000000000000000e+02,8.121428245762000619e-16
1.795000000000000000e+02,6.729840256032784259e-16
1.800000000000000000e+02,5.573813904039336067e-16
1.805000000000000000e+02,4.613978439048884576e-16
1.810000000000000000e+02,3.817456232033063171e-16
1.815000000000000000e+02,3.156806805800386358e-16
1.820000000000000000e+02,2.609140081414256634e-16
1.825000000000000000e+02,2.155372143985992980e-16
1.830000000000000000e+02,1.779600973761898278e-16
1.835000000000000000e+02,1.468583099593468842e-16
1.840000000000000000e+02,1.211295105901374484e-16
1.845000000000000000e+02,9.985664417710567268e-17
1.850000000000000000e+02,8.227721106351222154e-17
1.855000000000000000e+02,6.775756197277607809e-17
1.860000000000000000e+02,5.577140900744564123e-17
1.865000000000000000e+02,4.588187127060385876e-17
1.870000000000000000e+02,3.772648212168763079e-17
1.875000000000000000e+02,3.100467654579343051e-17
1.880000000000000000e+02,2.546735421793878245e-17
1.885000000000000000e+02,2.090817879853224377e-17
1.890000000000000000e+02,1.715632868465478663e-17
1.895000000000000000e+02,1.407046045885836233e-17
1.900000000000000000e+02,1.153368497485677053e-17
1.905000000000000000e+02,9.449388542558318790e-18
1.910000000000000000e+02,7.737758992331811840e-18
1.915000000000000000e+02,6.332899329789540024e-18
1.920000000000000000e+02,5.180430930491454272e-18
1.925000000000000000e+02,4.235504354099965686e-18
1.930000000000000000e+02,3.461149373729983234e-18
1.935000000000000000e+02,2.826907135433296900e-18
1.940000000000000000e+02,2.307696836449885041e-18
1.945000000000000000e+02,1.882877235254602855e-18
1.950000000000000000e+02,1.535469930990218098e-18
1.955000000000000000e+02,1.251516884547248125e-18
1.960000000000000000e+02,1.019549274921932416e-18
1.965000000000000000e+02,8.301486409896877223e-19
1.970000000000000000e+02,6.755844751732936756e-19
1.975000000000000000e+02,5.495151163508260709e-19
1.980000000000000000e+02,4.467410225776736701e-19
1.985000000000000000e+02,3.630013634424783387e-19
1.990000000000000000e+02,2.948064188615224843e-19
1.995000000000000000e+02,2.392995575308691711e-19
2.000000000000000000e+02,1.941436373647530177e-19
2.005000000000000000e+02,1.574275582420566779e-19
2.010000000000000000e+02,1.275894345116152776e-19
2.015000000000000000e+02,1.033534662465106085e-19
2.020000000000000000e+02,8.367809528893764143e-20
2.025000000000000000e+02,6.771345229917308541e-20
2.030000000000000000e+02,5.476644899829783143e-20
2.035000000000000000e+02,4.427215781213901427e-20
2.040000000000000000e+02,3.577035937631582394e-20
2.045000000000000000e+02,2.888633533367737480e-20
2.050000000000000000e+02,2.331514660405047168e-20
2.055000000000000000e+02,1.880877170026922924e-20
2.060000000000000000e+02,1.516559057973074005e-20
2.065000000000000000e+02,1.222179100607364370e-20
2.070000000000000000e+02,9.844349811123353278e-21
2.075000000000000000e+02,7.925303579835180512e-21
2.080000000000000000e+02,6.377074440614799908e-21
2.085000000000000000e+02,5.128658743696638999e-21
2.090000000000000000e+02,4.122521035510982300e-21
2.095000000000000000e+02,3.312064197991377874e-21
2.100000000000000000e+02,2.659570002526936163e-21
2.105000000000000000e+02,2.134523524532450210e-21
2.110000000000000000e+02,1.712250616250239157e-21
2.115000000000000000e+02,1.372810553111782156e-21
2.120000000000000000e+02,1.100096556559678463e-21
2.125000000000000000e+02,8.811055690146444765e-22
2.130000000000000000e+02,7.053457568911095042e-22
2.135000000000000000e+02,5.643560270392154368e-22
2.140000000000000000e+02,4.513165926440579840e-22
2.145000000000000000e+02,3.607335072072654337e-22
2.150000000000000000e+02,2.881832565737412396e-22
2.155000000000000000e+02,2.301060878677481072e-22
2.160000000000000000e+02,1.836388664300992209e-22
2.165000000000000000e+02,1.464799741873518231e-22
2.170000000000000000e+02,1.167801665032931295e-22
2.175000000000000000e+02,9.305444779113344896e-23
2.180000000000000000e+02,7.411095677913357796e-23
2.185000000000000000e+02,5.899360943350358618e-23
2.190000000000000000e+02,4.693586314882385739e-23
2.195000000000000000e+02,3.732346608125015945e-23
2.200000000000000000e+02,2.966446180360093102e-23
2.205000000000000000e+02,2.356504926526354509e-23
2.210000000000000000e+02,1.871016559570772717e-23
2.215000000000000000e+02,1.484787622437435293e-23
2.220000000000000000e+02,1.177683258004758583e-23
2.225000000000000000e+02,9.336200002357883909e-24
2.230000000000000000e+02,7.397573735548825973e-24
2.235000000000000000e+02,5.858494098160588189e-24
2.240000000000000000e+02,4.637247294626475301e-24
2.245000000000000000e+02,3.668699239924106908e-24
2.250000000000000000e+02,2.900958955502312723e-24
2.255000000000000000e+02,2.292707795915826506e-24
2.260000000000000000e+02,1.811062792285333234e-24
2.265000000000000000e+02,1.429868219878550204e-24
2.270000000000000000e+02,1.128330303465267134e-24
2.275000000000000000e+02,8.899267301660584199e-25
2.280000000000000000e+02,7.015361261735829573e-25
2.285000000000000000e+02,5.527435028073679561e-25
2.290000000000000000e+02,4.352863998066207626e-25
2.295000000000000000e+02,3.426134625051391049e-25
2.300000000000000000e+02,2.695328181086887449e-25
2.305000000000000000e+02,2.119321339601595181e-25
2.310000000000000000e+02,1.665558646649998041e-25
2.315000000000000000e+02,1.308281004196641712e-25
2.320000000000000000e+02,1.027117569961473857e-25
2.325000000000000000e+02,8.059671227491094387e-26
2.330000000000000000e+02,6.321098649896641592e-26
2.335000000000000000e+02,4.955025716387787513e-26
2.340000000000000000e+02,3.882195385393935197e-26
2.345000000000000000e+02,3.040094094795963926e-26
2.350000000000000000e+02,2.379440514767056324e-26
2.355000000000000000e+02,1.861405088753387486e-26
2.360000000000000000e+02,1.455409446129338250e-26
2.365000000000000000e+02,1.137385686604221145e-26
2.370000000000000000e+02,8.884001718195095765e-27
2.375000000000000000e+02,6.935660789784305300e-27
2.380000000000000000e+02,5.411845874139052586e-27
2.385000000000000000e+02,4.220669917127874036e-27
2.390000000000000000e+02,3.289999119099386175e-27
2.395000000000000000e+02,2.563236197145600316e-27
2.400000000000000000e+02,1.995997328673966298e-27
2.405000000000000000e+02,1.553494772640590022e-27
2.410000000000000000e+02,1.208476414020017738e-27
2.415000000000000000e+02,9.396045966115328402e-28
2.420000000000000000e+02,7.301812693786270182e-28
2.425000000000000000e+02,5.671460021664765360e-28
2.430000000000000000e+02,4.402888862584101584e-28
2.435000000000000000e+02,3.416325656443055090e-28
2.440000000000000000e+02,2.649473152608834997e-28
2.445000000000000000e+02,2.053707244665277369e-28
2.450000000000000000e+02,1.591095797621719580e-28
2.455000000000000000e+02,1.232063052543408053e-28
2.460000000000000000e+02,9.535607826342695556e-29
2.465000000000000000e+02,7.376370141221119041e-29
2.470000000000000000e+02,5.703164833166455058e-29
2.475000000000000000e+02,4.407253989750014252e-29
2.480000000000000000e+02,3.404075620060149153e-29
2.485000000000000000e+02,2.627902893600017106e-29
2.490000000000000000e+02,2.027675492130544956e-29
2.495000000000000000e+02,1.563747565523617434e-29
2.500000000000000000e+02,1.205352096401962847e-29
2.505000000000000000e+02,9.286249025275312018e-30
2.510000000000000000e+02,7.150655775020596705e-30
2.515000000000000000e+02,5.503393890616108072e-30
2.520000000000000000e+02,4.233450954141696008e-30
2.525000000000000000e+02,3.254900440239113641e-30
2.530000000000000000e+02,2.501267600149459497e-30
2.535000000000000000e+02,1.921152805648989407e-30
2.540000000000000000e+02,1.474833506493944089e-30
2.545000000000000000e+02,1.131627382787651912e-30
2.550000000000000000e+02,8.678472609542833655e-31
2.555000000000000000e+02,6.652158291120677198e-31
2.560000000000000000e+02,5.096374249465224738e-31
2.565000000000000000e+02,3.902469719661352019e-31
2.570000000000000000e+02,2.986739146947914271e-31
2.575000000000000000e+02,2.284728510915350955e-31
2.580000000000000000e+02,1.746833429898844157e-31
2.585000000000000000e+02,1.334897765452756584e-31
2.590000000000000000e+02,1.019586713545266498e-31
2.595000000000000000e+02,7.783591060156716201e-32
2.600000000000000000e+02,5.939030661318477759e-32
2.605000000000000000e+02,4.529297732464609044e-32
2.610000000000000000e+02,3.452438492252152864e-32
2.615000000000000000e+02,2.630273079168587043e-32
2.620000000000000000e+02,2.002882960639889166e-32
2.625000000000000000e+02,1.524369244234027066e-32
2.630000000000000000e+02,1.159590610821768435e-32
2.635000000000000000e+02,8.816559470822544650e-33
2.640000000000000000e+02,6.699980882903400247e-33
2.645000000000000000e+02,5.088947719708390138e-33
2.650000000000000000e+02,3.863335733131425793e-33
2.655000000000000000e+02,2.931412810046536025e-33
2.660000000000000000e+02,2.223164571500708046e-33
2.665000000000000000e+02,1.685180318400512962e-33
2.670000000000000000e+02,1.276736605341923323e-33
2.675000000000000000e+02,9.667995543769587349e-34
2.680000000000000000e+02,7.317315908139395955e-34
2.685000000000000000e+02,5.535379916929960737e-34
2.690000000000000000e+02,4.185268843682181983e-34
2.695000000000000000e+02,3.162857446408308824e-34
2.700000000000000000e+02,2.389000497145001411e-34
2.705000000000000000e+02,1.803571065345165310e-34
2.710000000000000000e+02,1.360914085174368117e-34
2.715000000000000000e+02,1.026381043396054210e-34
2.720000000000000000e+02,7.736900873535508729e-35
2.725000000000000000e+02,5.829159963073427151e-35
2.730000000000000000e+02,4.389605363183075326e-35
2.735000000000000000e+02,3.303890000498880643e-35
2.740000000000000000e+02,2.485457332114959412e-35
2.745000000000000000e+02,1.868821013763304098e-35
2.750000000000000000e+02,1.404461387260688619e-35
2.755000000000000000e+02,1.054951830953037652e-35
2.760000000000000000e+02,7.920201344803466552e-36
2.765000000000000000e+02,5.943203669678304718e-36
2.770000000000000000e+02,4.457443406658506593e-36
2.775000000000000000e+02,3.341426629632905736e-36
2.780000000000000000e+02,2.503565291171795914e-36
2.785000000000000000e+02,1.874851392274624275e-36
2.790000000000000000e+02,1.403316871170386657e-36
2.795000000000000000e+02,1.049846118026620319e-36
2.800000000000000000e+02,7.850125221949508077e-37
2.805000000000000000e+02,5.866898761062096226e-37
2.810000000000000000e+02,4.382497831895865090e-37
2.815000000000000000e+02,3.272020125505087309e-37
2.820000000000000000e+02,2.441694908529388544e-37
2.825000000000000000e+02,1.821159729720360922e-37
2.830000000000000000e+02,1.357644058402128868e-37
2.835000000000000000e+02,1.011591302825970327e-37
2.840000000000000000e+02,7.533652149212399105e-38
2.845000000000000000e+02,5.607733789061479808e-38
2.850000000000000000e+02,4.172060487385048382e-38
2.855000000000000000e+02,3.102381640678669710e-38
2.860000000000000000e+02,2.305798220065760068e-38
2.865000000000000000e+02,1.712887598496219123e-38
2.870000000000000000e+02,1.271797459104004929e-38
2.875000000000000000e+02,9.438187449326362571e-39
2.880000000000000000e+02,7.000689835216711085e-39
2.885000000000000000e+02,5.190087775808762759e-39
2.890000000000000000e+02,3.845831320040893241e-39
