x,current_suppression_factor
6.600000000000000000e+01,2.305232563466263596e+00
6.650000000000000000e+01,2.310790485880784839e+00
6.700000000000000000e+01,2.316106650905401132e+00
6.750000000000000000e+01,2.321192571581122799e+00
6.800000000000000000e+01,2.326059078454664419e+00
6.850000000000000000e+01,2.330717208687692388e+00
6.900000000000000000e+01,2.335177300861575933e+00
6.950000000000000000e+01,2.339451141281951418e+00
7.000000000000000000e+01,2.342966414087320537e+00
7.050000000000000000e+01,2.344270948288372125e+00
7.100000000000000000e+01,2.345576228516561113e+00
7.150000000000000000e+01,2.346882215829429352e+00
7.200000000000000000e+01,2.348188950000429376e+00
7.250000000000000000e+01,2.349496392043725290e+00
7.300000000000000000e+01,2.350804581777073299e+00
7.350000000000000000e+01,2.352113480171210913e+00
7.400000000000000000e+01,2.353423127088247746e+00
7.450000000000000000e+01,2.354733483455446752e+00
7.500000000000000000e+01,2.356044589179319804e+00
7.550000000000000000e+01,2.357356405143606448e+00
7.600000000000000000e+01,2.358668971299270556e+00
7.650000000000000000e+01,2.359982248486480305e+00
7.700000000000000000e+01,2.361296276700700414e+00
7.750000000000000000e+01,2.362611016738479730e+00
7.800000000000000000e+01,2.363926508639832669e+00
7.850000000000000000e+01,2.365242713157640786e+00
7.900000000000000000e+01,2.366559670376517488e+00
7.950000000000000000e+01,2.367877341005628633e+00
8.000000000000000000e+01,2.369195765174238133e+00
8.050000000000000000e+01,2.370514903547742858e+00
8.100000000000000000e+01,2.371834796300108739e+00
8.150000000000000000e+01,2.373155404052918360e+00
8.200000000000000000e+01,2.374476767024887636e+00
8.250000000000000000e+01,2.375798845793734682e+00
8.300000000000000000e+01,2.377121680622973354e+00
8.350000000000000000e+01,2.378445232046412006e+00
8.400000000000000000e+01,2.379769540372414394e+00
8.450000000000000000e+01,2.381094566090824038e+00
8.500000000000000000e+01,2.382420349554905670e+00
8.550000000000000000e+01,2.383746851210494899e+00
8.600000000000000000e+01,2.385074111455804058e+00
8.650000000000000000e+01,2.386402090692607558e+00
8.700000000000000000e+01,2.387730829364118179e+00
8.750000000000000000e+01,2.389060287828005169e+00
8.800000000000000000e+01,2.390390506572527496e+00
8.850000000000000000e+01,2.391721445911198618e+00
8.900000000000000000e+01,2.393053146377377871e+00
8.950000000000000000e+01,2.394385568240369189e+00
9.000000000000000000e+01,2.395718752078682456e+00
9.050000000000000000e+01,2.397052658117367674e+00
9.100000000000000000e+01,2.398387326980134571e+00
9.150000000000000000e+01,2.399722718847727254e+00
9.200000000000000000e+01,2.401058874389105480e+00
9.250000000000000000e+01,2.402395753740660389e+00
9.300000000000000000e+01,2.403733397616652390e+00
9.350000000000000000e+01,2.405071766109066811e+00
9.400000000000000000e+01,2.406410899977518003e+00
9.450000000000000000e+01,2.407750759269537078e+00
9.500000000000000000e+01,2.409091384790139845e+00
9.550000000000000000e+01,2.410432736542354348e+00
9.600000000000000000e+01,2.411774855376650262e+00
9.650000000000000000e+01,2.413117701251502822e+00
9.700000000000000000e+01,2.414461315062880864e+00
9.750000000000000000e+01,2.415805656724664630e+00
9.800000000000000000e+01,2.417150767178373183e+00
9.850000000000000000e+01,2.418496606293233597e+00
9.900000000000000000e+01,2.419843215056372898e+00
9.950000000000000000e+01,2.421190553292313918e+00
1.000000000000000000e+02,2.422538662033839163e+00
1.005000000000000000e+02,2.423887501060721039e+00
1.010000000000000000e+02,2.425237111451447714e+00
1.015000000000000000e+02,2.426587452940990541e+00
1.020000000000000000e+02,2.427938566653596641e+00
1.025000000000000000e+02,2.429290412279384359e+00
1.030000000000000000e+02,2.430643030988409059e+00
1.035000000000000000e+02,2.431996382425889447e+00
1.040000000000000000e+02,2.433350507807738428e+00
1.045000000000000000e+02,2.434705366734223553e+00
1.050000000000000000e+02,2.436061000467168558e+00
1.055000000000000000e+02,2.437417368561842324e+00
1.060000000000000000e+02,2.438774512326026489e+00
1.065000000000000000e+02,2.440132391269938417e+00
1.070000000000000000e+02,2.441491046747375382e+00
1.075000000000000000e+02,2.442850438223451714e+00
1.080000000000000000e+02,2.444210607098029175e+00
1.085000000000000000e+02,2.445571512791068880e+00
1.090000000000000000e+02,2.446933196748548589e+00
1.095000000000000000e+02,2.448295618345227354e+00
1.100000000000000000e+02,2.449658819073250449e+00
1.105000000000000000e+02,2.451022758262124679e+00
1.110000000000000000e+02,2.452387477450209907e+00
1.115000000000000000e+02,2.453752935921714506e+00
1.120000000000000000e+02,2.455119175261266662e+00
1.125000000000000000e+02,2.456486154707719027e+00
1.130000000000000000e+02,2.457853915892022734e+00
1.135000000000000000e+02,2.459222418007628086e+00
1.140000000000000000e+02,2.460591702731857122e+00
1.145000000000000000e+02,2.461961729212705396e+00
1.150000000000000000e+02,2.463332539173920477e+00
1.155000000000000000e+02,2.464704091717991652e+00
1.160000000000000000e+02,2.466076428615143534e+00
1.165000000000000000e+02,2.467449508922309853e+00
1.170000000000000000e+02,2.468823374456242004e+00
1.175000000000000000e+02,2.470197984228268417e+00
1.180000000000000000e+02,2.471573380101719675e+00
1.185000000000000000e+02,2.472949521042266507e+00
1.190000000000000000e+02,2.474326448959870195e+00
1.195000000000000000e+02,2.475704122774496696e+00
1.200000000000000000e+02,2.477082584442788171e+00
1.205000000000000000e+02,2.478461792838949407e+00
1.210000000000000000e+02,2.479841789966362064e+00
1.215000000000000000e+02,2.481222534653422684e+00
1.220000000000000000e+02,2.482604068950293730e+00
1.225000000000000000e+02,2.483986351639512424e+00
1.230000000000000000e+02,2.485369424818084205e+00
1.235000000000000000e+02,2.486753247222635466e+00
1.240000000000000000e+02,2.488137860997060358e+00
1.245000000000000000e+02,2.489523224832020265e+00
1.250000000000000000e+02,2.490909380918356231e+00
1.255000000000000000e+02,2.492296287900714891e+00
1.260000000000000000e+02,2.493683988016933029e+00
1.265000000000000000e+02,2.495072439865590574e+00
1.270000000000000000e+02,2.496461685731575120e+00
1.275000000000000000e+02,2.497851684167349262e+00
1.280000000000000000e+02,2.499242477504899806e+00
1.285000000000000000e+02,2.500634024250522724e+00
1.290000000000000000e+02,2.502026366783356881e+00
1.295000000000000000e+02,2.503419463563480996e+00
1.300000000000000000e+02,2.504813357017237951e+00
1.305000000000000000e+02,2.506208005558435481e+00
1.310000000000000000e+02,2.507603451660675997e+00
1.315000000000000000e+02,2.508999653691442955e+00
1.320000000000000000e+02,2.510396654171650699e+00
1.325000000000000000e+02,2.511794411422409112e+00
1.330000000000000000e+02,2.513192968011995987e+00
1.335000000000000000e+02,2.514592282215093899e+00
1.340000000000000000e+02,2.515992396647399154e+00
1.345000000000000000e+02,2.517393269537116840e+00
1.350000000000000000e+02,2.518794943547411069e+00
1.355000000000000000e+02,2.520197376859957927e+00
1.360000000000000000e+02,2.521600612185443957e+00
1.365000000000000000e+02,2.523004607658963838e+00
1.370000000000000000e+02,2.524409406038781611e+00
1.375000000000000000e+02,2.525814965413355928e+00
1.380000000000000000e+02,2.527221328588579397e+00
1.385000000000000000e+02,2.528628453606227566e+00
1.390000000000000000e+02,2.530036383319872684e+00
1.395000000000000000e+02,2.531445075724553462e+00
1.400000000000000000e+02,2.532854573721575520e+00
1.405000000000000000e+02,2.534264835259189663e+00
1.410000000000000000e+02,2.535675903286489952e+00
1.415000000000000000e+02,2.537087735704885549e+00
1.420000000000000000e+02,2.538500375511310470e+00
1.425000000000000000e+02,2.539913780560279832e+00
1.430000000000000000e+02,2.541327993896623116e+00
1.435000000000000000e+02,2.542742973327908995e+00
1.440000000000000000e+02,2.544158761946914815e+00
1.445000000000000000e+02,2.545575317514212177e+00
1.450000000000000000e+02,2.546992683170577365e+00
1.455000000000000000e+02,2.548410816629532061e+00
1.460000000000000000e+02,2.549829761079907886e+00
1.465000000000000000e+02,2.551249474188122868e+00
1.470000000000000000e+02,2.552669999191116812e+00
1.475000000000000000e+02,2.554091293708153909e+00
1.480000000000000000e+02,2.555513401024333220e+00
1.485000000000000000e+02,2.556936278711711807e+00
1.490000000000000000e+02,2.558359970103604830e+00
1.495000000000000000e+02,2.559784432724807157e+00
1.500000000000000000e+02,2.561209709956904668e+00
1.505000000000000000e+02,2.562635759277379410e+00
1.510000000000000000e+02,2.564062624116138611e+00
1.515000000000000000e+02,2.565490261903299096e+00
1.520000000000000000e+02,2.566918716117142285e+00
1.525000000000000000e+02,2.568347944140369155e+00
1.530000000000000000e+02,2.569777989499693494e+00
1.535000000000000000e+02,2.571208809530341810e+00
1.540000000000000000e+02,2.572640447807511332e+00
1.545000000000000000e+02,2.574072861618907027e+00
1.550000000000000000e+02,2.575506094588262407e+00
1.555000000000000000e+02,2.576940103955705830e+00
1.560000000000000000e+02,2.578374933393564827e+00
1.565000000000000000e+02,2.579810540094335636e+00
1.570000000000000000e+02,2.581246967778994872e+00
1.575000000000000000e+02,2.582684173592352472e+00
1.580000000000000000e+02,2.584122201304082544e+00
1.585000000000000000e+02,2.585561008011266537e+00
1.590000000000000000e+02,2.587000637532333336e+00
1.595000000000000000e+02,2.588441046916570620e+00
1.600000000000000000e+02,2.589882280031215345e+00
1.605000000000000000e+02,2.591324293877715679e+00
1.610000000000000000e+02,2.592767132372172156e+00
1.615000000000000000e+02,2.594210752468135261e+00
1.620000000000000000e+02,2.595655198130623287e+00
1.625000000000000000e+02,2.597100426265238404e+00
1.630000000000000000e+02,2.598546480885973509e+00
1.635000000000000000e+02,2.599993318850426061e+00
1.640000000000000000e+02,2.601440984221614627e+00
1.645000000000000000e+02,2.602889433809081332e+00
1.650000000000000000e+02,2.604338711724927258e+00
1.655000000000000000e+02,2.605788774730585899e+00
1.660000000000000000e+02,2.607239666987292814e+00
1.665000000000000000e+02,2.608691345208317802e+00
1.670000000000000000e+02,2.610143853604087738e+00
1.675000000000000000e+02,2.611597148839657212e+00
1.680000000000000000e+02,2.613051275174696819e+00
1.685000000000000000e+02,2.614506189225991317e+00
1.690000000000000000e+02,2.615961935302513197e+00
1.695000000000000000e+02,2.617418469972722317e+00
1.700000000000000000e+02,2.618875837594945022e+00
1.705000000000000000e+02,2.620333994689263424e+00
1.710000000000000000e+02,2.621792985663415898e+00
1.715000000000000000e+02,2.623252766989050855e+00
1.720000000000000000e+02,2.624713383123372878e+00
1.725000000000000000e+02,2.626174790489546051e+00
1.730000000000000000e+02,2.627637033594293570e+00
1.735000000000000000e+02,2.629100068812240121e+00
1.740000000000000000e+02,2.630563940699684355e+00
1.745000000000000000e+02,2.632028605582656056e+00
1.750000000000000000e+02,2.633494108067087058e+00
1.755000000000000000e+02,2.634960404430357617e+00
1.760000000000000000e+02,2.636427539328086045e+00
1.765000000000000000e+02,2.637895468988949776e+00
1.770000000000000000e+02,2.639364238118310446e+00
1.775000000000000000e+02,2.640833802896087601e+00
1.780000000000000000e+02,2.642304208077439487e+00
1.785000000000000000e+02,2.643775409793475362e+00
1.790000000000000000e+02,2.645247452849204706e+00
1.795000000000000000e+02,2.646720293326874085e+00
1.800000000000000000e+02,2.648193976081398837e+00
1.805000000000000000e+02,2.649668457146106881e+00
1.810000000000000000e+02,2.651143781425876256e+00
1.815000000000000000e+02,2.652619904905062054e+00
1.820000000000000000e+02,2.654096872538560081e+00
1.825000000000000000e+02,2.655574640261696651e+00
1.830000000000000000e+02,2.657053253079445287e+00
1.835000000000000000e+02,2.658532666878045791e+00
1.840000000000000000e+02,2.660012926712602699e+00
1.845000000000000000e+02,2.661493988420218670e+00
1.850000000000000000e+02,2.662975897106186540e+00
1.855000000000000000e+02,2.664458608558414987e+00
1.860000000000000000e+02,2.665942167932436213e+00
1.865000000000000000e+02,2.667426530966913401e+00
1.870000000000000000e+02,2.668911742867679848e+00
1.875000000000000000e+02,2.670397759324094178e+00
1.880000000000000000e+02,2.671884625592343632e+00
1.885000000000000000e+02,2.673372297312430312e+00
1.890000000000000000e+02,2.674860819790951361e+00
1.895000000000000000e+02,2.676350148618496405e+00
1.900000000000000000e+02,2.677840329152130217e+00
1.905000000000000000e+02,2.679331316932975326e+00
1.910000000000000000e+02,2.680823157368618759e+00
1.915000000000000000e+02,2.682315805950660881e+00
1.920000000000000000e+02,2.683809308137267369e+00
1.925000000000000000e+02,2.685303619370461803e+00
1.930000000000000000e+02,2.686798785159044023e+00
1.935000000000000000e+02,2.688294760895402646e+00
1.940000000000000000e+02,2.689791592139036958e+00
1.945000000000000000e+02,2.691289234232644212e+00
1.950000000000000000e+02,2.692787732786469324e+00
1.955000000000000000e+02,2.694287043093467116e+00
1.960000000000000000e+02,2.695787210814688084e+00
1.965000000000000000e+02,2.697288191193289553e+00
1.970000000000000000e+02,2.698790029941179114e+00
1.975000000000000000e+02,2.700292682251664189e+00
1.980000000000000000e+02,2.701796193887569419e+00
1.985000000000000000e+02,2.703300519992291040e+00
1.990000000000000000e+02,2.704805706379630692e+00
1.995000000000000000e+02,2.706311708143018357e+00
2.000000000000000000e+02,2.707818571147286413e+00
2.005000000000000000e+02,2.709326250435843075e+00
2.010000000000000000e+02,2.710834791924611853e+00
2.015000000000000000e+02,2.712344150606923243e+00
2.020000000000000000e+02,2.713854372449845176e+00
2.025000000000000000e+02,2.715365412396576250e+00
2.030000000000000000e+02,2.716877316465386105e+00
2.035000000000000000e+02,2.718390039549285486e+00
2.040000000000000000e+02,2.719903627717803918e+00
2.045000000000000000e+02,2.721418035813707004e+00
2.050000000000000000e+02,2.722933309957841441e+00
2.055000000000000000e+02,2.724449404942670849e+00
2.060000000000000000e+02,2.725966366940416830e+00
2.065000000000000000e+02,2.727484150693189058e+00
2.070000000000000000e+02,2.729002802424635554e+00
2.075000000000000000e+02,2.730522276826455208e+00
2.080000000000000000e+02,2.732042620173786407e+00
2.085000000000000000e+02,2.733563787107856857e+00
2.090000000000000000e+02,2.735085823955351714e+00
2.095000000000000000e+02,2.736608685306973321e+00
2.100000000000000000e+02,2.738132417541010000e+00
2.105000000000000000e+02,2.739656975197583666e+00
2.110000000000000000e+02,2.741182404706641318e+00
2.115000000000000000e+02,2.742708660557668487e+00
2.120000000000000000e+02,2.744235789232330802e+00
2.125000000000000000e+02,2.745763745169419234e+00
2.130000000000000000e+02,2.747292574902375772e+00
2.135000000000000000e+02,2.748822232819239986e+00
2.140000000000000000e+02,2.750352765505287067e+00
2.145000000000000000e+02,2.751884127297750560e+00
2.150000000000000000e+02,2.753416364833795704e+00
2.155000000000000000e+02,2.754949432399795395e+00
2.160000000000000000e+02,2.756483376684861319e+00
2.165000000000000000e+02,2.758018151924445327e+00
2.170000000000000000e+02,2.759553804859665949e+00
2.175000000000000000e+02,2.761090289674999809e+00
2.180000000000000000e+02,2.762627653163631347e+00
2.185000000000000000e+02,2.764165849458998014e+00
2.190000000000000000e+02,2.765704925406416326e+00
2.195000000000000000e+02,2.767244835088223276e+00
2.200000000000000000e+02,2.768785625401921191e+00
2.205000000000000000e+02,2.770327250378700867e+00
2.210000000000000000e+02,2.771869756968298848e+00
2.215000000000000000e+02,2.773413099150704664e+00
2.220000000000000000e+02,2.774957323927952135e+00
2.225000000000000000e+02,2.776502385228767800e+00
2.230000000000000000e+02,2.778048330107541819e+00
2.235000000000000000e+02,2.779595112441682225e+00
2.240000000000000000e+02,2.781142779337992366e+00
2.245000000000000000e+02,2.782691284622504035e+00
2.250000000000000000e+02,2.784240675454495051e+00
2.255000000000000000e+02,2.785790905608561463e+00
2.260000000000000000e+02,2.787342022296511068e+00
2.265000000000000000e+02,2.788893979241453103e+00
2.270000000000000000e+02,2.790446823707782631e+00
2.275000000000000000e+02,2.792000509367059902e+00
2.280000000000000000e+02,2.793555083536329420e+00
2.285000000000000000e+02,2.795110499835546491e+00
2.290000000000000000e+02,2.796666805634459241e+00
2.295000000000000000e+02,2.798223954501364297e+00
2.300000000000000000e+02,2.799781993858772466e+00
2.305000000000000000e+02,2.801340877223259529e+00
2.310000000000000000e+02,2.802900652070161147e+00
2.315000000000000000e+02,2.804461271864275407e+00
2.320000000000000000e+02,2.806022784133821890e+00
2.325000000000000000e+02,2.807585142291760594e+00
2.330000000000000000e+02,2.809148393919255415e+00
2.335000000000000000e+02,2.810712492377369642e+00
2.340000000000000000e+02,2.812277485300270552e+00
2.345000000000000000e+02,2.813843325997070988e+00
2.350000000000000000e+02,2.815410062154994453e+00
2.355000000000000000e+02,2.816977647031149168e+00
2.360000000000000000e+02,2.818546128365873482e+00
2.365000000000000000e+02,2.820115459364210153e+00
2.370000000000000000e+02,2.821685687819676325e+00
2.375000000000000000e+02,2.823256766885188895e+00
2.380000000000000000e+02,2.824828744407503756e+00
2.385000000000000000e+02,2.826401573487353325e+00
2.390000000000000000e+02,2.827975302024788640e+00
2.395000000000000000e+02,2.829549883068303906e+00
2.400000000000000000e+02,2.831125364571304370e+00
2.405000000000000000e+02,2.832701699529986072e+00
2.410000000000000000e+02,2.834278935951168421e+00
2.415000000000000000e+02,2.835857026778690226e+00
2.420000000000000000e+02,2.837436020072847231e+00
2.425000000000000000e+02,2.839015868725058844e+00
2.430000000000000000e+02,2.840596620849157095e+00
2.435000000000000000e+02,2.842178229284089586e+00
2.440000000000000000e+02,2.843760742197279257e+00
2.445000000000000000e+02,2.845344112375140622e+00
2.450000000000000000e+02,2.846928388038751478e+00
2.455000000000000000e+02,2.848513521921937297e+00
2.460000000000000000e+02,2.850099562299481804e+00
2.465000000000000000e+02,2.851686461852574794e+00
2.470000000000000000e+02,2.853274268909759659e+00
2.475000000000000000e+02,2.854862936099523907e+00
2.480000000000000000e+02,2.856452511804241645e+00
2.485000000000000000e+02,2.858042948599635480e+00
2.490000000000000000e+02,2.859634294921970632e+00
2.495000000000000000e+02,2.861226503294144852e+00
2.500000000000000000e+02,2.862819622206377090e+00
2.505000000000000000e+02,2.864413604128679403e+00
2.510000000000000000e+02,2.866008497605284422e+00
2.515000000000000000e+02,2.867604255053260776e+00
2.520000000000000000e+02,2.869200925070912955e+00
2.525000000000000000e+02,2.870798460022308873e+00
2.530000000000000000e+02,2.872396908559886164e+00
2.535000000000000000e+02,2.873996222994650296e+00
2.540000000000000000e+02,2.875596452033234218e+00
2.545000000000000000e+02,2.877197547933522337e+00
2.550000000000000000e+02,2.878799559456399759e+00
2.555000000000000000e+02,2.880402438806572984e+00
2.560000000000000000e+02,2.882006234799241895e+00
2.565000000000000000e+02,2.883610899585874243e+00
2.570000000000000000e+02,2.885216482036044194e+00
2.575000000000000000e+02,2.886822934247918582e+00
2.580000000000000000e+02,2.888430305145512023e+00
2.585000000000000000e+02,2.890038546773632699e+00
2.590000000000000000e+02,2.891647708110788084e+00
2.595000000000000000e+02,2.893257741148371309e+00
2.600000000000000000e+02,2.894868694919447538e+00
2.605000000000000000e+02,2.896480521361933569e+00
2.610000000000000000e+02,2.898093269563512209e+00
2.615000000000000000e+02,2.899706891408562193e+00
2.620000000000000000e+02,2.901321436039444368e+00
2.625000000000000000e+02,2.902936855286944784e+00
2.630000000000000000e+02,2.904553198348163612e+00
2.635000000000000000e+02,2.906170417000228934e+00
2.640000000000000000e+02,2.907788560495043306e+00
2.645000000000000000e+02,2.909407580556018225e+00
2.650000000000000000e+02,2.911027526489917694e+00
2.655000000000000000e+02,2.912648349966379779e+00
2.660000000000000000e+02,2.914270100347088999e+00
2.665000000000000000e+02,2.915892729247850479e+00
2.670000000000000000e+02,2.917516286085331867e+00
2.675000000000000000e+02,2.919140722421442735e+00
2.680000000000000000e+02,2.920766087727895144e+00
2.685000000000000000e+02,2.922392333512644935e+00
2.690000000000000000e+02,2.924019509302510311e+00
2.695000000000000000e+02,2.925647566551431211e+00
2.700000000000000000e+02,2.927276554841395040e+00
2.705000000000000000e+02,2.928906425572265881e+00
2.710000000000000000e+02,2.930537228381259407e+00
2.715000000000000000e+02,2.932168914614104338e+00
2.720000000000000000e+02,2.933801533963307229e+00
2.725000000000000000e+02,2.935435037720403262e+00
2.730000000000000000e+02,2.937069475633247606e+00
2.735000000000000000e+02,2.938704798939121066e+00
2.740000000000000000e+02,2.940341057441294037e+00
2.745000000000000000e+02,2.941978202322728109e+00
2.750000000000000000e+02,2.943616283442171078e+00
2.755000000000000000e+02,2.945255251928206253e+00
2.760000000000000000e+02,2.946895157695119671e+00
2.765000000000000000e+02,2.948535951817058187e+00
2.770000000000000000e+02,2.950177684263906475e+00
2.775000000000000000e+02,2.951820306055310539e+00
2.780000000000000000e+02,2.953463867216816752e+00
2.785000000000000000e+02,2.955108318713515647e+00
2.790000000000000000e+02,2.956753710626675247e+00
2.795000000000000000e+02,2.958399993866764888e+00
2.800000000000000000e+02,2.960047218570839078e+00
2.805000000000000000e+02,2.961695335594686451e+00
2.810000000000000000e+02,2.963344395131207953e+00
2.815000000000000000e+02,2.964994347981446676e+00
2.820000000000000000e+02,2.966645244394229497e+00
2.825000000000000000e+02,2.968297035115779803e+00
2.830000000000000000e+02,2.969949770450901916e+00
2.835000000000000000e+02,2.971603401090955998e+00
2.840000000000000000e+02,2.973257977396780216e+00
2.845000000000000000e+02,2.974913450004811111e+00
2.850000000000000000e+02,2.976569869331982865e+00
2.855000000000000000e+02,2.978227185959746226e+00
2.860000000000000000e+02,2.979885450361194454e+00
2.865000000000000000e+02,2.981544613062730331e+00
2.870000000000000000e+02,2.983204724593671031e+00
2.875000000000000000e+02,2.984865735425309641e+00
2.880000000000000000e+02,2.986527696143246757e+00
2.885000000000000000e+02,2.988190557163608485e+00
2.890000000000000000e+02,2.989854369128339684e+00
2.895000000000000000e+02,2.991519082398335083e+00
2.900000000000000000e+02,2.993184747671951751e+00
