x,mean_free_path
1.450000000000000000e+02,8.222156132479713051e+02
1.455000000000000000e+02,8.222162391909279222e+02
1.460000000000000000e+02,8.222168076957883613e+02
1.465000000000000000e+02,8.222173238511834370e+02
1.470000000000000000e+02,8.222177923124301060e+02
1.475000000000000000e+02,8.222182173367768883e+02
1.480000000000000000e+02,8.222186028159754869e+02
1.485000000000000000e+02,8.222189523062655780e+02
1.490000000000000000e+02,8.222192690560787014e+02
1.495000000000000000e+02,8.222195560315185503e+02
1.500000000000000000e+02,8.222198159398838015e+02
1.505000000000000000e+02,8.222200512512930572e+02
1.510000000000000000e+02,8.222202642185981176e+02
1.515000000000000000e+02,8.222204568957338324e+02
1.520000000000000000e+02,8.222206311545400013e+02
1.525000000000000000e+02,8.222207887002745110e+02
1.530000000000000000e+02,8.222209310858330582e+02
1.535000000000000000e+02,8.222210597248403019e+02
1.540000000000000000e+02,8.222211759036341618e+02
1.545000000000000000e+02,8.222212807923025366e+02
1.550000000000000000e+02,8.222213754547641429e+02
1.555000000000000000e+02,8.222214608580555932e+02
1.560000000000000000e+02,8.222215378808032256e+02
1.565000000000000000e+02,8.222216073210205423e+02
1.570000000000000000e+02,8.222216699032175029e+02
1.575000000000000000e+02,8.222217262849289909e+02
1.580000000000000000e+02,8.222217770626760966e+02
1.585000000000000000e+02,8.222218227774349089e+02
1.590000000000000000e+02,8.222218639196045160e+02
1.595000000000000000e+02,8.222219009335896089e+02
1.600000000000000000e+02,8.222219342219430018e+02
1.605000000000000000e+02,8.222219641491899438e+02
1.610000000000000000e+02,8.222219910452788554e+02
1.615000000000000000e+02,8.222220152087544420e+02
1.620000000000000000e+02,8.222220369096585273e+02
1.625000000000000000e+02,8.222220563921356415e+02
1.630000000000000000e+02,8.222220738768528463e+02
1.635000000000000000e+02,8.222220895631760413e+02
1.640000000000000000e+02,8.222221036311603939e+02
1.645000000000000000e+02,8.222221162433538666e+02
1.650000000000000000e+02,8.222221275464567043e+02
1.655000000000000000e+02,8.222221376728070936e+02
1.660000000000000000e+02,8.222221467417465419e+02
1.665000000000000000e+02,8.222221548608551984e+02
1.670000000000000000e+02,8.222221621270720107e+02
1.675000000000000000e+02,8.222221686277233630e+02
1.680000000000000000e+02,8.222221744414363229e+02
1.685000000000000000e+02,8.222221796389853807e+02
1.690000000000000000e+02,8.222221842840625641e+02
1.695000000000000000e+02,8.222221884339318194e+02
1.700000000000000000e+02,8.222221921400971496e+02
1.705000000000000000e+02,8.222221954488484243e+02
1.710000000000000000e+02,8.222221984017688783e+02
1.715000000000000000e+02,8.222222010362048650e+02
1.720000000000000000e+02,8.222222033856913868e+02
1.725000000000000000e+02,8.222222054803158926e+02
1.730000000000000000e+02,8.222222073470738906e+02
1.735000000000000000e+02,8.222222090101768117e+02
1.740000000000000000e+02,8.222222104913249723e+02
1.745000000000000000e+02,8.222222118099620047e+02
1.750000000000000000e+02,8.222222129835170108e+02
1.755000000000000000e+02,8.222222140275880520e+02
1.760000000000000000e+02,8.222222149561359856e+02
1.765000000000000000e+02,8.222222157816546542e+02
1.770000000000000000e+02,8.222222165153198148e+02
1.775000000000000000e+02,8.222222171671301112e+02
1.780000000000000000e+02,8.222222177460105286e+02
1.785000000000000000e+02,8.222222182599468852e+02
1.790000000000000000e+02,8.222222187160645035e+02
1.795000000000000000e+02,8.222222191207271180e+02
1.800000000000000000e+02,8.222222194796155463e+02
1.805000000000000000e+02,8.222222197977978340e+02
1.810000000000000000e+02,8.222222200797932601e+02
1.815000000000000000e+02,8.222222203296289536e+02
1.820000000000000000e+02,8.222222205508949173e+02
1.825000000000000000e+02,8.222222207467897306e+02
1.830000000000000000e+02,8.222222209201653413e+02
1.835000000000000000e+02,8.222222210735536692e+02
1.840000000000000000e+02,8.222222212092190148e+02
1.845000000000000000e+02,8.222222213291569233e+02
1.850000000000000000e+02,8.222222214351602361e+02
1.855000000000000000e+02,8.222222215288163625e+02
1.860000000000000000e+02,8.222222216115308129e+02
1.865000000000000000e+02,8.222222216845582352e+02
1.870000000000000000e+02,8.222222217490103731e+02
1.875000000000000000e+02,8.222222218058783483e+02
1.880000000000000000e+02,8.222222218560306146e+02
1.885000000000000000e+02,8.222222219002500196e+02
1.890000000000000000e+02,8.222222219392223224e+02
1.895000000000000000e+02,8.222222219735591580e+02
1.900000000000000000e+02,8.222222220038039495e+02
1.905000000000000000e+02,8.222222220304300890e+02
1.910000000000000000e+02,8.222222220538659485e+02
1.915000000000000000e+02,8.222222220744852166e+02
1.920000000000000000e+02,8.222222220926205409e+02
1.925000000000000000e+02,8.222222221085630736e+02
1.930000000000000000e+02,8.222222221225800922e+02
1.935000000000000000e+02,8.222222221348931726e+02
1.940000000000000000e+02,8.222222221457077467e+02
1.945000000000000000e+02,8.222222221552055998e+02
1.950000000000000000e+02,8.222222221635391861e+02
1.955000000000000000e+02,8.222222221708510688e+02
1.960000000000000000e+02,8.222222221772638022e+02
1.965000000000000000e+02,8.222222221828899364e+02
1.970000000000000000e+02,8.222222221878187156e+02
1.975000000000000000e+02,8.222222221921368828e+02
1.980000000000000000e+02,8.222222221959219723e+02
1.985000000000000000e+02,8.222222221992337836e+02
1.990000000000000000e+02,8.222222222021326843e+02
1.995000000000000000e+02,8.222222222046721072e+02
2.000000000000000000e+02,8.222222222068916153e+02
2.005000000000000000e+02,8.222222222088316812e+02
2.010000000000000000e+02,8.222222222105277751e+02
2.015000000000000000e+02,8.222222222120087736e+02
2.020000000000000000e+02,8.222222222133021887e+02
2.025000000000000000e+02,8.222222222144329180e+02
2.030000000000000000e+02,8.222222222154206293e+02
2.035000000000000000e+02,8.222222222162795333e+02
2.040000000000000000e+02,8.222222222170341865e+02
2.045000000000000000e+02,8.222222222176899322e+02
2.050000000000000000e+02,8.222222222182609812e+02
2.055000000000000000e+02,8.222222222187594980e+02
2.060000000000000000e+02,8.222222222191932133e+02
2.065000000000000000e+02,8.222222222195707673e+02
2.070000000000000000e+02,8.222222222199019370e+02
2.075000000000000000e+02,8.222222222201886552e+02
2.080000000000000000e+02,8.222222222204388800e+02
2.085000000000000000e+02,8.222222222206545439e+02
2.090000000000000000e+02,8.222222222208433777e+02
2.095000000000000000e+02,8.222222222210060636e+02
2.100000000000000000e+02,8.222222222211487406e+02
2.105000000000000000e+02,8.222222222212728866e+02
2.110000000000000000e+02,8.222222222213806617e+02
2.115000000000000000e+02,8.222222222214747944e+02
2.120000000000000000e+02,8.222222222215558531e+02
2.125000000000000000e+02,8.222222222216258842e+02
2.130000000000000000e+02,8.222222222216873888e+02
2.135000000000000000e+02,8.222222222217409353e+02
2.140000000000000000e+02,8.222222222217865237e+02
2.145000000000000000e+02,8.222222222218280194e+02
2.150000000000000000e+02,8.222222222218616707e+02
2.155000000000000000e+02,8.222222222218925936e+02
2.160000000000000000e+02,8.222222222219178320e+02
2.165000000000000000e+02,8.222222222219425021e+02
2.170000000000000000e+02,8.222222222219628520e+02
2.175000000000000000e+02,8.222222222219796777e+02
2.180000000000000000e+02,8.222222222219934338e+02
2.185000000000000000e+02,8.222222222220069625e+02
2.190000000000000000e+02,8.222222222220181038e+02
2.195000000000000000e+02,8.222222222220278809e+02
2.200000000000000000e+02,8.222222222220356116e+02
2.205000000000000000e+02,8.222222222220428876e+02
2.210000000000000000e+02,8.222222222220499361e+02
2.215000000000000000e+02,8.222222222220558479e+02
2.220000000000000000e+02,8.222222222220603953e+02
2.225000000000000000e+02,8.222222222220648291e+02
2.230000000000000000e+02,8.222222222220688082e+02
2.235000000000000000e+02,8.222222222220730146e+02
2.240000000000000000e+02,8.222222222220764252e+02
2.245000000000000000e+02,8.222222222220797221e+02
2.250000000000000000e+02,8.222222222220824506e+02
2.255000000000000000e+02,8.222222222220847243e+02
2.260000000000000000e+02,8.222222222220860885e+02
2.265000000000000000e+02,8.222222222220874528e+02
2.270000000000000000e+02,8.222222222220890444e+02
2.275000000000000000e+02,8.222222222220914318e+02
2.280000000000000000e+02,8.222222222220934782e+02
2.285000000000000000e+02,8.222222222220954109e+02
2.290000000000000000e+02,8.222222222220972299e+02
2.295000000000000000e+02,8.222222222220979120e+02
2.300000000000000000e+02,8.222222222220992762e+02
2.305000000000000000e+02,8.222222222221007542e+02
2.310000000000000000e+02,8.222222222221018910e+02
2.315000000000000000e+02,8.222222222221025731e+02
2.320000000000000000e+02,8.222222222221035963e+02
2.325000000000000000e+02,8.222222222221051879e+02
2.330000000000000000e+02,8.222222222221070069e+02
2.335000000000000000e+02,8.222222222221081438e+02
2.340000000000000000e+02,8.222222222221081438e+02
2.345000000000000000e+02,8.222222222221084849e+02
2.350000000000000000e+02,8.222222222221091670e+02
2.355000000000000000e+02,8.222222222221100765e+02
2.360000000000000000e+02,8.222222222221115544e+02
2.365000000000000000e+02,8.222222222221126913e+02
2.370000000000000000e+02,8.222222222221140555e+02
2.375000000000000000e+02,8.222222222221150787e+02
2.380000000000000000e+02,8.222222222221161019e+02
2.385000000000000000e+02,8.222222222221166703e+02
2.390000000000000000e+02,8.222222222221175798e+02
2.395000000000000000e+02,8.222222222221181482e+02
2.400000000000000000e+02,8.222222222221184893e+02
2.405000000000000000e+02,8.222222222221191714e+02
2.410000000000000000e+02,8.222222222221196262e+02
2.415000000000000000e+02,8.222222222221206493e+02
2.420000000000000000e+02,8.222222222221213315e+02
2.425000000000000000e+02,8.222222222221218999e+02
2.430000000000000000e+02,8.222222222221224683e+02
2.435000000000000000e+02,8.222222222221233778e+02
2.440000000000000000e+02,8.222222222221244010e+02
2.445000000000000000e+02,8.222222222221249694e+02
2.450000000000000000e+02,8.222222222221250831e+02
2.455000000000000000e+02,8.222222222221258789e+02
2.460000000000000000e+02,8.222222222221272432e+02
2.465000000000000000e+02,8.222222222221280390e+02
2.470000000000000000e+02,8.222222222221289485e+02
2.475000000000000000e+02,8.222222222221299717e+02
2.480000000000000000e+02,8.222222222221309949e+02
2.485000000000000000e+02,8.222222222221314496e+02
2.490000000000000000e+02,8.222222222221319043e+02
2.495000000000000000e+02,8.222222222221322454e+02
2.500000000000000000e+02,8.222222222221327002e+02
2.505000000000000000e+02,8.222222222221331549e+02
2.510000000000000000e+02,8.222222222221339507e+02
2.515000000000000000e+02,8.222222222221347465e+02
2.520000000000000000e+02,8.222222222221354286e+02
2.525000000000000000e+02,8.222222222221364518e+02
2.530000000000000000e+02,8.222222222221377024e+02
2.535000000000000000e+02,8.222222222221381571e+02
2.540000000000000000e+02,8.222222222221383845e+02
2.545000000000000000e+02,8.222222222221389529e+02
2.550000000000000000e+02,8.222222222221391803e+02
2.555000000000000000e+02,8.222222222221406582e+02
2.560000000000000000e+02,8.222222222221407719e+02
2.565000000000000000e+02,8.222222222221415677e+02
2.570000000000000000e+02,8.222222222221422498e+02
2.575000000000000000e+02,8.222222222221432730e+02
2.580000000000000000e+02,8.222222222221446373e+02
2.585000000000000000e+02,8.222222222221453194e+02
2.590000000000000000e+02,8.222222222221456605e+02
2.595000000000000000e+02,8.222222222221462289e+02
2.600000000000000000e+02,8.222222222221471384e+02
2.605000000000000000e+02,8.222222222221477068e+02
2.610000000000000000e+02,8.222222222221481616e+02
2.615000000000000000e+02,8.222222222221482753e+02
2.620000000000000000e+02,8.222222222221486163e+02
2.625000000000000000e+02,8.222222222221497532e+02
2.630000000000000000e+02,8.222222222221504353e+02
2.635000000000000000e+02,8.222222222221522543e+02
2.640000000000000000e+02,8.222222222221535048e+02
2.645000000000000000e+02,8.222222222221549828e+02
2.650000000000000000e+02,8.222222222221557786e+02
2.655000000000000000e+02,8.222222222221561196e+02
2.660000000000000000e+02,8.222222222221568018e+02
2.665000000000000000e+02,8.222222222221574839e+02
2.670000000000000000e+02,8.222222222221585071e+02
2.675000000000000000e+02,8.222222222221591892e+02
2.680000000000000000e+02,8.222222222221597576e+02
2.685000000000000000e+02,8.222222222221608945e+02
2.690000000000000000e+02,8.222222222221620314e+02
2.695000000000000000e+02,8.222222222221629409e+02
2.700000000000000000e+02,8.222222222221638503e+02
2.705000000000000000e+02,8.222222222221646462e+02
2.710000000000000000e+02,8.222222222221651009e+02
2.715000000000000000e+02,8.222222222221654420e+02
2.720000000000000000e+02,8.222222222221657830e+02
2.725000000000000000e+02,8.222222222221663515e+02
2.730000000000000000e+02,8.222222222221663515e+02
2.735000000000000000e+02,8.222222222221663515e+02
2.740000000000000000e+02,8.222222222221663515e+02
2.745000000000000000e+02,8.222222222221663515e+02
2.750000000000000000e+02,8.222222222221663515e+02
2.755000000000000000e+02,8.222222222221663515e+02
2.760000000000000000e+02,8.222222222221663515e+02
2.765000000000000000e+02,8.222222222221663515e+02
2.770000000000000000e+02,8.222222222221663515e+02
2.775000000000000000e+02,8.222222222221663515e+02
2.780000000000000000e+02,8.222222222221663515e+02
2.785000000000000000e+02,8.222222222221663515e+02
2.790000000000000000e+02,8.222222222221663515e+02
2.795000000000000000e+02,8.222222222221663515e+02
2.800000000000000000e+02,8.222222222221663515e+02
2.805000000000000000e+02,8.222222222221663515e+02
2.810000000000000000e+02,8.222222222221663515e+02
2.815000000000000000e+02,8.222222222221663515e+02
2.820000000000000000e+02,8.222222222221663515e+02
2.825000000000000000e+02,8.222222222221663515e+02
2.830000000000000000e+02,8.222222222221663515e+02
2.835000000000000000e+02,8.222222222221663515e+02
2.840000000000000000e+02,8.222222222221663515e+02
2.845000000000000000e+02,8.222222222221663515e+02
2.850000000000000000e+02,8.222222222221663515e+02
2.855000000000000000e+02,8.222222222221663515e+02
2.860000000000000000e+02,8.222222222221663515e+02
2.865000000000000000e+02,8.222222222221663515e+02
2.870000000000000000e+02,8.222222222221663515e+02
2.875000000000000000e+02,8.222222222221663515e+02
2.880000000000000000e+02,8.222222222221664651e+02
2.885000000000000000e+02,8.222222222221670336e+02
2.890000000000000000e+02,8.222222222221680568e+02
2.895000000000000000e+02,8.222222222221687389e+02
2.900000000000000000e+02,8.222222222221688526e+02
2.905000000000000000e+02,8.222222222221697621e+02
