x,penetration_depth_corrected
2.035000000000000000e+02,2.871415036057636883e+01
2.040000000000000000e+02,2.871415036057558723e+01
2.045000000000000000e+02,2.871415036057490866e+01
2.050000000000000000e+02,2.871415036057431891e+01
2.055000000000000000e+02,2.871415036057380377e+01
2.060000000000000000e+02,2.871415036057334902e+01
2.065000000000000000e+02,2.871415036057296177e+01
2.070000000000000000e+02,2.871415036057262071e+01
2.075000000000000000e+02,2.871415036057232228e+01
2.080000000000000000e+02,2.871415036057206294e+01
2.085000000000000000e+02,2.871415036057184267e+01
2.090000000000000000e+02,2.871415036057164372e+01
2.095000000000000000e+02,2.871415036057147674e+01
2.100000000000000000e+02,2.871415036057133108e+01
2.105000000000000000e+02,2.871415036057119963e+01
2.110000000000000000e+02,2.871415036057108949e+01
2.115000000000000000e+02,2.871415036057099002e+01
2.120000000000000000e+02,2.871415036057090830e+01
2.125000000000000000e+02,2.871415036057083370e+01
2.130000000000000000e+02,2.871415036057077330e+01
2.135000000000000000e+02,2.871415036057071291e+01
2.140000000000000000e+02,2.871415036057066672e+01
2.145000000000000000e+02,2.871415036057062409e+01
2.150000000000000000e+02,2.871415036057058501e+01
2.155000000000000000e+02,2.871415036057056014e+01
2.160000000000000000e+02,2.871415036057053172e+01
2.165000000000000000e+02,2.871415036057050685e+01
2.170000000000000000e+02,2.871415036057048553e+01
2.175000000000000000e+02,2.871415036057046777e+01
2.180000000000000000e+02,2.871415036057045711e+01
2.185000000000000000e+02,2.871415036057043935e+01
2.190000000000000000e+02,2.871415036057042514e+01
2.195000000000000000e+02,2.871415036057042158e+01
2.200000000000000000e+02,2.871415036057040737e+01
2.205000000000000000e+02,2.871415036057040027e+01
2.210000000000000000e+02,2.871415036057039671e+01
2.215000000000000000e+02,2.871415036057038961e+01
2.220000000000000000e+02,2.871415036057038250e+01
2.225000000000000000e+02,2.871415036057037540e+01
2.230000000000000000e+02,2.871415036057037540e+01
2.235000000000000000e+02,2.871415036057036829e+01
2.240000000000000000e+02,2.871415036057036119e+01
2.245000000000000000e+02,2.871415036057036119e+01
2.250000000000000000e+02,2.871415036057035763e+01
2.255000000000000000e+02,2.871415036057035763e+01
2.260000000000000000e+02,2.871415036057035763e+01
2.265000000000000000e+02,2.871415036057035763e+01
2.270000000000000000e+02,2.871415036057035763e+01
2.275000000000000000e+02,2.871415036057035053e+01
2.280000000000000000e+02,2.871415036057035053e+01
2.285000000000000000e+02,2.871415036057035053e+01
2.290000000000000000e+02,2.871415036057034342e+01
2.295000000000000000e+02,2.871415036057034342e+01
2.300000000000000000e+02,2.871415036057034342e+01
2.305000000000000000e+02,2.871415036057034342e+01
2.310000000000000000e+02,2.871415036057034342e+01
2.315000000000000000e+02,2.871415036057033987e+01
2.320000000000000000e+02,2.871415036057033987e+01
2.325000000000000000e+02,2.871415036057033987e+01
2.330000000000000000e+02,2.871415036057033987e+01
2.335000000000000000e+02,2.871415036057033277e+01
2.340000000000000000e+02,2.871415036057033277e+01
2.345000000000000000e+02,2.871415036057033277e+01
2.350000000000000000e+02,2.871415036057033277e+01
2.355000000000000000e+02,2.871415036057033277e+01
2.360000000000000000e+02,2.871415036057033277e+01
2.365000000000000000e+02,2.871415036057033277e+01
2.370000000000000000e+02,2.871415036057032566e+01
2.375000000000000000e+02,2.871415036057032566e+01
2.380000000000000000e+02,2.871415036057032566e+01
2.385000000000000000e+02,2.871415036057032566e+01
2.390000000000000000e+02,2.871415036057032566e+01
2.395000000000000000e+02,2.871415036057032566e+01
2.400000000000000000e+02,2.871415036057032566e+01
2.405000000000000000e+02,2.871415036057032566e+01
2.410000000000000000e+02,2.871415036057032566e+01
2.415000000000000000e+02,2.871415036057031855e+01
2.420000000000000000e+02,2.871415036057031855e+01
2.425000000000000000e+02,2.871415036057031855e+01
2.430000000000000000e+02,2.871415036057031855e+01
2.435000000000000000e+02,2.871415036057031855e+01
2.440000000000000000e+02,2.871415036057031855e+01
2.445000000000000000e+02,2.871415036057031855e+01
2.450000000000000000e+02,2.871415036057031855e+01
2.455000000000000000e+02,2.871415036057031500e+01
2.460000000000000000e+02,2.871415036057031500e+01
2.465000000000000000e+02,2.871415036057031500e+01
2.470000000000000000e+02,2.871415036057031500e+01
2.475000000000000000e+02,2.871415036057031500e+01
2.480000000000000000e+02,2.871415036057031500e+01
2.485000000000000000e+02,2.871415036057030790e+01
2.490000000000000000e+02,2.871415036057030790e+01
2.495000000000000000e+02,2.871415036057030790e+01
2.500000000000000000e+02,2.871415036057030790e+01
2.505000000000000000e+02,2.871415036057030790e+01
2.510000000000000000e+02,2.871415036057030790e+01
2.515000000000000000e+02,2.871415036057030790e+01
2.520000000000000000e+02,2.871415036057030790e+01
2.525000000000000000e+02,2.871415036057030790e+01
2.530000000000000000e+02,2.871415036057030079e+01
2.535000000000000000e+02,2.871415036057030079e+01
2.540000000000000000e+02,2.871415036057030079e+01
2.545000000000000000e+02,2.871415036057030079e+01
2.550000000000000000e+02,2.871415036057030079e+01
2.555000000000000000e+02,2.871415036057030079e+01
2.560000000000000000e+02,2.871415036057030079e+01
2.565000000000000000e+02,2.871415036057030079e+01
2.570000000000000000e+02,2.871415036057030079e+01
2.575000000000000000e+02,2.871415036057029724e+01
2.580000000000000000e+02,2.871415036057029724e+01
2.585000000000000000e+02,2.871415036057029724e+01
2.590000000000000000e+02,2.871415036057029724e+01
2.595000000000000000e+02,2.871415036057029724e+01
2.600000000000000000e+02,2.871415036057029724e+01
2.605000000000000000e+02,2.871415036057029724e+01
2.610000000000000000e+02,2.871415036057029724e+01
2.615000000000000000e+02,2.871415036057029724e+01
2.620000000000000000e+02,2.871415036057029013e+01
2.625000000000000000e+02,2.871415036057029013e+01
2.630000000000000000e+02,2.871415036057029013e+01
2.635000000000000000e+02,2.871415036057029013e+01
2.640000000000000000e+02,2.871415036057029013e+01
2.645000000000000000e+02,2.871415036057028303e+01
2.650000000000000000e+02,2.871415036057028303e+01
2.655000000000000000e+02,2.871415036057028303e+01
2.660000000000000000e+02,2.871415036057028303e+01
2.665000000000000000e+02,2.871415036057028303e+01
2.670000000000000000e+02,2.871415036057028303e+01
2.675000000000000000e+02,2.871415036057028303e+01
2.680000000000000000e+02,2.871415036057028303e+01
2.685000000000000000e+02,2.871415036057027947e+01
2.690000000000000000e+02,2.871415036057027947e+01
2.695000000000000000e+02,2.871415036057027947e+01
2.700000000000000000e+02,2.871415036057027947e+01
2.705000000000000000e+02,2.871415036057027947e+01
2.710000000000000000e+02,2.871415036057027947e+01
2.715000000000000000e+02,2.871415036057027947e+01
2.720000000000000000e+02,2.871415036057027947e+01
2.725000000000000000e+02,2.871415036057027237e+01
2.730000000000000000e+02,2.871415036057027237e+01
2.735000000000000000e+02,2.871415036057027237e+01
2.740000000000000000e+02,2.871415036057027237e+01
2.745000000000000000e+02,2.871415036057027237e+01
2.750000000000000000e+02,2.871415036057027237e+01
2.755000000000000000e+02,2.871415036057027237e+01
2.760000000000000000e+02,2.871415036057027237e+01
2.765000000000000000e+02,2.871415036057027237e+01
2.770000000000000000e+02,2.871415036057027237e+01
2.775000000000000000e+02,2.871415036057027237e+01
2.780000000000000000e+02,2.871415036057027237e+01
2.785000000000000000e+02,2.871415036057027237e+01
2.790000000000000000e+02,2.871415036057027237e+01
2.795000000000000000e+02,2.871415036057027237e+01
2.800000000000000000e+02,2.871415036057027237e+01
2.805000000000000000e+02,2.871415036057027237e+01
2.810000000000000000e+02,2.871415036057027237e+01
2.815000000000000000e+02,2.871415036057027237e+01
2.820000000000000000e+02,2.871415036057027237e+01
2.825000000000000000e+02,2.871415036057027237e+01
2.830000000000000000e+02,2.871415036057027237e+01
2.835000000000000000e+02,2.871415036057027237e+01
2.840000000000000000e+02,2.871415036057027237e+01
2.845000000000000000e+02,2.871415036057027237e+01
2.850000000000000000e+02,2.871415036057027237e+01
2.855000000000000000e+02,2.871415036057027237e+01
2.860000000000000000e+02,2.871415036057027237e+01
2.865000000000000000e+02,2.871415036057027237e+01
2.870000000000000000e+02,2.871415036057027237e+01
2.875000000000000000e+02,2.871415036057027237e+01
2.880000000000000000e+02,2.871415036057027237e+01
2.885000000000000000e+02,2.871415036057027237e+01
2.890000000000000000e+02,2.871415036057027237e+01
2.895000000000000000e+02,2.871415036057027237e+01
2.900000000000000000e+02,2.871415036057027237e+01
