x,current_density
1.600000000000000000e+02,1.870024520624449730e+09
1.605000000000000000e+02,1.835987585340228319e+09
1.610000000000000000e+02,1.802570184685647249e+09
1.615000000000000000e+02,1.769761008097457170e+09
1.620000000000000000e+02,1.737549018679518223e+09
1.625000000000000000e+02,1.705923313856028080e+09
1.630000000000000000e+02,1.674873254846749544e+09
1.635000000000000000e+02,1.644388332346665621e+09
1.640000000000000000e+02,1.614458291330858469e+09
1.645000000000000000e+02,1.585073001579281092e+09
1.650000000000000000e+02,1.556222577979756832e+09
1.655000000000000000e+02,1.527897255723097801e+09
1.660000000000000000e+02,1.500087506266610384e+09
1.665000000000000000e+02,1.472783917031097889e+09
1.670000000000000000e+02,1.445977303181402206e+09
1.675000000000000000e+02,1.419658591662900686e+09
1.680000000000000000e+02,1.393818928949971676e+09
1.685000000000000000e+02,1.368449569265451670e+09
1.690000000000000000e+02,1.343541978442468166e+09
1.695000000000000000e+02,1.319087726175973177e+09
1.700000000000000000e+02,1.295078586138137341e+09
1.705000000000000000e+02,1.271506432116517305e+09
1.710000000000000000e+02,1.248363334518153191e+09
1.715000000000000000e+02,1.225641460254172564e+09
1.720000000000000000e+02,1.203333165762851477e+09
1.725000000000000000e+02,1.181430900505521536e+09
1.730000000000000000e+02,1.159927296634159565e+09
1.735000000000000000e+02,1.138815075968327999e+09
1.740000000000000000e+02,1.118087136428334951e+09
1.745000000000000000e+02,1.097736462367641926e+09
1.750000000000000000e+02,1.077756207888261080e+09
1.755000000000000000e+02,1.058139610407597423e+09
1.760000000000000000e+02,1.038880070968543887e+09
1.765000000000000000e+02,1.019971070924086452e+09
1.770000000000000000e+02,1.001406249350505590e+09
1.775000000000000000e+02,9.831793227372776270e+08
1.780000000000000000e+02,9.652841596078807116e+08
1.785000000000000000e+02,9.477147031065901518e+08
1.790000000000000000e+02,9.304650429276076555e+08
1.795000000000000000e+02,9.135293406942583323e+08
1.800000000000000000e+02,8.969018992935378551e+08
1.805000000000000000e+02,8.805770909469842911e+08
1.810000000000000000e+02,8.645494240442327261e+08
1.815000000000000000e+02,8.488134738084688187e+08
1.820000000000000000e+02,8.333639467192059755e+08
1.825000000000000000e+02,8.181956136787313223e+08
1.830000000000000000e+02,8.033033721110655069e+08
1.835000000000000000e+02,7.886821815391838551e+08
1.840000000000000000e+02,7.743271234439846277e+08
1.845000000000000000e+02,7.602333391653273106e+08
1.850000000000000000e+02,7.463960876018047333e+08
1.855000000000000000e+02,7.328106853517767191e+08
1.860000000000000000e+02,7.194725623318326473e+08
1.865000000000000000e+02,7.063772040770196915e+08
1.870000000000000000e+02,6.935202053530714512e+08
1.875000000000000000e+02,6.808972145379455090e+08
1.880000000000000000e+02,6.685039853001857996e+08
1.885000000000000000e+02,6.563363229866943359e+08
1.890000000000000000e+02,6.443901344369848967e+08
1.895000000000000000e+02,6.326613763048194647e+08
1.900000000000000000e+02,6.211461030755952597e+08
1.905000000000000000e+02,6.098404172520900965e+08
1.910000000000000000e+02,5.987405156397962570e+08
1.915000000000000000e+02,5.878426413295340538e+08
1.920000000000000000e+02,5.771431283132107258e+08
1.925000000000000000e+02,5.666383551984869242e+08
1.930000000000000000e+02,5.563247882151832581e+08
1.935000000000000000e+02,5.461989365995235443e+08
1.940000000000000000e+02,5.362573940492399931e+08
1.945000000000000000e+02,5.264967957171686292e+08
1.950000000000000000e+02,5.169138581710125208e+08
1.955000000000000000e+02,5.075053379382355809e+08
1.960000000000000000e+02,4.982680700244236588e+08
1.965000000000000000e+02,4.891989279535206556e+08
1.970000000000000000e+02,4.802948608967792988e+08
1.975000000000000000e+02,4.715528551544005275e+08
1.980000000000000000e+02,4.629699699451925755e+08
1.985000000000000000e+02,4.545433002776201963e+08
1.990000000000000000e+02,4.462700114484815598e+08
1.995000000000000000e+02,4.381473032532496452e+08
2.000000000000000000e+02,4.301724432403348088e+08
2.005000000000000000e+02,4.223427322124079466e+08
2.010000000000000000e+02,4.146555362811365724e+08
2.015000000000000000e+02,4.071082536129218936e+08
2.020000000000000000e+02,3.996983453273772597e+08
2.025000000000000000e+02,3.924233034425919056e+08
2.030000000000000000e+02,3.852806806590588093e+08
2.035000000000000000e+02,3.782680594611964822e+08
2.040000000000000000e+02,3.713830808269302845e+08
2.045000000000000000e+02,3.646234144437643290e+08
2.050000000000000000e+02,3.579867863827687502e+08
2.055000000000000000e+02,3.514709503889989853e+08
2.060000000000000000e+02,3.450737145572442412e+08
2.065000000000000000e+02,3.387929136580406427e+08
2.070000000000000000e+02,3.326264348511888385e+08
2.075000000000000000e+02,3.265721910100060701e+08
2.080000000000000000e+02,3.206281455073218346e+08
2.085000000000000000e+02,3.147922865019604564e+08
2.090000000000000000e+02,3.090626508306723833e+08
2.095000000000000000e+02,3.034372992221379280e+08
2.100000000000000000e+02,2.979143393270845413e+08
2.105000000000000000e+02,2.924919018263550997e+08
2.110000000000000000e+02,2.871681626302971244e+08
2.115000000000000000e+02,2.819413198486460447e+08
2.120000000000000000e+02,2.768096151891521811e+08
2.125000000000000000e+02,2.717713117581910491e+08
2.130000000000000000e+02,2.668247146875135005e+08
2.135000000000000000e+02,2.619681497356180251e+08
2.140000000000000000e+02,2.571999831704655886e+08
2.145000000000000000e+02,2.525186011427300572e+08
2.150000000000000000e+02,2.479224288513160348e+08
2.155000000000000000e+02,2.434099106606446803e+08
2.160000000000000000e+02,2.389795285748447478e+08
2.165000000000000000e+02,2.346297830722351968e+08
2.170000000000000000e+02,2.303592109131270051e+08
2.175000000000000000e+02,2.261663666656321585e+08
2.180000000000000000e+02,2.220498398711137772e+08
2.185000000000000000e+02,2.180082372363840938e+08
2.190000000000000000e+02,2.140401991799736619e+08
2.195000000000000000e+02,2.101443826666810811e+08
2.200000000000000000e+02,2.063194771569956541e+08
2.205000000000000000e+02,2.025641880608279705e+08
2.210000000000000000e+02,1.988772521116156280e+08
2.215000000000000000e+02,1.952574214169001877e+08
2.220000000000000000e+02,1.917034782778676450e+08
2.225000000000000000e+02,1.882142198152432144e+08
2.230000000000000000e+02,1.847884722542706430e+08
2.235000000000000000e+02,1.814250761051717103e+08
2.240000000000000000e+02,1.781228999328471124e+08
2.245000000000000000e+02,1.748808260718970299e+08
2.250000000000000000e+02,1.716977638996298611e+08
2.255000000000000000e+02,1.685726360663617849e+08
2.260000000000000000e+02,1.655043912896496952e+08
2.265000000000000000e+02,1.624919910812827647e+08
2.270000000000000000e+02,1.595344220800100863e+08
2.275000000000000000e+02,1.566306832573074698e+08
2.280000000000000000e+02,1.537797978052469790e+08
2.285000000000000000e+02,1.509808008037691116e+08
2.290000000000000000e+02,1.482327506797406375e+08
2.295000000000000000e+02,1.455347173190851808e+08
2.300000000000000000e+02,1.428857931124970615e+08
2.305000000000000000e+02,1.402850814963836968e+08
2.310000000000000000e+02,1.377317076001455188e+08
2.315000000000000000e+02,1.352248072004619539e+08
2.320000000000000000e+02,1.327635369845095575e+08
2.325000000000000000e+02,1.303470639026821852e+08
2.330000000000000000e+02,1.279745750616005361e+08
2.335000000000000000e+02,1.256452674608943164e+08
2.340000000000000000e+02,1.233583575293576568e+08
2.345000000000000000e+02,1.211130712319391668e+08
2.350000000000000000e+02,1.189086532619154453e+08
2.355000000000000000e+02,1.167443575047356039e+08
2.360000000000000000e+02,1.146194558986202180e+08
2.365000000000000000e+02,1.125332292423882931e+08
2.370000000000000000e+02,1.104849757364421934e+08
2.375000000000000000e+02,1.084740021221687496e+08
2.380000000000000000e+02,1.064996319148393869e+08
2.385000000000000000e+02,1.045611968626250029e+08
2.390000000000000000e+02,1.026580448825241774e+08
2.395000000000000000e+02,1.007895318274630308e+08
2.400000000000000000e+02,9.895502913596375287e+07
2.405000000000000000e+02,9.715391589621630311e+07
2.410000000000000000e+02,9.538558621981294453e+07
2.415000000000000000e+02,9.364944159207980335e+07
2.420000000000000000e+02,9.194489797983075678e+07
2.425000000000000000e+02,9.027137845763278008e+07
2.430000000000000000e+02,8.862832005917365849e+07
2.435000000000000000e+02,8.701516666950790584e+07
2.440000000000000000e+02,8.543137562928625941e+07
2.445000000000000000e+02,8.387641088338814676e+07
2.450000000000000000e+02,8.234974934692737460e+07
2.455000000000000000e+02,8.085087430102299154e+07
2.460000000000000000e+02,7.937928152917443216e+07
2.465000000000000000e+02,7.793447295125569403e+07
2.470000000000000000e+02,7.651596253854338825e+07
2.475000000000000000e+02,7.512327017734125257e+07
2.480000000000000000e+02,7.375592737064504623e+07
2.485000000000000000e+02,7.241347132311466336e+07
2.490000000000000000e+02,7.109545043707197905e+07
2.495000000000000000e+02,6.980141861083625257e+07
2.500000000000000000e+02,6.853094053647381067e+07
2.505000000000000000e+02,6.728358620380018651e+07
2.510000000000000000e+02,6.605893600703281164e+07
2.515000000000000000e+02,6.485657544704125822e+07
2.520000000000000000e+02,6.367610005379607528e+07
2.525000000000000000e+02,6.251711027971600741e+07
2.530000000000000000e+02,6.137921624455742538e+07
2.535000000000000000e+02,6.026203281296550483e+07
2.540000000000000000e+02,5.916518416820891947e+07
2.545000000000000000e+02,5.808829906729060411e+07
2.550000000000000000e+02,5.703101524970148504e+07
2.555000000000000000e+02,5.599297486368593574e+07
2.560000000000000000e+02,5.497382871596570313e+07
2.565000000000000000e+02,5.397323186298625171e+07
2.570000000000000000e+02,5.299084770734734833e+07
2.575000000000000000e+02,5.202634374807906896e+07
2.580000000000000000e+02,5.107939552930867672e+07
2.585000000000000000e+02,5.014968254382991791e+07
2.590000000000000000e+02,4.923689203933604807e+07
2.595000000000000000e+02,4.834071506975305825e+07
2.600000000000000000e+02,4.746085016417665035e+07
2.605000000000000000e+02,4.659699952063919604e+07
2.610000000000000000e+02,4.574887254270327091e+07
2.615000000000000000e+02,4.491618217052455246e+07
2.620000000000000000e+02,4.409864828987556696e+07
2.625000000000000000e+02,4.329599419555228204e+07
2.630000000000000000e+02,4.250794987742959708e+07
2.635000000000000000e+02,4.173424861143770814e+07
2.640000000000000000e+02,4.097463012708512694e+07
2.645000000000000000e+02,4.022883732140319049e+07
2.650000000000000000e+02,3.949661931221216917e+07
2.655000000000000000e+02,3.877772827059822530e+07
2.660000000000000000e+02,3.807192236404418200e+07
2.665000000000000000e+02,3.737896270316327363e+07
2.670000000000000000e+02,3.669861617866717279e+07
2.675000000000000000e+02,3.603065251823522896e+07
2.680000000000000000e+02,3.537484702114919573e+07
2.685000000000000000e+02,3.473097772132524103e+07
2.690000000000000000e+02,3.409882802330657095e+07
2.695000000000000000e+02,3.347818396762887761e+07
2.700000000000000000e+02,3.286883677172902972e+07
2.705000000000000000e+02,3.227058019395248964e+07
2.710000000000000000e+02,3.168321298280806467e+07
2.715000000000000000e+02,3.110653633605910093e+07
2.720000000000000000e+02,3.054035626163026318e+07
2.725000000000000000e+02,2.998448112835282832e+07
2.730000000000000000e+02,2.943872394171030447e+07
2.735000000000000000e+02,2.890289998293169215e+07
2.740000000000000000e+02,2.837682900264785066e+07
2.745000000000000000e+02,2.786033294514587522e+07
2.750000000000000000e+02,2.735323806289730221e+07
2.755000000000000000e+02,2.685537272290172428e+07
2.760000000000000000e+02,2.636656944494111463e+07
2.765000000000000000e+02,2.588666278705155477e+07
2.770000000000000000e+02,2.541549131025498733e+07
2.775000000000000000e+02,2.495289554030487686e+07
2.780000000000000000e+02,2.449871986154736578e+07
2.785000000000000000e+02,2.405281055218957737e+07
2.790000000000000000e+02,2.361501760984662548e+07
2.795000000000000000e+02,2.318519285768043250e+07
2.800000000000000000e+02,2.276319170409678668e+07
2.805000000000000000e+02,2.234887131719835475e+07
2.810000000000000000e+02,2.194209232100700587e+07
2.815000000000000000e+02,2.154271703576681763e+07
2.820000000000000000e+02,2.115061111298136041e+07
2.825000000000000000e+02,2.076564183919135481e+07
2.830000000000000000e+02,2.038767971203395352e+07
2.835000000000000000e+02,2.001659680520542711e+07
2.840000000000000000e+02,1.965226828766983747e+07
2.845000000000000000e+02,1.929457084759979323e+07
2.850000000000000000e+02,1.894338415678513423e+07
2.855000000000000000e+02,1.859858935142432526e+07
2.860000000000000000e+02,1.826007044370993227e+07
2.865000000000000000e+02,1.792771285741991177e+07
2.870000000000000000e+02,1.760140478858531266e+07
2.875000000000000000e+02,1.728103579390474036e+07
2.880000000000000000e+02,1.696649810233094916e+07
2.885000000000000000e+02,1.665768525440311804e+07
2.890000000000000000e+02,1.635449336652271450e+07
2.895000000000000000e+02,1.605681981936693005e+07
2.900000000000000000e+02,1.576456447656037472e+07
2.905000000000000000e+02,1.547762842039922252e+07
