x,screening_profile
1.100000000000000000e+02,2.922454008212389098e+00
1.105000000000000000e+02,2.869200808290733651e+00
1.110000000000000000e+02,2.816918019458091393e+00
1.115000000000000000e+02,2.765587905098182198e+00
1.120000000000000000e+02,2.715193158232592996e+00
1.125000000000000000e+02,2.665716682751729572e+00
1.130000000000000000e+02,2.617141796668734699e+00
1.135000000000000000e+02,2.569452021250653306e+00
1.140000000000000000e+02,2.522631276932418398e+00
1.145000000000000000e+02,2.476663680062938244e+00
1.150000000000000000e+02,2.431533731744213611e+00
1.155000000000000000e+02,2.387226121917351396e+00
1.160000000000000000e+02,2.343725911382305238e+00
1.165000000000000000e+02,2.301018342958756069e+00
1.170000000000000000e+02,2.259089016932733784e+00
1.175000000000000000e+02,2.217923709036880187e+00
1.180000000000000000e+02,2.177508539561319623e+00
1.185000000000000000e+02,2.137829797907040863e+00
1.190000000000000000e+02,2.098874105589816796e+00
1.195000000000000000e+02,2.060628247129334678e+00
1.200000000000000000e+02,2.023079327166698249e+00
1.205000000000000000e+02,1.986214607460510040e+00
1.210000000000000000e+02,1.950021658330528984e+00
1.215000000000000000e+02,1.914488201540167411e+00
1.220000000000000000e+02,1.879602256271199812e+00
1.225000000000000000e+02,1.845351987680101891e+00
1.230000000000000000e+02,1.811725847601307393e+00
1.235000000000000000e+02,1.778712428572496229e+00
1.240000000000000000e+02,1.746300599456760194e+00
1.245000000000000000e+02,1.714479364739344591e+00
1.250000000000000000e+02,1.683237995252212515e+00
1.255000000000000000e+02,1.652565892551878468e+00
1.260000000000000000e+02,1.622452714923231731e+00
1.265000000000000000e+02,1.592888246654973416e+00
1.270000000000000000e+02,1.563862519493174785e+00
1.275000000000000000e+02,1.535365686637455873e+00
1.280000000000000000e+02,1.507388139808598204e+00
1.285000000000000000e+02,1.479920387794987580e+00
1.290000000000000000e+02,1.452953169292668711e+00
1.295000000000000000e+02,1.426477335837730953e+00
1.300000000000000000e+02,1.400483960571472508e+00
1.305000000000000000e+02,1.374964225400343354e+00
1.310000000000000000e+02,1.349909525833369539e+00
1.315000000000000000e+02,1.325311362216990307e+00
1.320000000000000000e+02,1.301161440786579693e+00
1.325000000000000000e+02,1.277451568829025330e+00
1.330000000000000000e+02,1.254173752085064875e+00
1.335000000000000000e+02,1.231320093697765738e+00
1.340000000000000000e+02,1.208882888097457808e+00
1.345000000000000000e+02,1.186854523599396583e+00
1.350000000000000000e+02,1.165227572898313024e+00
1.355000000000000000e+02,1.143994699183480623e+00
1.360000000000000000e+02,1.123148743365315783e+00
1.365000000000000000e+02,1.102682633580828631e+00
1.370000000000000000e+02,1.082589469270285765e+00
1.375000000000000000e+02,1.062862433950611418e+00
1.380000000000000000e+02,1.043494876255863790e+00
1.385000000000000000e+02,1.024480225860572302e+00
1.390000000000000000e+02,1.005812071593672252e+00
1.395000000000000000e+02,9.874840803980279302e-01
1.400000000000000000e+02,9.694900726235068378e-01
1.405000000000000000e+02,9.518239439130468105e-01
1.410000000000000000e+02,9.344797377767379842e-01
1.415000000000000000e+02,9.174515702987489085e-01
1.420000000000000000e+02,9.007337000906053825e-01
1.425000000000000000e+02,8.843204557171078228e-01
1.430000000000000000e+02,8.682063031234499295e-01
1.435000000000000000e+02,8.523857756819399611e-01
1.440000000000000000e+02,8.368535391841833704e-01
1.445000000000000000e+02,8.216043244139634716e-01
1.450000000000000000e+02,8.066329897924211512e-01
1.455000000000000000e+02,7.919344563858701225e-01
1.460000000000000000e+02,7.775037682887266932e-01
1.465000000000000000e+02,7.633360299783309433e-01
1.470000000000000000e+02,7.494264645173204231e-01
1.475000000000000000e+02,7.357703531707018296e-01
1.480000000000000000e+02,7.223630915064132019e-01
1.485000000000000000e+02,7.092001311929516660e-01
1.490000000000000000e+02,6.962770340740254138e-01
1.495000000000000000e+02,6.835894160679913956e-01
1.500000000000000000e+02,6.711329992897587804e-01
1.505000000000000000e+02,6.589035579761348682e-01
1.510000000000000000e+02,6.468969687254979561e-01
1.515000000000000000e+02,6.351091583758924353e-01
1.520000000000000000e+02,6.235361524304406933e-01
1.525000000000000000e+02,6.121740248176713584e-01
1.530000000000000000e+02,6.010189445681862752e-01
1.535000000000000000e+02,5.900671273892498236e-01
1.540000000000000000e+02,5.793148806558627850e-01
1.545000000000000000e+02,5.687585567340955883e-01
1.550000000000000000e+02,5.583945963474394869e-01
1.555000000000000000e+02,5.482194835857329140e-01
1.560000000000000000e+02,5.382297877054617041e-01
1.565000000000000000e+02,5.284221197634085820e-01
1.570000000000000000e+02,5.187931729074561904e-01
1.575000000000000000e+02,5.093396805762868684e-01
1.580000000000000000e+02,5.000584553351998807e-01
1.585000000000000000e+02,4.909463485853082787e-01
1.590000000000000000e+02,4.820002879969128018e-01
1.595000000000000000e+02,4.732172386736847036e-01
1.600000000000000000e+02,4.645942392342410354e-01
1.605000000000000000e+02,4.561283643787718001e-01
1.610000000000000000e+02,4.478167596676326245e-01
1.615000000000000000e+02,4.396566054397699208e-01
1.620000000000000000e+02,4.316451503353859187e-01
1.625000000000000000e+02,4.237796765173449942e-01
1.630000000000000000e+02,4.160575319832645058e-01
1.635000000000000000e+02,4.084760970428501503e-01
1.640000000000000000e+02,4.010328154631284114e-01
1.645000000000000000e+02,3.937251621563563897e-01
1.650000000000000000e+02,3.865506732005341006e-01
1.655000000000000000e+02,3.795069146941717486e-01
1.660000000000000000e+02,3.725915116926986626e-01
1.665000000000000000e+02,3.658021181879502204e-01
1.670000000000000000e+02,3.591364449996218289e-01
1.675000000000000000e+02,3.525922308388604320e-01
1.680000000000000000e+02,3.461672691924985723e-01
1.685000000000000000e+02,3.398593804316014655e-01
1.690000000000000000e+02,3.336664377248540481e-01
1.695000000000000000e+02,3.275863401543273046e-01
1.700000000000000000e+02,3.216170376930785890e-01
1.705000000000000000e+02,3.157565052917640780e-01
1.710000000000000000e+02,3.100027669542453346e-01
1.715000000000000000e+02,3.043538707599887094e-01
1.720000000000000000e+02,2.988079120702513136e-01
1.725000000000000000e+02,2.933630094524738996e-01
1.730000000000000000e+02,2.880173270484426840e-01
1.735000000000000000e+02,2.827690513681032081e-01
1.740000000000000000e+02,2.776164128499605810e-01
1.745000000000000000e+02,2.725576634929177122e-01
1.750000000000000000e+02,2.675910976380838080e-01
1.755000000000000000e+02,2.627150304083747945e-01
1.760000000000000000e+02,2.579278177398461325e-01
1.765000000000000000e+02,2.532278355998849317e-01
1.770000000000000000e+02,2.486134992951691547e-01
1.775000000000000000e+02,2.440832434403348850e-01
1.780000000000000000e+02,2.396355405686841078e-01
1.785000000000000000e+02,2.352688818242257285e-01
1.790000000000000000e+02,2.309817949003113435e-01
1.795000000000000000e+02,2.267728254289275991e-01
1.800000000000000000e+02,2.226405542715297892e-01
1.805000000000000000e+02,2.185835795804063342e-01
1.810000000000000000e+02,2.146005334651037710e-01
1.815000000000000000e+02,2.106900647015930439e-01
1.820000000000000000e+02,2.068508547968352373e-01
1.825000000000000000e+02,2.030816013223557259e-01
1.830000000000000000e+02,1.993810333986847372e-01
1.835000000000000000e+02,1.957478956307918128e-01
1.840000000000000000e+02,1.921809630333499719e-01
1.845000000000000000e+02,1.886790255462955646e-01
1.850000000000000000e+02,1.852409024211099930e-01
1.855000000000000000e+02,1.818654272955550488e-01
1.860000000000000000e+02,1.785514620604357339e-01
1.865000000000000000e+02,1.752978824733186503e-01
1.870000000000000000e+02,1.721035915245364145e-01
1.875000000000000000e+02,1.689675055704251416e-01
1.880000000000000000e+02,1.658885672166542646e-01
1.885000000000000000e+02,1.628657319522221203e-01
1.890000000000000000e+02,1.598979805675414534e-01
1.895000000000000000e+02,1.569843062711097081e-01
1.900000000000000000e+02,1.541237266591512778e-01
1.905000000000000000e+02,1.513152712975318059e-01
1.910000000000000000e+02,1.485579932591516161e-01
1.915000000000000000e+02,1.458509571543032957e-01
1.920000000000000000e+02,1.431932502514254024e-01
1.925000000000000000e+02,1.405839709397091464e-01
1.930000000000000000e+02,1.380222394482581438e-01
1.935000000000000000e+02,1.355071867253348494e-01
1.940000000000000000e+02,1.330379647704286461e-01
1.945000000000000000e+02,1.306137359150964239e-01
1.950000000000000000e+02,1.282336827819176295e-01
1.955000000000000000e+02,1.258969979524264260e-01
1.960000000000000000e+02,1.236028935664279238e-01
1.965000000000000000e+02,1.213505913630429228e-01
1.970000000000000000e+02,1.191393319333727413e-01
1.975000000000000000e+02,1.169683651211828462e-01
1.980000000000000000e+02,1.148369589414343916e-01
1.985000000000000000e+02,1.127443903276193760e-01
1.990000000000000000e+02,1.106899537282251822e-01
1.995000000000000000e+02,1.086729521882031507e-01
2.000000000000000000e+02,1.066927056349964431e-01
2.005000000000000000e+02,1.047485422820757101e-01
2.010000000000000000e+02,1.028398066157410334e-01
2.015000000000000000e+02,1.009658511090939376e-01
2.020000000000000000e+02,9.912604392041918233e-02
2.025000000000000000e+02,9.731976090638269627e-02
2.030000000000000000e+02,9.554639304240848674e-02
2.035000000000000000e+02,9.380533872429698550e-02
2.040000000000000000e+02,9.209601092063637862e-02
2.045000000000000000e+02,9.041782975242576570e-02
2.050000000000000000e+02,8.877022938719791867e-02
2.055000000000000000e+02,8.715265088660784087e-02
2.060000000000000000e+02,8.556454885159413271e-02
2.065000000000000000e+02,8.400538452825637159e-02
2.070000000000000000e+02,8.247463221304557335e-02
2.075000000000000000e+02,8.097177260760293760e-02
2.080000000000000000e+02,7.949629899264533395e-02
2.085000000000000000e+02,7.804771082277485450e-02
2.090000000000000000e+02,7.662551967741228209e-02
2.095000000000000000e+02,7.522924308691156248e-02
2.100000000000000000e+02,7.385841026859249481e-02
2.105000000000000000e+02,7.251255617580734669e-02
2.110000000000000000e+02,7.119122702683317039e-02
2.115000000000000000e+02,6.989397456883916782e-02
2.120000000000000000e+02,6.862036140711920418e-02
2.125000000000000000e+02,6.736995547619924196e-02
2.130000000000000000e+02,6.614233517662010398e-02
2.135000000000000000e+02,6.493708404570487647e-02
2.140000000000000000e+02,6.375379570884159852e-02
2.145000000000000000e+02,6.259206874270055454e-02
2.150000000000000000e+02,6.145151144771556634e-02
2.155000000000000000e+02,6.033173689680147722e-02
2.160000000000000000e+02,5.923236753549104144e-02
2.165000000000000000e+02,5.815303040945361129e-02
2.170000000000000000e+02,5.709336159851148562e-02
2.175000000000000000e+02,5.605300161650285384e-02
2.180000000000000000e+02,5.503159968517647854e-02
2.185000000000000000e+02,5.402880930017540939e-02
2.190000000000000000e+02,5.304429235059216624e-02
2.195000000000000000e+02,5.207771484507422999e-02
2.200000000000000000e+02,5.112875088261333717e-02
2.205000000000000000e+02,5.019707853299035238e-02
2.210000000000000000e+02,4.928238366417100891e-02
2.215000000000000000e+02,4.838435597151651696e-02
2.220000000000000000e+02,4.750269266696406645e-02
2.225000000000000000e+02,4.663709465163101003e-02
2.230000000000000000e+02,4.578727007177117725e-02
2.235000000000000000e+02,4.495293062959451746e-02
2.240000000000000000e+02,4.413379501081026585e-02
2.245000000000000000e+02,4.332958532867068474e-02
2.250000000000000000e+02,4.254003042773839977e-02
2.255000000000000000e+02,4.176486245634322692e-02
2.260000000000000000e+02,4.100382005104356853e-02
2.265000000000000000e+02,4.025664503285893842e-02
2.270000000000000000e+02,3.952308547673382549e-02
2.275000000000000000e+02,3.880289252707620762e-02
2.280000000000000000e+02,3.809582335637658884e-02
2.285000000000000000e+02,3.740163809574416354e-02
2.290000000000000000e+02,3.672010268668382538e-02
2.295000000000000000e+02,3.605098592247722028e-02
2.300000000000000000e+02,3.539406219697600886e-02
2.305000000000000000e+02,3.474910865282494071e-02
2.310000000000000000e+02,3.411590783099034685e-02
2.315000000000000000e+02,3.349424492196691888e-02
2.320000000000000000e+02,3.288391031962613342e-02
2.325000000000000000e+02,3.228469697168775965e-02
2.330000000000000000e+02,3.169640284134345870e-02
2.335000000000000000e+02,3.111882835340827602e-02
2.340000000000000000e+02,3.055177876704986278e-02
2.345000000000000000e+02,2.999506171416488690e-02
2.350000000000000000e+02,2.944848948642388164e-02
2.355000000000000000e+02,2.891187666254215957e-02
2.360000000000000000e+02,2.838504231273463602e-02
2.365000000000000000e+02,2.786780771167095272e-02
2.370000000000000000e+02,2.735999846332282104e-02
2.375000000000000000e+02,2.686144229650918452e-02
2.380000000000000000e+02,2.637197111301079616e-02
2.385000000000000000e+02,2.589141886272292026e-02
2.390000000000000000e+02,2.541962351780816323e-02
2.395000000000000000e+02,2.495642502458188944e-02
2.400000000000000000e+02,2.450166720637425577e-02
2.405000000000000000e+02,2.405519578937733577e-02
2.410000000000000000e+02,2.361686023679079524e-02
2.415000000000000000e+02,2.318651184595985765e-02
2.420000000000000000e+02,2.276400551628611491e-02
2.425000000000000000e+02,2.234919791508181708e-02
2.430000000000000000e+02,2.194194918163773489e-02
2.435000000000000000e+02,2.154212115931231422e-02
2.440000000000000000e+02,2.114957903806201703e-02
2.445000000000000000e+02,2.076418965037351433e-02
2.450000000000000000e+02,2.038582305447877649e-02
2.455000000000000000e+02,2.001435089182472538e-02
2.460000000000000000e+02,1.964964791311511055e-02
2.465000000000000000e+02,1.929159039509540513e-02
2.470000000000000000e+02,1.894005761148606984e-02
2.475000000000000000e+02,1.859493030694070459e-02
2.480000000000000000e+02,1.825609211486078562e-02
2.485000000000000000e+02,1.792342808646243263e-02
2.490000000000000000e+02,1.759682605739085887e-02
2.495000000000000000e+02,1.727617522990562704e-02
2.500000000000000000e+02,1.696136749014377776e-02
2.505000000000000000e+02,1.665229604150537945e-02
2.510000000000000000e+02,1.634885667434748252e-02
2.515000000000000000e+02,1.605094644872101864e-02
2.520000000000000000e+02,1.575846491821341830e-02
2.525000000000000000e+02,1.547131286025465666e-02
2.530000000000000000e+02,1.518939345576435229e-02
2.535000000000000000e+02,1.491261106530911498e-02
2.540000000000000000e+02,1.464087236615011639e-02
2.545000000000000000e+02,1.437408517259597222e-02
2.550000000000000000e+02,1.411215953198912548e-02
2.555000000000000000e+02,1.385500658765827058e-02
2.560000000000000000e+02,1.360253963532636647e-02
2.565000000000000000e+02,1.335467302712425169e-02
2.570000000000000000e+02,1.311132318984950876e-02
2.575000000000000000e+02,1.287240756855848912e-02
2.580000000000000000e+02,1.263784560805368551e-02
2.585000000000000000e+02,1.240755773462488484e-02
2.590000000000000000e+02,1.218146630209296193e-02
2.595000000000000000e+02,1.195949461032250020e-02
2.600000000000000000e+02,1.174156781710195170e-02
2.605000000000000000e+02,1.152761199209984162e-02
2.610000000000000000e+02,1.131755499581500041e-02
2.615000000000000000e+02,1.111132556769642982e-02
2.620000000000000000e+02,1.090885417335276004e-02
2.625000000000000000e+02,1.071007212560204369e-02
2.630000000000000000e+02,1.051491240108670330e-02
2.635000000000000000e+02,1.032330879306404825e-02
2.640000000000000000e+02,1.013519669853154420e-02
2.645000000000000000e+02,9.950512301611863855e-03
2.650000000000000000e+02,9.769193332253390399e-03
2.655000000000000000e+02,9.591178279104951507e-03
2.660000000000000000e+02,9.416407120818056850e-03
2.665000000000000000e+02,9.244820567346389434e-03
2.670000000000000000e+02,9.076360764839161085e-03
2.675000000000000000e+02,8.910970564338895755e-03
2.680000000000000000e+02,8.748594201219593233e-03
2.685000000000000000e+02,8.589176590293370189e-03
2.690000000000000000e+02,8.432663980712689841e-03
2.695000000000000000e+02,8.279003276532189565e-03
2.700000000000000000e+02,8.128142667961002141e-03
2.705000000000000000e+02,7.980030976460533026e-03
2.710000000000000000e+02,7.834618263200922653e-03
2.715000000000000000e+02,7.691855197808732982e-03
2.720000000000000000e+02,7.551693644850760410e-03
2.725000000000000000e+02,7.414086055377583015e-03
2.730000000000000000e+02,7.278986032228187443e-03
2.735000000000000000e+02,7.146347743546173359e-03
2.740000000000000000e+02,7.016126467670040848e-03
2.745000000000000000e+02,6.888278027828555715e-03
2.750000000000000000e+02,6.762759317353901102e-03
2.755000000000000000e+02,6.639527754791389215e-03
2.760000000000000000e+02,6.518541790146057183e-03
2.765000000000000000e+02,6.399760379669507636e-03
2.770000000000000000e+02,6.283143473824880088e-03
2.775000000000000000e+02,6.168651511040251605e-03
2.780000000000000000e+02,6.056245888052152679e-03
2.785000000000000000e+02,5.945888471940607989e-03
2.790000000000000000e+02,5.837542053487553180e-03
2.795000000000000000e+02,5.731169876833318994e-03
2.800000000000000000e+02,5.626736076463319421e-03
2.805000000000000000e+02,5.524205223849635790e-03
2.810000000000000000e+02,5.423542748657191742e-03
2.815000000000000000e+02,5.324714501757061604e-03
2.820000000000000000e+02,5.227687161222010527e-03
2.825000000000000000e+02,5.132427811120307375e-03
2.830000000000000000e+02,5.038904332849911127e-03
2.835000000000000000e+02,4.947084999142931615e-03
2.840000000000000000e+02,4.856938851267906740e-03
2.845000000000000000e+02,4.768435307695620406e-03
2.850000000000000000e+02,4.681544527679814063e-03
2.855000000000000000e+02,4.596237034054906009e-03
2.860000000000000000e+02,4.512484063687030242e-03
2.865000000000000000e+02,4.430257203893331851e-03
2.870000000000000000e+02,4.349528730237480802e-03
2.875000000000000000e+02,4.270271256078630485e-03
2.880000000000000000e+02,4.192458058168421937e-03
2.885000000000000000e+02,4.116062738855470922e-03
2.890000000000000000e+02,4.041059539924376533e-03
2.895000000000000000e+02,3.967423016998720443e-03
2.900000000000000000e+02,3.895128342046681215e-03
